Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.63  	82.5                 	
A2  	23.34  	80                   	
A3  	16.91  	80                   	
A4  	18.46  	77                   	
A5  	18.32  	81.5                 	
A6  	18.71  	81                   	
A7  	22.24  	77.5                 	
A8  	20.3   	78.5                 	
A9  	18.97  	82.5                 	
A10 	21.55  	81                   	
A11 	23.8   	79.5                 	
A12 	19.5   	79                   	
B1  	19.24  	82.5                 	
B2  	23.94  	80                   	
B3  	17.94  	80                   	
B4  	19.67  	77.5                 	
B5  	18.84  	81.5                 	
B6  	19.56  	81                   	
B7  	22.75  	78                   	
B8  	20.82  	78.5                 	
B9  	22.18  	82.5                 	
B10 	23.5   	81                   	
B11 	24.86  	80                   	
B12 	19.89  	79                   	
C1  	19.22  	82.5                 	
C2  	24.52  	80                   	
C3  	17.24  	80                   	
C4  	18.88  	77.5                 	
C5  	18.93  	81.5                 	
C6  	19.63  	81.5                 	
C7  	22.7   	78                   	
C8  	20.95  	78.5                 	
C9  	19.94  	82.5                 	
C10 	22.59  	81                   	
C11 	25.02  	79.5                 	
C12 	19.95  	79                   	
D1  	20.01  	82.5                 	
D2  	25.83  	80                   	
D3  	22.88  	80                   	
D4  	20.6   	77.5                 	
D5  	19.76  	81.5                 	
D6  	20.87  	81.5                 	
D7  	23.65  	78                   	
D8  	20.96  	78.5                 	
D9  	28.32  	82.5                 	
D10 	26.5   	81                   	
D11 	25.87  	80                   	
D12 	21.86  	79                   	
E1  	19.99  	82                   	
E2  	25.65  	80                   	
E3  	22.96  	80                   	
E4  	19.89  	77.5                 	
E5  	19.57  	81.5                 	
E6  	20.73  	81.5                 	
E7  	23.44  	78                   	
E8  	20.83  	78.5                 	
E9  	27.8   	82.5                 	
E10 	25.66  	81                   	
E11 	25.68  	80                   	
E12 	20.82  	79                   	
F1  	19.89  	82.5                 	
F2  	26.46  	80                   	
F3  	24.96  	80                   	
F4  	20.71  	77.5                 	
F5  	19.61  	81.5                 	
F6  	20.25  	81                   	
F7  	23.41  	78                   	
F8  	20.98  	78.5                 	
F9  	31.81  	82.5                 	
F10 	26.44  	81                   	
F11 	25.49  	80                   	
F12 	21.3   	79                   	
G1  	20.87  	82.5                 	
G2  	26.75  	80                   	
G3  	23.95  	80                   	
G4  	20.93  	77.5                 	
G5  	20.63  	81.5                 	
G6  	21.61  	81                   	
G7  	23.95  	78                   	
G8  	21.62  	78.5                 	
G9  	28.82  	82.5                 	
G10 	26.53  	81                   	
G11 	26.87  	80                   	
G12 	21.84  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80                   	
H3  	No Cq  	80                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	78                   	
H8  	No Cq  	55                   	
H9  	No Cq  	58                   	
H10 	No Cq  	95                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
