Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.68  	82.5                 	
A2  	23.35  	80                   	
A3  	16.92  	80                   	
A4  	18.56  	77.5                 	
A5  	18.41  	81.5                 	
A6  	18.77  	81                   	
A7  	22.25  	77.5                 	
A8  	20.38  	78.5                 	
A9  	19.59  	82.5                 	
A10 	21.53  	81                   	
A11 	24.01  	79.5                 	
A12 	19.54  	79                   	
B1  	19.67  	82.5                 	
B2  	24.34  	80                   	
B3  	18.17  	80                   	
B4  	19.75  	77.5                 	
B5  	18.86  	81.5                 	
B6  	19.62  	81                   	
B7  	22.8   	78                   	
B8  	20.89  	78.5                 	
B9  	22.64  	82.5                 	
B10 	23.51  	81                   	
B11 	25.02  	79.5                 	
B12 	20.09  	79                   	
C1  	19.71  	82.5                 	
C2  	24.51  	80                   	
C3  	17.26  	80                   	
C4  	18.86  	77.5                 	
C5  	18.93  	81.5                 	
C6  	19.67  	81.5                 	
C7  	22.78  	78                   	
C8  	20.93  	78.5                 	
C9  	19.95  	82.5                 	
C10 	22.62  	81                   	
C11 	25.26  	79.5                 	
C12 	20.08  	79                   	
D1  	20.08  	82.5                 	
D2  	26.56  	80                   	
D3  	22.87  	80                   	
D4  	20.57  	77.5                 	
D5  	19.81  	81.5                 	
D6  	20.93  	81.5                 	
D7  	23.71  	78                   	
D8  	21.1   	78.5                 	
D9  	29.21  	82.5                 	
D10 	26.75  	81                   	
D11 	25.93  	79.5                 	
D12 	21.8   	79                   	
E1  	20.09  	82.5                 	
E2  	25.86  	80                   	
E3  	23.09  	80                   	
E4  	19.8   	77.5                 	
E5  	19.63  	81.5                 	
E6  	20.79  	81.5                 	
E7  	23.51  	78                   	
E8  	20.85  	78.5                 	
E9  	28.77  	82.5                 	
E10 	25.79  	81                   	
E11 	25.9   	80                   	
E12 	20.85  	79                   	
F1  	19.98  	82.5                 	
F2  	26.68  	80                   	
F3  	24.97  	80                   	
F4  	20.69  	77.5                 	
F5  	19.6   	81.5                 	
F6  	20.75  	81                   	
F7  	23.42  	78                   	
F8  	21.04  	78.5                 	
F9  	30.87  	82.5                 	
F10 	26.74  	81                   	
F11 	25.76  	80                   	
F12 	21.66  	79                   	
G1  	20.98  	82.5                 	
G2  	26.72  	80                   	
G3  	24.01  	80                   	
G4  	20.94  	77.5                 	
G5  	20.7   	81.5                 	
G6  	21.68  	81                   	
G7  	24.61  	78                   	
G8  	21.74  	78.5                 	
G9  	28.97  	82.5                 	
G10 	26.57  	81                   	
G11 	26.91  	80                   	
G12 	21.93  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	95                   	
H3  	No Cq  	80                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	55                   	
H8  	No Cq  	78                   	
H9  	No Cq  	55                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
