Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.19  	82                   	
A2  	24.51  	80                   	
A3  	23.24  	80                   	
A4  	19.54  	77                   	
A5  	19.59  	81.5                 	
A6  	19.69  	81                   	
A7  	22.73  	77.5                 	
A8  	20.74  	78.5                 	
A9  	26.28  	82.5                 	
A10 	24.53  	81                   	
A11 	24.82  	79.5                 	
A12 	20.73  	78.5                 	
B1  	18.82  	82                   	
B2  	26.35  	80                   	
B3  	25.74  	80                   	
B4  	20.33  	77                   	
B5  	19.66  	81.5                 	
B6  	20.6   	81                   	
B7  	22.63  	77.5                 	
B8  	20.36  	78.5                 	
B9  	28.72  	82.5                 	
B10 	26.36  	81                   	
B11 	24.98  	79.5                 	
B12 	20.84  	78.5                 	
C1  	18.61  	82                   	
C2  	25.26  	80                   	
C3  	24.16  	80                   	
C4  	19.49  	77.5                 	
C5  	18.68  	81.5                 	
C6  	20.34  	81.5                 	
C7  	22.33  	78                   	
C8  	20.3   	78.5                 	
C9  	28.21  	82.5                 	
C10 	24.87  	81                   	
C11 	24.4   	79.5                 	
C12 	20.52  	78.5                 	
D1  	19.4   	82                   	
D2  	23.8   	80                   	
D3  	19.41  	80                   	
D4  	18.77  	77.5                 	
D5  	19.46  	81.5                 	
D6  	19.59  	81                   	
D7  	22.43  	78                   	
D8  	20.57  	78.5                 	
D9  	22.56  	82.5                 	
D10 	22.98  	81                   	
D11 	24.63  	79.5                 	
D12 	19.96  	79                   	
E1  	18.94  	82                   	
E2  	24.35  	80                   	
E3  	20.66  	80                   	
E4  	18.66  	77.5                 	
E5  	19.63  	81.5                 	
E6  	19.3   	81                   	
E7  	22.53  	78                   	
E8  	20.51  	78.5                 	
E9  	25.43  	82.5                 	
E10 	23.46  	81                   	
E11 	24.85  	79.5                 	
E12 	20.47  	79                   	
F1  	18.94  	82                   	
F2  	24.4   	80                   	
F3  	19.98  	80                   	
F4  	18.74  	77.5                 	
F5  	19.31  	81.5                 	
F6  	19.72  	81                   	
F7  	22.34  	78                   	
F8  	20.61  	78.5                 	
F9  	25.72  	82.5                 	
F10 	24.28  	81                   	
F11 	24.77  	79.5                 	
F12 	20.53  	79                   	
G1  	18.86  	82                   	
G2  	25.25  	80                   	
G3  	24.6   	80                   	
G4  	19.91  	77                   	
G5  	19.48  	81.5                 	
G6  	20.35  	81.5                 	
G7  	22.43  	77.5                 	
G8  	20.57  	78.5                 	
G9  	27.64  	82.5                 	
G10 	25.54  	81                   	
G11 	24.6   	79.5                 	
G12 	20.95  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80.5                 	
H3  	No Cq  	57                   	
H4  	36.32  	76.5                 	
H5  	No Cq  	57                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	55                   	
H8  	39.71  	78.5                 	
H9  	No Cq  	58.5                 	
H10 	No Cq  	69.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
