Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.64  	82                   	
A2  	25.29  	80                   	
A3  	24.76  	80                   	
A4  	20.44  	77.5                 	
A5  	18.99  	81.5                 	
A6  	20.54  	81                   	
A7  	22.95  	77.5                 	
A8  	20.84  	78.5                 	
A9  	28.37  	82.5                 	
A10 	25.71  	81                   	
A11 	25.23  	79.5                 	
A12 	20.94  	78.5                 	
B1  	18.98  	82                   	
B2  	25.43  	80                   	
B3  	24.27  	80                   	
B4  	19.73  	77.5                 	
B5  	18.72  	81.5                 	
B6  	19.91  	81.5                 	
B7  	22.68  	77.5                 	
B8  	20.37  	78.5                 	
B9  	27.53  	82.5                 	
B10 	25.43  	81                   	
B11 	24.8   	79.5                 	
B12 	20.88  	78.5                 	
C1  	19.07  	82                   	
C2  	25.7   	80                   	
C3  	25.65  	80                   	
C4  	20.28  	77.5                 	
C5  	18.8   	81.5                 	
C6  	20.3   	81.5                 	
C7  	22.61  	77.5                 	
C8  	20.39  	78.5                 	
C9  	27.56  	82.5                 	
C10 	25.6   	81                   	
C11 	24.89  	79.5                 	
C12 	21.63  	78.5                 	
D1  	19.53  	82                   	
D2  	25.56  	80                   	
D3  	25.35  	80                   	
D4  	20.35  	77.5                 	
D5  	18.89  	81.5                 	
D6  	20.29  	81.5                 	
D7  	22.58  	78                   	
D8  	20.54  	78.5                 	
D9  	29.47  	82.5                 	
D10 	25.87  	81                   	
D11 	25.06  	79.5                 	
D12 	21.46  	79                   	
E1  	18.77  	82                   	
E2  	25.32  	80                   	
E3  	24.63  	80                   	
E4  	20.18  	77.5                 	
E5  	18.62  	81.5                 	
E6  	19.84  	81.5                 	
E7  	22.43  	78                   	
E8  	19.94  	78.5                 	
E9  	29.24  	82.5                 	
E10 	25.62  	81                   	
E11 	24.66  	79.5                 	
E12 	20.75  	79                   	
F1  	19.69  	82                   	
F2  	25.71  	80                   	
F3  	26.62  	80                   	
F4  	20.7   	77.5                 	
F5  	18.98  	81.5                 	
F6  	20.53  	81.5                 	
F7  	22.85  	77.5                 	
F8  	20.88  	78.5                 	
F9  	29.56  	82.5                 	
F10 	26.67  	81                   	
F11 	25.51  	79.5                 	
F12 	21.61  	79                   	
G1  	19.91  	82                   	
G2  	26.71  	80                   	
G3  	20.8   	80                   	
G4  	20.32  	77                   	
G5  	19.79  	81.5                 	
G6  	20.43  	81.5                 	
G7  	22.89  	77.5                 	
G8  	21.34  	78.5                 	
G9  	25.93  	82.5                 	
G10 	24.37  	81                   	
G11 	25.11  	79.5                 	
G12 	21.67  	78.5                 	
H1  	No Cq  	55                   	
H2  	34.5   	77.5                 	
H3  	No Cq  	55                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	77                   	
H8  	No Cq  	78                   	
H9  	No Cq  	59                   	
H10 	No Cq  	95                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	58                   	
