Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	20.62  	82                   	
A2  	25.15  	80                   	
A3  	24.48  	80                   	
A4  	20.37  	77                   	
A5  	19.33  	81.5                 	
A6  	20.58  	81                   	
A7  	23.26  	77.5                 	
A8  	20.79  	78                   	
A9  	27.69  	82                   	
A10 	25.54  	80.5                 	
A11 	24.79  	79.5                 	
A12 	20.96  	78.5                 	
B1  	20.68  	82                   	
B2  	25.41  	80                   	
B3  	24.04  	79.5                 	
B4  	19.54  	77                   	
B5  	18.6   	81.5                 	
B6  	20.23  	81.5                 	
B7  	22.61  	77.5                 	
B8  	20.44  	78                   	
B9  	27.49  	82                   	
B10 	25.42  	80.5                 	
B11 	24.4   	79.5                 	
B12 	20.95  	78.5                 	
C1  	19.68  	82                   	
C2  	25.54  	80                   	
C3  	25.61  	80                   	
C4  	20.22  	77.5                 	
C5  	18.64  	81.5                 	
C6  	20.34  	81.5                 	
C7  	23.03  	77.5                 	
C8  	20.44  	78.5                 	
C9  	27.61  	82.5                 	
C10 	25.46  	81                   	
C11 	24.66  	79.5                 	
C12 	21.56  	78.5                 	
D1  	20.62  	82                   	
D2  	25.38  	80                   	
D3  	25.46  	80                   	
D4  	20.34  	77                   	
D5  	18.81  	81.5                 	
D6  	19.87  	81.5                 	
D7  	22.69  	77.5                 	
D8  	20.58  	78.5                 	
D9  	29.34  	82.5                 	
D10 	25.75  	81                   	
D11 	24.74  	79.5                 	
D12 	20.86  	78.5                 	
E1  	19.78  	82                   	
E2  	25.22  	80                   	
E3  	24.23  	80                   	
E4  	20.18  	77.5                 	
E5  	18.47  	81.5                 	
E6  	19.67  	81.5                 	
E7  	22.54  	77.5                 	
E8  	20.23  	78.5                 	
E9  	28.44  	82.5                 	
E10 	25.59  	81                   	
E11 	24.41  	79.5                 	
E12 	20.59  	78.5                 	
F1  	21.57  	82                   	
F2  	25.54  	80                   	
F3  	26.39  	80                   	
F4  	20.63  	77.5                 	
F5  	18.89  	81.5                 	
F6  	20.35  	81.5                 	
F7  	23.17  	77.5                 	
F8  	20.81  	78.5                 	
F9  	28.48  	82.5                 	
F10 	26.36  	81                   	
F11 	25.11  	79.5                 	
F12 	21.45  	78.5                 	
G1  	21.76  	82                   	
G2  	26.54  	79.5                 	
G3  	20.69  	80                   	
G4  	19.93  	77                   	
G5  	19.61  	81.5                 	
G6  	20.34  	81                   	
G7  	23.26  	77.5                 	
G8  	21.05  	78.5                 	
G9  	25.68  	82                   	
G10 	24.41  	80.5                 	
G11 	25.04  	79.5                 	
G12 	21.8   	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	78.5                 	
H3  	No Cq  	69                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	77.5                 	
H8  	38.49  	77.5                 	
H9  	No Cq  	57.5                 	
H10 	No Cq  	79.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
