Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.56  	82                   	
A2  	24.3   	80                   	
A3  	19.96  	80                   	
A4  	19.27  	77                   	
A5  	18.47  	81.5                 	
A6  	19.5   	81                   	
A7  	22.35  	77.5                 	
A8  	20.15  	78                   	
A9  	26.3   	82.5                 	
A10 	24     	81                   	
A11 	24.44  	79.5                 	
A12 	20.58  	79                   	
B1  	20.66  	82                   	
B2  	24.7   	80                   	
B3  	19.63  	80                   	
B4  	19.43  	77                   	
B5  	18.79  	81.5                 	
B6  	19.81  	81                   	
B7  	22.59  	77.5                 	
B8  	20.39  	78.5                 	
B9  	25.37  	82.5                 	
B10 	23.6   	81                   	
B11 	24.69  	79.5                 	
B12 	20.72  	79                   	
C1  	21.86  	82                   	
C2  	25.27  	80                   	
C3  	21.97  	80                   	
C4  	20.78  	77.5                 	
C5  	19.89  	81.5                 	
C6  	20.62  	81                   	
C7  	23.79  	77.5                 	
C8  	21.44  	78.5                 	
C9  	30.64  	82.5                 	
C10 	25.43  	80.5                 	
C11 	26.02  	79.5                 	
C12 	21.61  	78.5                 	
D1  	20.67  	82                   	
D2  	25.58  	80                   	
D3  	24.96  	80                   	
D4  	19.69  	77.5                 	
D5  	18.75  	81.5                 	
D6  	19.95  	81.5                 	
D7  	22.67  	77.5                 	
D8  	19.94  	78.5                 	
D9  	28.83  	82.5                 	
D10 	25.49  	81                   	
D11 	24.89  	79.5                 	
D12 	21     	78.5                 	
E1  	21.08  	82                   	
E2  	25.77  	80                   	
E3  	24.64  	80                   	
E4  	20.62  	77.5                 	
E5  	19.55  	81.5                 	
E6  	20.81  	81                   	
E7  	23.49  	77.5                 	
E8  	20.88  	78.5                 	
E9  	28.83  	82.5                 	
E10 	26.42  	81                   	
E11 	25.51  	79.5                 	
E12 	21.05  	79                   	
F1  	20.01  	82                   	
F2  	26.73  	80                   	
F3  	25.3   	80                   	
F4  	20.58  	77.5                 	
F5  	18.61  	81.5                 	
F6  	20.66  	81.5                 	
F7  	22.84  	77.5                 	
F8  	20.66  	78.5                 	
F9  	29.35  	82.5                 	
F10 	26.55  	81                   	
F11 	25.12  	79.5                 	
F12 	21.66  	79                   	
G1  	20.84  	82                   	
G2  	26.62  	80                   	
G3  	26     	80                   	
G4  	20.53  	77                   	
G5  	18.76  	81.5                 	
G6  	20.72  	81                   	
G7  	22.89  	77.5                 	
G8  	20.42  	78.5                 	
G9  	30.08  	82.5                 	
G10 	26.58  	81                   	
G11 	24.83  	79.5                 	
G12 	21.59  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80.5                 	
H3  	No Cq  	80.5                 	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77.5                 	
H8  	No Cq  	57.5                 	
H9  	No Cq  	57.5                 	
H10 	No Cq  	95                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
