Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	21.7   	82                   	
A2  	24.01  	80                   	
A3  	19.82  	80                   	
A4  	18.51  	77.5                 	
A5  	18.57  	81.5                 	
A6  	18.79  	81                   	
A7  	22.42  	77.5                 	
A8  	20.36  	78                   	
A9  	24.33  	82.5                 	
A10 	23     	80.5                 	
A11 	24.47  	79.5                 	
A12 	19.88  	79                   	
B1  	22.8   	82                   	
B2  	25.34  	80                   	
B3  	24.75  	80                   	
B4  	19.82  	77.5                 	
B5  	18.55  	81.5                 	
B6  	20.47  	81                   	
B7  	22.61  	77.5                 	
B8  	19.86  	78                   	
B9  	28.74  	82.5                 	
B10 	25.75  	80.5                 	
B11 	24.72  	79.5                 	
B12 	20.54  	79                   	
C1  	22.84  	82                   	
C2  	26.6   	79.5                 	
C3  	23.25  	80                   	
C4  	19.91  	77                   	
C5  	18.64  	81.5                 	
C6  	20.55  	81                   	
C7  	22.77  	77.5                 	
C8  	20.57  	78                   	
C9  	27.65  	82.5                 	
C10 	25.68  	80.5                 	
C11 	25.18  	79.5                 	
C12 	20.97  	78.5                 	
D1  	24.57  	82                   	
D2  	26.28  	79.5                 	
D3  	24.51  	80                   	
D4  	20.61  	77                   	
D5  	19.85  	81.5                 	
D6  	21.22  	81                   	
D7  	23.79  	77.5                 	
D8  	21.55  	78                   	
D9  	27.1   	82.5                 	
D10 	26.67  	80.5                 	
D11 	25.93  	79.5                 	
D12 	21.8   	78.5                 	
E1  	24.95  	82                   	
E2  	24.43  	80                   	
E3  	19.61  	80                   	
E4  	19.59  	77.5                 	
E5  	19.76  	81.5                 	
E6  	20.04  	81                   	
E7  	23.61  	77.5                 	
E8  	21.59  	78                   	
E9  	21.86  	82.5                 	
E10 	23.64  	81                   	
E11 	25.66  	79.5                 	
E12 	21.43  	79                   	
F1  	22.84  	82                   	
F2  	24.7   	80                   	
F3  	24.62  	80                   	
F4  	19.63  	77.5                 	
F5  	18.69  	81.5                 	
F6  	19.99  	81.5                 	
F7  	22.73  	78                   	
F8  	20.7   	78                   	
F9  	28.52  	82.5                 	
F10 	26.53  	80.5                 	
F11 	24.82  	79.5                 	
F12 	20.87  	79                   	
G1  	24     	82                   	
G2  	26.65  	80                   	
G3  	27.65  	80                   	
G4  	20.6   	77                   	
G5  	18.81  	81.5                 	
G6  	20.69  	81                   	
G7  	23.05  	77.5                 	
G8  	20.56  	78                   	
G9  	36     	81                   	
G10 	27     	80.5                 	
G11 	25.37  	79.5                 	
G12 	21.21  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	95                   	
H3  	No Cq  	80                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	55                   	
H7  	No Cq  	77.5                 	
H8  	No Cq  	77                   	
H9  	38.14  	59                   	
H10 	No Cq  	77.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
