Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.88  	82                   	
A2  	28.89  	80                   	
A3  	24.99  	80                   	
A4  	20.26  	77                   	
A5  	19.23  	81.5                 	
A6  	20.89  	81.5                 	
A7  	23.78  	77.5                 	
A8  	21.52  	78                   	
A9  	29.43  	82.5                 	
A10 	26.63  	81                   	
A11 	25.85  	79.5                 	
A12 	22.06  	78.5                 	
B1  	19.26  	82                   	
B2  	28.57  	80                   	
B3  	26.88  	80                   	
B4  	20.58  	77.5                 	
B5  	18.95  	81.5                 	
B6  	20.77  	81                   	
B7  	23.57  	77.5                 	
B8  	21.01  	78.5                 	
B9  	28.75  	82.5                 	
B10 	27.58  	81                   	
B11 	25.38  	79.5                 	
B12 	22     	78.5                 	
C1  	18.98  	82                   	
C2  	27.62  	80                   	
C3  	26.56  	80                   	
C4  	19.96  	77.5                 	
C5  	18.65  	81.5                 	
C6  	19.88  	81                   	
C7  	22.76  	77.5                 	
C8  	20.13  	78.5                 	
C9  	29.38  	82.5                 	
C10 	25.78  	81                   	
C11 	24.76  	79.5                 	
C12 	20.95  	78.5                 	
D1  	19.85  	82                   	
D2  	27.66  	80                   	
D3  	18.92  	80                   	
D4  	19.7   	77.5                 	
D5  	19.33  	81.5                 	
D6  	19.85  	81.5                 	
D7  	23.62  	78                   	
D8  	21.22  	78.5                 	
D9  	21.63  	82.5                 	
D10 	23.19  	81                   	
D11 	25.36  	79.5                 	
D12 	21.32  	78.5                 	
E1  	19.13  	82                   	
E2  	28.24  	80                   	
E3  	21.73  	80                   	
E4  	19.51  	77.5                 	
E5  	18.85  	81.5                 	
E6  	19.9   	81.5                 	
E7  	22.78  	78                   	
E8  	20.68  	78.5                 	
E9  	26.46  	82.5                 	
E10 	24.85  	81                   	
E11 	24.9   	79.5                 	
E12 	21.06  	79                   	
F1  	19.1   	82                   	
F2  	26.73  	80                   	
F3  	25.86  	80                   	
F4  	19.74  	77.5                 	
F5  	18.75  	81.5                 	
F6  	19.59  	81.5                 	
F7  	22.77  	77.5                 	
F8  	20.65  	78.5                 	
F9  	28.74  	82.5                 	
F10 	25.46  	80.5                 	
F11 	24.86  	79.5                 	
F12 	21.37  	79                   	
G1  	18.81  	82                   	
G2  	28.16  	80                   	
G3  	28.04  	80                   	
G4  	19.94  	77.5                 	
G5  	18.07  	81.5                 	
G6  	20.06  	81                   	
G7  	22.54  	77.5                 	
G8  	20.06  	78.5                 	
G9  	30.8   	82.5                 	
G10 	25.93  	81                   	
G11 	24.59  	79.5                 	
G12 	20.8   	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	55                   	
H3  	No Cq  	57.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77.5                 	
H8  	No Cq  	72                   	
H9  	38.39  	59                   	
H10 	No Cq  	81                   	
H11 	No Cq  	58.5                 	
H12 	No Cq  	55                   	
