Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	22.85  	82                   	
A2  	26.83  	79.5                 	
A3  	24.85  	80                   	
A4  	20.16  	77                   	
A5  	19.21  	81.5                 	
A6  	20.88  	81.5                 	
A7  	23.71  	77.5                 	
A8  	21.45  	78                   	
A9  	28.13  	82.5                 	
A10 	26.67  	80.5                 	
A11 	25.89  	79.5                 	
A12 	21.9   	78.5                 	
B1  	22.74  	82                   	
B2  	26.17  	80                   	
B3  	26.91  	80                   	
B4  	20.63  	77                   	
B5  	19.03  	81.5                 	
B6  	20.82  	81                   	
B7  	23.58  	77.5                 	
B8  	21.05  	78                   	
B9  	28.89  	82.5                 	
B10 	27.08  	80.5                 	
B11 	25.08  	79.5                 	
B12 	21.96  	78.5                 	
C1  	21     	82                   	
C2  	25.68  	80                   	
C3  	26.47  	80                   	
C4  	19.95  	77.5                 	
C5  	18.63  	81.5                 	
C6  	19.93  	81                   	
C7  	22.97  	78                   	
C8  	20.29  	78                   	
C9  	29.53  	82.5                 	
C10 	25.95  	80.5                 	
C11 	24.88  	79.5                 	
C12 	20.98  	79                   	
D1  	22.21  	82                   	
D2  	24.77  	80                   	
D3  	18.92  	80                   	
D4  	19.74  	77.5                 	
D5  	19.62  	81.5                 	
D6  	19.86  	81                   	
D7  	23.69  	78                   	
D8  	21.62  	78                   	
D9  	21.7   	82.5                 	
D10 	23.86  	81                   	
D11 	25.34  	79.5                 	
D12 	21.3   	79                   	
E1  	22.91  	82                   	
E2  	25.59  	80                   	
E3  	21.69  	80                   	
E4  	19.5   	77.5                 	
E5  	18.95  	81.5                 	
E6  	20.11  	81.5                 	
E7  	22.84  	78                   	
E8  	20.67  	78                   	
E9  	26.85  	82.5                 	
E10 	25.5   	80.5                 	
E11 	24.99  	79.5                 	
E12 	20.96  	79                   	
F1  	23.07  	82                   	
F2  	25.51  	80                   	
F3  	26.29  	80                   	
F4  	19.84  	77.5                 	
F5  	18.76  	81.5                 	
F6  	19.86  	81                   	
F7  	22.77  	77.5                 	
F8  	20.83  	78                   	
F9  	29.76  	82.5                 	
F10 	25.78  	80.5                 	
F11 	24.89  	79.5                 	
F12 	21.17  	79                   	
G1  	21.47  	81.5                 	
G2  	26.56  	80                   	
G3  	28.48  	80                   	
G4  	19.99  	77                   	
G5  	18.03  	81.5                 	
G6  	20.06  	81                   	
G7  	22.73  	77.5                 	
G8  	20.16  	78                   	
G9  	29.41  	82.5                 	
G10 	26.46  	80.5                 	
G11 	24.8   	79.5                 	
G12 	21.3   	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	80                   	
H3  	No Cq  	59.5                 	
H4  	35.7   	60.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	57                   	
H7  	No Cq  	77                   	
H8  	No Cq  	95                   	
H9  	39.27  	58                   	
H10 	No Cq  	66                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
