Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.89  	82                   	
A2  	28.59  	79.5                 	
A3  	27.01  	80                   	
A4  	21.41  	77                   	
A5  	19.79  	81.5                 	
A6  	21.49  	81                   	
A7  	23.6   	77.5                 	
A8  	21.61  	78.5                 	
A9  	29.41  	82.5                 	
A10 	26.7   	80.5                 	
A11 	25.77  	79.5                 	
A12 	22.63  	78.5                 	
B1  	18.77  	82                   	
B2  	26.87  	79.5                 	
B3  	27.07  	80                   	
B4  	20.4   	77                   	
B5  	18.57  	81.5                 	
B6  	20.3   	81.5                 	
B7  	22.5   	77.5                 	
B8  	20.04  	78                   	
B9  	30.81  	82                   	
B10 	26.54  	80.5                 	
B11 	24.56  	79.5                 	
B12 	21.63  	78.5                 	
C1  	18.83  	82                   	
C2  	25.54  	79.5                 	
C3  	19.9   	80                   	
C4  	18.76  	77                   	
C5  	18.6   	81.5                 	
C6  	18.86  	81.5                 	
C7  	22.4   	77.5                 	
C8  	20.62  	78.5                 	
C9  	22.01  	82.5                 	
C10 	22.56  	81                   	
C11 	24.68  	79.5                 	
C12 	20.69  	78.5                 	
D1  	18.73  	82                   	
D2  	25.39  	79.5                 	
D3  	20.55  	80                   	
D4  	18.75  	77                   	
D5  	18.66  	81.5                 	
D6  	18.79  	81                   	
D7  	22.35  	77.5                 	
D8  	20.31  	78.5                 	
D9  	24.69  	82.5                 	
D10 	22.83  	81                   	
D11 	24.58  	79.5                 	
D12 	20.59  	78.5                 	
E1  	19.57  	82                   	
E2  	27.78  	80                   	
E3  	28.26  	80                   	
E4  	21.17  	77.5                 	
E5  	19.4   	81.5                 	
E6  	20.64  	81                   	
E7  	22.61  	77.5                 	
E8  	20.71  	78.5                 	
E9  	30.35  	82.5                 	
E10 	26.33  	81                   	
E11 	24.97  	79.5                 	
E12 	22.41  	78.5                 	
F1  	18.37  	82                   	
F2  	26.67  	79.5                 	
F3  	25.74  	80                   	
F4  	19.79  	77.5                 	
F5  	17.89  	81.5                 	
F6  	20.3   	81                   	
F7  	22.29  	77.5                 	
F8  	20.05  	78.5                 	
F9  	29.68  	82.5                 	
F10 	25.49  	81                   	
F11 	24.31  	79.5                 	
F12 	21.48  	78.5                 	
G1  	18.97  	82                   	
G2  	27.76  	79.5                 	
G3  	26.71  	79.5                 	
G4  	20.49  	77                   	
G5  	18.82  	81.5                 	
G6  	20.53  	80.5                 	
G7  	22.63  	77.5                 	
G8  	20.44  	78.5                 	
G9  	31.34  	82                   	
G10 	25.66  	80.5                 	
G11 	24.84  	79.5                 	
G12 	21.85  	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79.5                 	
H3  	No Cq  	95                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	39.61  	78.5                 	
H9  	No Cq  	62                   	
H10 	No Cq  	81.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	58.5                 	
