Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.59  	82.5                 	
A2  	27.4   	80                   	
A3  	26.03  	80                   	
A4  	21.33  	77                   	
A5  	19.44  	81.5                 	
A6  	21.33  	81.5                 	
A7  	23.57  	77.5                 	
A8  	21.16  	78.5                 	
A9  	28.35  	82                   	
A10 	26.99  	81                   	
A11 	25.71  	79.5                 	
A12 	22.12  	79                   	
B1  	18.75  	82.5                 	
B2  	26.33  	80                   	
B3  	26.12  	80                   	
B4  	20.37  	77                   	
B5  	18.53  	81.5                 	
B6  	20.67  	81.5                 	
B7  	22.77  	77.5                 	
B8  	20.42  	78.5                 	
B9  	31.12  	82.5                 	
B10 	25.66  	81                   	
B11 	24.63  	79.5                 	
B12 	21.48  	79                   	
C1  	18.78  	82.5                 	
C2  	27.15  	80                   	
C3  	25.66  	80                   	
C4  	20.36  	77.5                 	
C5  	18.64  	81.5                 	
C6  	20.61  	81.5                 	
C7  	22.81  	77.5                 	
C8  	20.52  	78.5                 	
C9  	29.35  	82.5                 	
C10 	25.63  	81                   	
C11 	24.89  	79.5                 	
C12 	21.55  	79                   	
D1  	18.97  	82                   	
D2  	26.28  	80                   	
D3  	25.26  	80                   	
D4  	19.84  	77.5                 	
D5  	18.86  	81.5                 	
D6  	20.69  	81                   	
D7  	22.79  	77.5                 	
D8  	20.57  	78.5                 	
D9  	29.58  	82.5                 	
D10 	25.77  	81                   	
D11 	25.06  	79.5                 	
D12 	21.69  	78.5                 	
E1  	19.63  	82.5                 	
E2  	25.63  	80                   	
E3  	24.22  	80                   	
E4  	20.44  	77.5                 	
E5  	19.44  	81.5                 	
E6  	20.62  	81                   	
E7  	23.4   	77.5                 	
E8  	20.78  	78.5                 	
E9  	30.92  	82.5                 	
E10 	26.35  	81                   	
E11 	25.56  	79.5                 	
E12 	21.68  	79                   	
F1  	18.91  	82.5                 	
F2  	23.89  	80                   	
F3  	19.68  	80                   	
F4  	18.7   	77.5                 	
F5  	18.71  	81.5                 	
F6  	19.02  	81                   	
F7  	22.52  	78                   	
F8  	19.98  	78.5                 	
F9  	22.62  	82.5                 	
F10 	22.91  	81                   	
F11 	24.91  	80                   	
F12 	20.73  	79                   	
G1  	18.78  	82.5                 	
G2  	24.39  	80                   	
G3  	17.31  	80                   	
G4  	18.59  	77.5                 	
G5  	18.59  	81.5                 	
G6  	19.39  	81                   	
G7  	22.58  	77.5                 	
G8  	20.54  	78.5                 	
G9  	18.85  	82.5                 	
G10 	21.88  	81                   	
G11 	24.89  	79.5                 	
G12 	20.71  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	79.5                 	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	76.5                 	
H8  	No Cq  	79                   	
H9  	No Cq  	55                   	
H10 	No Cq  	80                   	
H11 	No Cq  	58                   	
H12 	No Cq  	55                   	
