Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.95  	82                   	
A2  	28.1   	80                   	
A3  	27.27  	80                   	
A4  	21.5   	77                   	
A5  	19.81  	81.5                 	
A6  	21.59  	81.5                 	
A7  	23.7   	77.5                 	
A8  	21.54  	78.5                 	
A9  	29.8   	82                   	
A10 	26.47  	81                   	
A11 	25.97  	79.5                 	
A12 	22.79  	78.5                 	
B1  	18.81  	82                   	
B2  	27.16  	80                   	
B3  	27.26  	80                   	
B4  	20.56  	77                   	
B5  	18.62  	81.5                 	
B6  	20.52  	81.5                 	
B7  	22.65  	77.5                 	
B8  	20.49  	78.5                 	
B9  	30.15  	82.5                 	
B10 	26.83  	81                   	
B11 	24.72  	79.5                 	
B12 	21.68  	78.5                 	
C1  	18.94  	82                   	
C2  	25.38  	80                   	
C3  	20.1   	80                   	
C4  	19.31  	77                   	
C5  	18.74  	81.5                 	
C6  	19.41  	81.5                 	
C7  	22.54  	77.5                 	
C8  	20.63  	78.5                 	
C9  	22.14  	82.5                 	
C10 	22.66  	81                   	
C11 	24.75  	79.5                 	
C12 	20.97  	78.5                 	
D1  	18.8   	82                   	
D2  	25.41  	80                   	
D3  	20.65  	80                   	
D4  	18.88  	77                   	
D5  	18.71  	81.5                 	
D6  	18.92  	81                   	
D7  	22.43  	77.5                 	
D8  	20.04  	78.5                 	
D9  	24.82  	82.5                 	
D10 	23.38  	81                   	
D11 	24.42  	79.5                 	
D12 	20.7   	78.5                 	
E1  	19.47  	82                   	
E2  	27.7   	80                   	
E3  	28.31  	80                   	
E4  	21.41  	77.5                 	
E5  	19.38  	81.5                 	
E6  	20.77  	81                   	
E7  	22.74  	77.5                 	
E8  	20.67  	78.5                 	
E9  	34.47  	81.5                 	
E10 	26.37  	81                   	
E11 	24.89  	79.5                 	
E12 	22.48  	78.5                 	
F1  	18.75  	82                   	
F2  	26.61  	80                   	
F3  	26.65  	80                   	
F4  	19.85  	77                   	
F5  	17.95  	81.5                 	
F6  	20.47  	81                   	
F7  	22.5   	77.5                 	
F8  	19.94  	78.5                 	
F9  	29.7   	82.5                 	
F10 	25.73  	81                   	
F11 	24.65  	79.5                 	
F12 	21.56  	78.5                 	
G1  	19.18  	82                   	
G2  	28.46  	79.5                 	
G3  	26.99  	79.5                 	
G4  	20.55  	77                   	
G5  	18.72  	81.5                 	
G6  	20.52  	81                   	
G7  	22.78  	77.5                 	
G8  	20.65  	78                   	
G9  	31.28  	82                   	
G10 	25.76  	80.5                 	
G11 	24.99  	79.5                 	
G12 	21.78  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	95                   	
H3  	No Cq  	60.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	57                   	
H7  	No Cq  	77                   	
H8  	38.68  	78.5                 	
H9  	No Cq  	59                   	
H10 	No Cq  	95                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	58.5                 	
