Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.95  	82                   	
A2  	24.73  	80                   	
A3  	18.26  	80                   	
A4  	18.59  	77.5                 	
A5  	18.63  	81.5                 	
A6  	19.74  	81.5                 	
A7  	22.42  	77.5                 	
A8  	20.5   	78.5                 	
A9  	21.97  	82.5                 	
A10 	22.47  	81                   	
A11 	24.55  	79.5                 	
A12 	20.87  	78.5                 	
B1  	18.98  	82                   	
B2  	25.54  	80                   	
B3  	18.13  	80                   	
B4  	18.73  	77.5                 	
B5  	18.69  	81.5                 	
B6  	19.63  	81.5                 	
B7  	22.69  	77.5                 	
B8  	20.71  	78.5                 	
B9  	20.83  	82.5                 	
B10 	22.45  	81                   	
B11 	24.56  	79.5                 	
B12 	20.83  	78.5                 	
C1  	18.91  	82                   	
C2  	24.81  	80                   	
C3  	23.79  	80                   	
C4  	19.44  	77.5                 	
C5  	18.53  	81.5                 	
C6  	18.89  	81                   	
C7  	22.39  	77.5                 	
C8  	20.25  	78.5                 	
C9  	27.39  	82.5                 	
C10 	24.68  	81                   	
C11 	24.6   	79.5                 	
C12 	20.79  	79                   	
D1  	19.57  	82                   	
D2  	25.65  	80                   	
D3  	19.98  	80                   	
D4  	19.72  	77.5                 	
D5  	18.86  	81.5                 	
D6  	19.72  	81.5                 	
D7  	22.8   	78                   	
D8  	20.72  	78.5                 	
D9  	26     	82.5                 	
D10 	23.67  	81                   	
D11 	24.88  	79.5                 	
D12 	21.01  	79                   	
E1  	19.81  	82                   	
E2  	25.47  	80                   	
E3  	22.77  	80                   	
E4  	19.66  	77.5                 	
E5  	19.41  	81.5                 	
E6  	19.65  	81                   	
E7  	22.72  	78                   	
E8  	20.67  	78.5                 	
E9  	27.9   	82.5                 	
E10 	25.37  	80.5                 	
E11 	24.92  	79.5                 	
E12 	21.02  	78.5                 	
F1  	18.97  	82                   	
F2  	24.9   	80                   	
F3  	19.92  	80                   	
F4  	18.9   	77.5                 	
F5  	18.74  	81.5                 	
F6  	19.72  	81.5                 	
F7  	22.53  	78                   	
F8  	20.58  	78.5                 	
F9  	24.54  	82.5                 	
F10 	23.54  	81                   	
F11 	24.54  	79.5                 	
F12 	21.13  	78.5                 	
G1  	19.8   	82                   	
G2  	24.87  	80                   	
G3  	19.85  	80                   	
G4  	18.99  	77.5                 	
G5  	18.95  	81.5                 	
G6  	19.1   	81                   	
G7  	22.79  	77.5                 	
G8  	20.75  	78.5                 	
G9  	22.93  	82.5                 	
G10 	22.93  	81                   	
G11 	24.88  	79.5                 	
G12 	20.95  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	64.5                 	
H3  	No Cq  	79.5                 	
H4  	39.44  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	77.5                 	
H8  	39.49  	77.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
