Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.95  	82                   	
A2  	24.9   	80                   	
A3  	18.67  	80                   	
A4  	18.73  	77                   	
A5  	18.78  	81.5                 	
A6  	19.8   	81.5                 	
A7  	22.62  	77.5                 	
A8  	20.61  	78                   	
A9  	22.04  	82.5                 	
A10 	22.6   	80.5                 	
A11 	24.67  	79.5                 	
A12 	20.94  	78.5                 	
B1  	18.94  	82                   	
B2  	25.5   	80                   	
B3  	18.28  	80                   	
B4  	18.86  	77                   	
B5  	18.75  	81.5                 	
B6  	19.72  	81.5                 	
B7  	22.69  	77.5                 	
B8  	20.71  	78                   	
B9  	20.89  	82.5                 	
B10 	22.65  	80.5                 	
B11 	24.8   	79.5                 	
B12 	20.86  	78.5                 	
C1  	18.83  	82                   	
C2  	24.62  	80                   	
C3  	24.16  	80                   	
C4  	19.53  	77                   	
C5  	18.67  	81.5                 	
C6  	19.37  	81                   	
C7  	22.51  	77.5                 	
C8  	20.42  	78.5                 	
C9  	27.19  	82.5                 	
C10 	24.67  	81                   	
C11 	24.53  	79.5                 	
C12 	20.88  	78.5                 	
D1  	19.1   	82                   	
D2  	25.32  	80                   	
D3  	20     	80                   	
D4  	19.79  	77.5                 	
D5  	18.94  	81.5                 	
D6  	19.78  	81.5                 	
D7  	22.77  	77.5                 	
D8  	20.67  	78.5                 	
D9  	26.43  	82.5                 	
D10 	23.67  	81                   	
D11 	24.75  	79.5                 	
D12 	21.12  	78.5                 	
E1  	19.67  	82                   	
E2  	25.58  	80                   	
E3  	22.8   	80                   	
E4  	19.61  	77                   	
E5  	19.4   	81.5                 	
E6  	19.71  	81.5                 	
E7  	22.72  	77.5                 	
E8  	20.59  	78.5                 	
E9  	27.63  	82.5                 	
E10 	25.38  	80.5                 	
E11 	25.03  	79.5                 	
E12 	21.04  	78.5                 	
F1  	18.89  	82                   	
F2  	24.71  	80                   	
F3  	19.99  	80                   	
F4  	18.87  	77.5                 	
F5  	18.76  	81.5                 	
F6  	19.71  	81.5                 	
F7  	22.66  	77.5                 	
F8  	20.47  	78.5                 	
F9  	24.57  	82.5                 	
F10 	23.83  	81                   	
F11 	24.86  	79.5                 	
F12 	21.11  	78.5                 	
G1  	19.47  	82                   	
G2  	24.97  	80                   	
G3  	19.94  	80                   	
G4  	19.05  	77                   	
G5  	19.03  	81.5                 	
G6  	19.18  	81                   	
G7  	22.8   	77.5                 	
G8  	20.73  	78                   	
G9  	23.13  	82.5                 	
G10 	23.14  	80.5                 	
G11 	24.8   	79.5                 	
G12 	21.05  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	95                   	
H3  	No Cq  	65                   	
H4  	39.2   	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	58                   	
H7  	No Cq  	77                   	
H8  	No Cq  	77.5                 	
H9  	No Cq  	95                   	
H10 	No Cq  	81                   	
H11 	No Cq  	58                   	
H12 	No Cq  	55                   	
