Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	17.76  	82                   	
A2  	25.83  	80                   	
A3  	23.51  	80                   	
A4  	19.33  	77.5                 	
A5  	17.51  	81.5                 	
A6  	19.93  	81                   	
A7  	21.82  	77.5                 	
A8  	27.54  	82.5                 	
A9  	19.66  	78                   	
A10 	24.43  	81                   	
A11 	23.87  	79.5                 	
A12 	20.08  	79                   	
B1  	19.2   	82                   	
B2  	26.99  	80                   	
B3  	25.66  	80                   	
B4  	20.71  	77.5                 	
B5  	18.9   	81.5                 	
B6  	20.9   	81                   	
B7  	23.39  	77.5                 	
B8  	29.62  	82.5                 	
B9  	20.87  	78                   	
B10 	27.07  	81                   	
B11 	25.13  	79.5                 	
B12 	21.63  	78.5                 	
C1  	18.89  	82                   	
C2  	26.24  	80                   	
C3  	25.71  	80                   	
C4  	20.16  	77.5                 	
C5  	18.6   	81.5                 	
C6  	19.91  	81.5                 	
C7  	22.69  	77.5                 	
C8  	31.48  	82.5                 	
C9  	20.49  	78.5                 	
C10 	25.52  	81                   	
C11 	24.9   	79.5                 	
C12 	20.79  	78.5                 	
D1  	18.89  	82                   	
D2  	25.5   	80                   	
D3  	23.9   	80                   	
D4  	19.84  	77.5                 	
D5  	18.68  	81.5                 	
D6  	19.9   	81                   	
D7  	22.55  	78                   	
D8  	26.92  	82.5                 	
D9  	20.65  	78.5                 	
D10 	24.93  	81                   	
D11 	24.81  	79.5                 	
D12 	20.71  	79                   	
E1  	19.54  	82                   	
E2  	27.38  	80                   	
E3  	27.63  	80                   	
E4  	20.57  	77.5                 	
E5  	18.84  	81.5                 	
E6  	20.68  	81.5                 	
E7  	23.28  	78                   	
E8  	31.56  	82.5                 	
E9  	20.75  	78.5                 	
E10 	25.82  	81                   	
E11 	25.47  	79.5                 	
E12 	21.73  	79                   	
F1  	19.68  	82                   	
F2  	25.89  	80                   	
F3  	25.67  	80                   	
F4  	19.78  	77.5                 	
F5  	18.89  	81.5                 	
F6  	19.74  	81.5                 	
F7  	22.81  	78                   	
F8  	28.51  	82.5                 	
F9  	20.7   	78.5                 	
F10 	26.45  	81                   	
F11 	24.92  	79.5                 	
F12 	21.03  	79                   	
G1  	20.25  	82                   	
G2  	27.84  	80                   	
G3  	28.86  	80                   	
G4  	21.37  	77.5                 	
G5  	19.74  	81.5                 	
G6  	21.61  	81.5                 	
G7  	23.88  	77.5                 	
G8  	33.67  	83                   	
G9  	21.01  	78.5                 	
G10 	27.43  	81                   	
G11 	26.69  	79.5                 	
G12 	21.76  	79                   	
H1  	No Cq  	57.5                 	
H2  	38.66  	61.5                 	
H3  	No Cq  	61                   	
H4  	38.82  	77                   	
H5  	37.92  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	55                   	
H8  	No Cq  	55                   	
H9  	No Cq  	63                   	
H10 	No Cq  	81                   	
H11 	No Cq  	58.5                 	
H12 	No Cq  	58                   	
