Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.03  	82                   	
A2  	25.82  	80                   	
A3  	23.72  	80                   	
A4  	19.61  	77                   	
A5  	17.82  	81.5                 	
A6  	20.19  	81                   	
A7  	22.05  	77.5                 	
A8  	19.91  	78.5                 	
A9  	27.69  	82.5                 	
A10 	24.77  	81                   	
A11 	24.23  	79.5                 	
A12 	20.5   	78.5                 	
B1  	19.87  	82                   	
B2  	26.64  	80                   	
B3  	25.85  	80                   	
B4  	20.61  	77                   	
B5  	18.99  	81.5                 	
B6  	21.26  	81                   	
B7  	23.62  	77.5                 	
B8  	21.06  	78.5                 	
B9  	29.49  	82.5                 	
B10 	26.58  	81                   	
B11 	25.41  	79.5                 	
B12 	21.84  	78.5                 	
C1  	19.28  	82                   	
C2  	25.66  	80                   	
C3  	25.8   	80                   	
C4  	19.93  	77.5                 	
C5  	18.8   	81.5                 	
C6  	20.16  	81.5                 	
C7  	22.94  	78                   	
C8  	20.26  	78.5                 	
C9  	31.54  	82.5                 	
C10 	25.78  	81                   	
C11 	24.92  	79.5                 	
C12 	20.89  	78.5                 	
D1  	19.22  	82                   	
D2  	25.88  	79.5                 	
D3  	24.45  	80                   	
D4  	19.92  	77.5                 	
D5  	18.82  	81.5                 	
D6  	20.17  	81.5                 	
D7  	22.74  	78                   	
D8  	20.71  	78.5                 	
D9  	27.63  	82.5                 	
D10 	25.05  	81                   	
D11 	25.05  	79.5                 	
D12 	20.9   	79                   	
E1  	19.73  	82                   	
E2  	27.55  	80                   	
E3  	27.76  	80                   	
E4  	20.79  	77.5                 	
E5  	18.94  	81.5                 	
E6  	20.89  	81.5                 	
E7  	23.52  	78                   	
E8  	20.78  	78.5                 	
E9  	31.26  	82.5                 	
E10 	26.37  	81                   	
E11 	25.76  	79.5                 	
E12 	21.87  	78.5                 	
F1  	19.67  	82                   	
F2  	25.48  	80                   	
F3  	25.86  	80                   	
F4  	20.05  	77.5                 	
F5  	19     	81.5                 	
F6  	19.92  	81                   	
F7  	22.94  	78                   	
F8  	21.01  	78.5                 	
F9  	28.16  	82.5                 	
F10 	26.03  	81                   	
F11 	25.12  	79.5                 	
F12 	21.31  	79                   	
G1  	20.74  	82                   	
G2  	27.41  	80                   	
G3  	28.97  	80                   	
G4  	21.63  	77                   	
G5  	19.88  	81.5                 	
G6  	21.78  	81.5                 	
G7  	24.05  	77.5                 	
G8  	21.4   	78.5                 	
G9  	32.99  	80.5                 	
G10 	26.83  	81                   	
G11 	26.24  	79.5                 	
G12 	21.89  	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79.5                 	
H3  	No Cq  	57.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77.5                 	
H8  	No Cq  	78                   	
H9  	No Cq  	55                   	
H10 	No Cq  	80                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57                   	
