Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.48  	82.5                 	
A2  	27.28  	80                   	
A3  	26.11  	80                   	
A4  	20.41  	77.5                 	
A5  	18.62  	81.5                 	
A6  	20.62  	81.5                 	
A7  	23.11  	77.5                 	
A8  	20.37  	78.5                 	
A9  	30.16  	82.5                 	
A10 	26.33  	81                   	
A11 	25.41  	79.5                 	
A12 	21.48  	79                   	
B1  	19.52  	82.5                 	
B2  	27.53  	80                   	
B3  	28.3   	80                   	
B4  	20.58  	77.5                 	
B5  	18.84  	81.5                 	
B6  	20.6   	81.5                 	
B7  	23.3   	77.5                 	
B8  	20.43  	78.5                 	
B9  	30.25  	82.5                 	
B10 	27.19  	81                   	
B11 	25.39  	79.5                 	
B12 	21.47  	79                   	
C1  	18.54  	82.5                 	
C2  	25.57  	80                   	
C3  	25.82  	80                   	
C4  	19.77  	77.5                 	
C5  	17.87  	81.5                 	
C6  	19.76  	81                   	
C7  	22.5   	77.5                 	
C8  	19.84  	78.5                 	
C9  	29.58  	82.5                 	
C10 	25.51  	81                   	
C11 	24.62  	79.5                 	
C12 	20.63  	79                   	
D1  	18.85  	82.5                 	
D2  	25.77  	80                   	
D3  	25.83  	80                   	
D4  	20.39  	77.5                 	
D5  	18.58  	81.5                 	
D6  	20.52  	81.5                 	
D7  	22.71  	78                   	
D8  	20.49  	78.5                 	
D9  	28.77  	82.5                 	
D10 	25.74  	81                   	
D11 	24.95  	79.5                 	
D12 	20.89  	79                   	
E1  	19.74  	82.5                 	
E2  	27.7   	80                   	
E3  	25.79  	80                   	
E4  	20.58  	77.5                 	
E5  	19.4   	81.5                 	
E6  	21.39  	81.5                 	
E7  	23.26  	78                   	
E8  	20.81  	78.5                 	
E9  	31.61  	82.5                 	
E10 	26.44  	81                   	
E11 	25.6   	80                   	
E12 	21.85  	79                   	
F1  	19     	82.5                 	
F2  	26.57  	80                   	
F3  	26.36  	80                   	
F4  	19.83  	77.5                 	
F5  	18.67  	81.5                 	
F6  	20.7   	81                   	
F7  	22.57  	78                   	
F8  	20.17  	78.5                 	
F9  	28.13  	82.5                 	
F10 	25.79  	81                   	
F11 	24.93  	80                   	
F12 	21.17  	79                   	
G1  	18.99  	82.5                 	
G2  	26.49  	80                   	
G3  	24.03  	80                   	
G4  	19.78  	77.5                 	
G5  	18.7   	81.5                 	
G6  	20.71  	81                   	
G7  	22.73  	78                   	
G8  	20.1   	78.5                 	
G9  	27.47  	82.5                 	
G10 	25.84  	81                   	
G11 	24.95  	80                   	
G12 	21.11  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	55                   	
H3  	No Cq  	81                   	
H4  	No Cq  	78                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	58                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	57.5                 	
H10 	No Cq  	80                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
