Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.7   	82                   	
A2  	25.66  	80                   	
A3  	23.56  	80                   	
A4  	19.7   	77                   	
A5  	18.01  	81.5                 	
A6  	20.12  	81.5                 	
A7  	22.55  	77.5                 	
A8  	20.02  	78.5                 	
A9  	28.92  	82.5                 	
A10 	25.25  	81                   	
A11 	24.85  	79.5                 	
A12 	20.78  	78.5                 	
B1  	18.89  	82                   	
B2  	24.8   	80                   	
B3  	24.39  	80                   	
B4  	19.55  	77                   	
B5  	18.48  	81.5                 	
B6  	19.98  	81.5                 	
B7  	22.45  	77.5                 	
B8  	19.99  	78.5                 	
B9  	28.34  	82.5                 	
B10 	24.81  	81                   	
B11 	24.73  	79.5                 	
B12 	20.9   	78.5                 	
C1  	18.63  	82                   	
C2  	24.47  	80                   	
C3  	26.28  	80                   	
C4  	19.51  	77.5                 	
C5  	17.9   	81.5                 	
C6  	19.63  	81.5                 	
C7  	22.29  	78                   	
C8  	19.75  	78.5                 	
C9  	29.42  	82.5                 	
C10 	25.51  	81                   	
C11 	24.2   	79.5                 	
C12 	20.64  	79                   	
D1  	18.94  	82                   	
D2  	24     	80                   	
D3  	22.92  	80                   	
D4  	18.98  	77.5                 	
D5  	18.71  	81.5                 	
D6  	19.42  	81                   	
D7  	22.54  	78                   	
D8  	19.96  	78.5                 	
D9  	28.96  	82.5                 	
D10 	24.64  	81                   	
D11 	24.82  	79.5                 	
D12 	20.11  	79                   	
E1  	No Cq  	57.5                 	
E2  	No Cq  	80                   	
E3  	No Cq  	79.5                 	
E4  	No Cq  	77                   	
E5  	No Cq  	57.5                 	
E6  	No Cq  	57.5                 	
E7  	No Cq  	78                   	
E8  	No Cq  	78.5                 	
E9  	No Cq  	57.5                 	
E10 	31.75  	80                   	
E11 	No Cq  	57.5                 	
E12 	No Cq  	57.5                 	
F1  	19.79  	82                   	
F2  	26.62  	80                   	
F3  	28.74  	80                   	
F4  	20.84  	77.5                 	
F5  	19.39  	81.5                 	
F6  	20.81  	81                   	
F7  	23.62  	77.5                 	
F8  	20.93  	78.5                 	
F9  	30.65  	82.5                 	
F10 	27.02  	81                   	
F11 	26.05  	79.5                 	
F12 	21.66  	79                   	
G1  	19.88  	82                   	
G2  	26.41  	80                   	
G3  	26.76  	80                   	
G4  	20.95  	77                   	
G5  	19.54  	81.5                 	
G6  	21.59  	81.5                 	
G7  	23.85  	77.5                 	
G8  	21.11  	78.5                 	
G9  	31.06  	82.5                 	
G10 	26.47  	81                   	
G11 	26.47  	79.5                 	
G12 	21.8   	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	67.5                 	
H3  	No Cq  	63.5                 	
H4  	36.16  	58.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	57.5                 	
H8  	39.18  	69                   	
H9  	No Cq  	58.5                 	
H10 	No Cq  	67                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
