Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.7   	82.5                 	
A2  	23.7   	80                   	
A3  	16.66  	80                   	
A4  	17.71  	77.5                 	
A5  	18.47  	81.5                 	
A6  	18.5   	81.5                 	
A7  	21.8   	77.5                 	
A8  	20.26  	78.5                 	
A9  	18.69  	82.5                 	
A10 	21.71  	81                   	
A11 	24.42  	79.5                 	
A12 	19.46  	79                   	
B1  	18.84  	82.5                 	
B2  	24.32  	80                   	
B3  	15.9   	80                   	
B4  	18.48  	77.5                 	
B5  	18.52  	81.5                 	
B6  	18.88  	81.5                 	
B7  	21.76  	77.5                 	
B8  	20.34  	78.5                 	
B9  	18.86  	82.5                 	
B10 	21.57  	81                   	
B11 	24.59  	79.5                 	
B12 	19.82  	79                   	
C1  	19.67  	82.5                 	
C2  	25.73  	80                   	
C3  	27.05  	80                   	
C4  	20.5   	77.5                 	
C5  	19.49  	81.5                 	
C6  	19.96  	81                   	
C7  	23.32  	78                   	
C8  	20.63  	78.5                 	
C9  	No Cq  	57                   	
C10 	26.3   	81                   	
C11 	25.57  	79.5                 	
C12 	21.15  	79                   	
D1  	19.74  	82.5                 	
D2  	25.31  	80                   	
D3  	26.61  	80                   	
D4  	20.35  	77.5                 	
D5  	19.63  	81.5                 	
D6  	20.52  	81                   	
D7  	23.21  	78                   	
D8  	20.69  	78.5                 	
D9  	29.57  	82.5                 	
D10 	26.43  	81                   	
D11 	25.53  	79.5                 	
D12 	21.5   	79                   	
E1  	20.76  	82.5                 	
E2  	26.77  	80                   	
E3  	25.69  	80                   	
E4  	21.62  	77.5                 	
E5  	20.66  	81.5                 	
E6  	21.73  	81.5                 	
E7  	24.4   	78                   	
E8  	21.69  	78.5                 	
E9  	29.54  	82.5                 	
E10 	26.39  	81                   	
E11 	26.69  	80                   	
E12 	22.51  	79                   	
F1  	20.08  	82.5                 	
F2  	27.48  	80                   	
F3  	27.01  	80                   	
F4  	21.51  	77.5                 	
F5  	19.7   	81.5                 	
F6  	21.67  	81.5                 	
F7  	23.86  	78                   	
F8  	21.52  	78.5                 	
F9  	29.95  	82.5                 	
F10 	26.85  	81                   	
F11 	26.01  	80                   	
F12 	21.93  	79                   	
G1  	19.21  	82.5                 	
G2  	23.61  	80                   	
G3  	19.7   	80                   	
G4  	18.94  	77.5                 	
G5  	18.77  	81.5                 	
G6  	19.74  	81.5                 	
G7  	22.77  	78                   	
G8  	20.66  	78.5                 	
G9  	23.97  	82.5                 	
G10 	23.59  	81                   	
G11 	24.98  	80                   	
G12 	20.35  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80.5                 	
H3  	No Cq  	79                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	58                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	57.5                 	
H8  	No Cq  	55                   	
H9  	No Cq  	58                   	
H10 	No Cq  	95                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
