Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.65  	82.5                 	
A2  	23.58  	80                   	
A3  	16.63  	80                   	
A4  	17.78  	77.5                 	
A5  	18.45  	81.5                 	
A6  	18.6   	81.5                 	
A7  	22.17  	77.5                 	
A8  	20.42  	78.5                 	
A9  	18.75  	82.5                 	
A10 	21.74  	81                   	
A11 	24.63  	79.5                 	
A12 	19.63  	79                   	
B1  	18.9   	82.5                 	
B2  	24.42  	80                   	
B3  	16.11  	80                   	
B4  	18.38  	77.5                 	
B5  	18.61  	81.5                 	
B6  	18.98  	81.5                 	
B7  	22.45  	77.5                 	
B8  	20.67  	78.5                 	
B9  	19.02  	82.5                 	
B10 	21.77  	81                   	
B11 	24.86  	79.5                 	
B12 	19.87  	79                   	
C1  	19.77  	82.5                 	
C2  	25.88  	80                   	
C3  	27.16  	80                   	
C4  	20.52  	77.5                 	
C5  	19.37  	81.5                 	
C6  	20.58  	81                   	
C7  	23.55  	77.5                 	
C8  	20.86  	78.5                 	
C9  	31.04  	82.5                 	
C10 	26.6   	81                   	
C11 	25.95  	79.5                 	
C12 	21.54  	79                   	
D1  	19.77  	82.5                 	
D2  	25.48  	80                   	
D3  	26.62  	80                   	
D4  	20.48  	77.5                 	
D5  	19.52  	81.5                 	
D6  	20.65  	81                   	
D7  	23.44  	78                   	
D8  	20.81  	78.5                 	
D9  	28.89  	82.5                 	
D10 	26.45  	81                   	
D11 	25.91  	79.5                 	
D12 	21.61  	79                   	
E1  	20.85  	82.5                 	
E2  	27.39  	80                   	
E3  	25.73  	80                   	
E4  	21.75  	77.5                 	
E5  	20.46  	81.5                 	
E6  	21.84  	81.5                 	
E7  	24.54  	78                   	
E8  	21.89  	78.5                 	
E9  	29.89  	82.5                 	
E10 	26.54  	81                   	
E11 	27.77  	79.5                 	
E12 	22.63  	79                   	
F1  	20.08  	82.5                 	
F2  	26.98  	80                   	
F3  	27.06  	80                   	
F4  	21.6   	77.5                 	
F5  	19.75  	81.5                 	
F6  	21.72  	81.5                 	
F7  	23.94  	78                   	
F8  	21.69  	78.5                 	
F9  	30.49  	82.5                 	
F10 	27.49  	81                   	
F11 	27.1   	80                   	
F12 	22.12  	79                   	
G1  	19.28  	82.5                 	
G2  	23.79  	80                   	
G3  	19.79  	80                   	
G4  	19.01  	77.5                 	
G5  	18.86  	81.5                 	
G6  	19.77  	81.5                 	
G7  	22.85  	78                   	
G8  	20.75  	78.5                 	
G9  	24     	82.5                 	
G10 	23.56  	81                   	
G11 	25.9   	80                   	
G12 	20.72  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	95                   	
H3  	No Cq  	79                   	
H4  	39.06  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	55                   	
H7  	No Cq  	79                   	
H8  	No Cq  	78                   	
H9  	No Cq  	55                   	
H10 	No Cq  	81.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
