Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	21     	82                   	
A2  	29.13  	80                   	
A3  	27.74  	80                   	
A4  	22.71  	77                   	
A5  	20.88  	81.5                 	
A6  	22.71  	81                   	
A7  	25.49  	77.5                 	
A8  	22.49  	78.5                 	
A9  	31.87  	81                   	
A10 	27.67  	81                   	
A11 	26.88  	79.5                 	
A12 	23.93  	78.5                 	
B1  	18.78  	82                   	
B2  	27.76  	80                   	
B3  	24.92  	80                   	
B4  	20.44  	77.5                 	
B5  	18.64  	81.5                 	
B6  	20.32  	81.5                 	
B7  	22.51  	77.5                 	
B8  	20.52  	78.5                 	
B9  	28.46  	82.5                 	
B10 	26.1   	81                   	
B11 	24.65  	79.5                 	
B12 	21.66  	78.5                 	
C1  	18.63  	82                   	
C2  	26.44  	80                   	
C3  	24.32  	80                   	
C4  	19.47  	77.5                 	
C5  	18.47  	81.5                 	
C6  	19.75  	81.5                 	
C7  	22.32  	77.5                 	
C8  	19.9   	78.5                 	
C9  	27.8   	82.5                 	
C10 	25.57  	81                   	
C11 	24.44  	79.5                 	
C12 	21.37  	78.5                 	
D1  	18.74  	82                   	
D2  	26.69  	80                   	
D3  	24.58  	80                   	
D4  	19.65  	77.5                 	
D5  	18.49  	81.5                 	
D6  	19.78  	81                   	
D7  	22.45  	77.5                 	
D8  	19.94  	78.5                 	
D9  	29.27  	82.5                 	
D10 	25.52  	81                   	
D11 	24.58  	79.5                 	
D12 	20.94  	79                   	
E1  	18.65  	82                   	
E2  	27.12  	80                   	
E3  	25.77  	80                   	
E4  	20.36  	77.5                 	
E5  	18.48  	81.5                 	
E6  	20.46  	81.5                 	
E7  	22.37  	77.5                 	
E8  	19.84  	78.5                 	
E9  	28.75  	82.5                 	
E10 	25.21  	81                   	
E11 	24.68  	79.5                 	
E12 	21.6   	79                   	
F1  	18.11  	82                   	
F2  	26.73  	80                   	
F3  	24.59  	80                   	
F4  	19.69  	77.5                 	
F5  	17.75  	81.5                 	
F6  	19.73  	81                   	
F7  	22.23  	77.5                 	
F8  	19.81  	78.5                 	
F9  	27.85  	82.5                 	
F10 	25.7   	81                   	
F11 	24.2   	79.5                 	
F12 	20.88  	79                   	
G1  	18.89  	82                   	
G2  	27.31  	80                   	
G3  	26.18  	80                   	
G4  	20.34  	77                   	
G5  	18.65  	81.5                 	
G6  	20.51  	81.5                 	
G7  	22.58  	77.5                 	
G8  	20.4   	78.5                 	
G9  	30.21  	82.5                 	
G10 	26.49  	81                   	
G11 	24.74  	79.5                 	
G12 	21.68  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	58                   	
H3  	No Cq  	66                   	
H4  	No Cq  	76.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	57                   	
H7  	No Cq  	55                   	
H8  	38.48  	78.5                 	
H9  	39.72  	55                   	
H10 	No Cq  	82                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
