Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	17.95  	82.5                 	
A2  	25.37  	80                   	
A3  	23.52  	80                   	
A4  	19.52  	77.5                 	
A5  	17.76  	81.5                 	
A6  	19.57  	81                   	
A7  	21.74  	77.5                 	
A8  	19.65  	78.5                 	
A9  	26.24  	82.5                 	
A10 	24.74  	81                   	
A11 	23.71  	79.5                 	
A12 	19.9   	79                   	
B1  	19.09  	82.5                 	
B2  	26.73  	80                   	
B3  	25.6   	80                   	
B4  	20.37  	77.5                 	
B5  	18.8   	81.5                 	
B6  	20.56  	81                   	
B7  	22.74  	77.5                 	
B8  	20.45  	78.5                 	
B9  	29.63  	82.5                 	
B10 	26.46  	81                   	
B11 	24.8   	79.5                 	
B12 	20.92  	79                   	
C1  	19.58  	82                   	
C2  	25.84  	80                   	
C3  	26.68  	80                   	
C4  	20.62  	77.5                 	
C5  	18.86  	81.5                 	
C6  	20.52  	81.5                 	
C7  	22.9   	77.5                 	
C8  	20.6   	78.5                 	
C9  	31.75  	82.5                 	
C10 	27.04  	81                   	
C11 	24.98  	79.5                 	
C12 	21.64  	79                   	
D1  	19.11  	82                   	
D2  	27.73  	80                   	
D3  	27.7   	80                   	
D4  	20.84  	77.5                 	
D5  	18.85  	81.5                 	
D6  	20.81  	81                   	
D7  	22.96  	78                   	
D8  	20.72  	78.5                 	
D9  	32.72  	82.5                 	
D10 	27.01  	81                   	
D11 	25.58  	79.5                 	
D12 	21.97  	79                   	
E1  	18.91  	82                   	
E2  	27.58  	80                   	
E3  	26.31  	80                   	
E4  	20.52  	77.5                 	
E5  	18.61  	81.5                 	
E6  	19.88  	81                   	
E7  	22.68  	78                   	
E8  	20.49  	78.5                 	
E9  	30.66  	82.5                 	
E10 	25.61  	81                   	
E11 	24.9   	79.5                 	
E12 	21.64  	79                   	
F1  	19.18  	82                   	
F2  	26.82  	80                   	
F3  	22.11  	80                   	
F4  	19.62  	77.5                 	
F5  	18.91  	81.5                 	
F6  	20.18  	81                   	
F7  	22.92  	78                   	
F8  	20.66  	78.5                 	
F9  	26.98  	82.5                 	
F10 	25.56  	81                   	
F11 	25.12  	80                   	
F12 	21.76  	79                   	
G1  	19.15  	82.5                 	
G2  	26.44  	80                   	
G3  	22.79  	80                   	
G4  	19.7   	77.5                 	
G5  	18.88  	81.5                 	
G6  	20.15  	81                   	
G7  	22.73  	78                   	
G8  	20.63  	78.5                 	
G9  	26.89  	82.5                 	
G10 	25.52  	81                   	
G11 	24.86  	79.5                 	
G12 	21.29  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	81                   	
H3  	No Cq  	80.5                 	
H4  	No Cq  	77.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	78                   	
H8  	No Cq  	79                   	
H9  	No Cq  	57                   	
H10 	No Cq  	78                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
