Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.78  	82                   	
A2  	24.43  	80                   	
A3  	18.88  	80                   	
A4  	18.71  	77                   	
A5  	18.58  	81.5                 	
A6  	19.79  	81                   	
A7  	22.41  	77.5                 	
A8  	20.7   	78.5                 	
A9  	23.81  	82.5                 	
A10 	22.65  	81                   	
A11 	24.12  	79.5                 	
A12 	19.95  	78.5                 	
B1  	18.83  	82                   	
B2  	24.65  	80                   	
B3  	18.91  	80                   	
B4  	18.64  	77                   	
B5  	18.5   	81.5                 	
B6  	19.2   	81                   	
B7  	22.53  	77.5                 	
B8  	20.55  	78.5                 	
B9  	20.9   	82.5                 	
B10 	22.56  	81                   	
B11 	24.63  	79.5                 	
B12 	19.92  	78.5                 	
C1  	18.74  	82                   	
C2  	25.57  	80                   	
C3  	24.53  	80                   	
C4  	20.28  	77.5                 	
C5  	18.49  	81.5                 	
C6  	20.52  	81                   	
C7  	22.63  	78                   	
C8  	20.08  	78.5                 	
C9  	28.25  	82.5                 	
C10 	25.3   	81                   	
C11 	24.74  	79.5                 	
C12 	20.81  	78.5                 	
D1  	18.8   	82                   	
D2  	25.74  	80                   	
D3  	25.84  	80                   	
D4  	19.95  	77.5                 	
D5  	18.63  	81.5                 	
D6  	20.31  	81                   	
D7  	22.57  	78                   	
D8  	20.03  	78.5                 	
D9  	29.66  	82.5                 	
D10 	24.83  	81                   	
D11 	24.77  	79.5                 	
D12 	20.66  	79                   	
E1  	18.64  	82                   	
E2  	26.39  	80                   	
E3  	27.42  	80                   	
E4  	20.42  	77.5                 	
E5  	18.38  	81.5                 	
E6  	20.21  	81.5                 	
E7  	22.56  	77.5                 	
E8  	20.41  	78.5                 	
E9  	29.69  	82.5                 	
E10 	25.7   	81                   	
E11 	24.8   	79.5                 	
E12 	20.68  	79                   	
F1  	18.85  	82                   	
F2  	26.47  	80                   	
F3  	25.98  	80                   	
F4  	20.51  	77.5                 	
F5  	18.46  	81.5                 	
F6  	19.9   	81.5                 	
F7  	22.58  	77.5                 	
F8  	20.03  	78.5                 	
F9  	28.68  	82.5                 	
F10 	25.31  	81                   	
F11 	24.83  	79.5                 	
F12 	20.78  	79                   	
G1  	18.86  	82                   	
G2  	25.5   	80                   	
G3  	25.95  	80                   	
G4  	19.85  	77.5                 	
G5  	18.57  	81.5                 	
G6  	19.94  	81.5                 	
G7  	22.43  	77.5                 	
G8  	19.89  	78.5                 	
G9  	28.77  	82.5                 	
G10 	24.9   	81                   	
G11 	24.87  	79.5                 	
G12 	20.63  	79                   	
H1  	38.96  	57.5                 	
H2  	No Cq  	80                   	
H3  	No Cq  	55                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77.5                 	
H8  	38.18  	84                   	
H9  	No Cq  	61                   	
H10 	No Cq  	81.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
