Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.66  	82                   	
A2  	24.22  	80                   	
A3  	18.72  	80                   	
A4  	18.57  	77.5                 	
A5  	18.01  	81.5                 	
A6  	19.59  	81                   	
A7  	22.32  	77.5                 	
A8  	20.47  	78.5                 	
A9  	23.59  	82.5                 	
A10 	22.49  	81                   	
A11 	24.1   	79.5                 	
A12 	19.92  	78.5                 	
B1  	18.76  	82                   	
B2  	24.55  	80                   	
B3  	18.61  	80                   	
B4  	18.62  	77.5                 	
B5  	18.55  	81.5                 	
B6  	19.03  	81                   	
B7  	22.44  	77.5                 	
B8  	20.37  	78.5                 	
B9  	20.79  	82.5                 	
B10 	22.49  	81                   	
B11 	24.14  	79.5                 	
B12 	19.87  	78.5                 	
C1  	18.72  	82                   	
C2  	25.35  	80                   	
C3  	24.3   	80                   	
C4  	19.74  	77.5                 	
C5  	18.63  	81.5                 	
C6  	20.44  	81                   	
C7  	22.66  	77.5                 	
C8  	20.49  	78.5                 	
C9  	28     	82.5                 	
C10 	24.95  	81                   	
C11 	24.95  	79.5                 	
C12 	20.74  	78.5                 	
D1  	18.65  	82                   	
D2  	25.39  	80                   	
D3  	25.77  	80                   	
D4  	20.23  	77.5                 	
D5  	18.49  	81.5                 	
D6  	19.98  	81                   	
D7  	22.43  	77.5                 	
D8  	19.83  	78.5                 	
D9  	29.6   	82.5                 	
D10 	24.98  	81                   	
D11 	24.7   	79.5                 	
D12 	20.66  	79                   	
E1  	18.64  	82                   	
E2  	26.35  	80                   	
E3  	27.42  	80                   	
E4  	20.34  	77.5                 	
E5  	18.39  	81.5                 	
E6  	19.81  	81.5                 	
E7  	22.36  	77.5                 	
E8  	19.86  	78.5                 	
E9  	29.47  	82.5                 	
E10 	25.44  	81                   	
E11 	24.68  	79.5                 	
E12 	20.61  	79                   	
F1  	18.67  	82                   	
F2  	26.07  	80                   	
F3  	26.18  	80                   	
F4  	20.26  	77.5                 	
F5  	17.93  	81.5                 	
F6  	19.86  	81.5                 	
F7  	22.48  	77.5                 	
F8  	19.82  	78.5                 	
F9  	29.35  	82.5                 	
F10 	24.91  	81                   	
F11 	24.8   	79.5                 	
F12 	20.59  	79                   	
G1  	18.81  	82                   	
G2  	25.41  	80                   	
G3  	25.63  	80                   	
G4  	19.73  	77.5                 	
G5  	18.49  	81.5                 	
G6  	19.82  	81.5                 	
G7  	22.44  	77.5                 	
G8  	19.86  	78.5                 	
G9  	29.52  	82.5                 	
G10 	24.79  	81                   	
G11 	24.76  	79.5                 	
G12 	20.57  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	80                   	
H3  	No Cq  	55                   	
H4  	No Cq  	76                   	
H5  	No Cq  	57                   	
H6  	No Cq  	55                   	
H7  	No Cq  	77                   	
H8  	No Cq  	79.5                 	
H9  	No Cq  	57                   	
H10 	No Cq  	72.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
