Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	21.42  	82                   	
A2  	28.44  	80                   	
A3  	27.65  	80                   	
A4  	22.59  	77                   	
A5  	20.9   	81.5                 	
A6  	22.57  	81                   	
A7  	24.93  	77.5                 	
A8  	22.61  	78                   	
A9  	32.82  	82                   	
A10 	27.66  	81                   	
A11 	27.29  	79.5                 	
A12 	23.98  	78.5                 	
B1  	18.71  	82                   	
B2  	27.33  	80                   	
B3  	24.92  	80                   	
B4  	20.44  	77                   	
B5  	18.64  	81.5                 	
B6  	20.5   	81.5                 	
B7  	22.61  	77.5                 	
B8  	20.14  	78                   	
B9  	27.95  	82                   	
B10 	25.92  	81                   	
B11 	24.53  	79.5                 	
B12 	21.72  	78.5                 	
C1  	18.75  	82                   	
C2  	26.39  	79.5                 	
C3  	24.45  	80                   	
C4  	19.76  	77                   	
C5  	18.48  	81.5                 	
C6  	19.79  	81.5                 	
C7  	22.34  	77.5                 	
C8  	19.82  	78.5                 	
C9  	27.88  	82.5                 	
C10 	25.76  	80.5                 	
C11 	24.35  	79.5                 	
C12 	21.28  	78.5                 	
D1  	18.69  	82                   	
D2  	26.29  	80                   	
D3  	24.65  	80                   	
D4  	19.73  	77                   	
D5  	18.48  	81.5                 	
D6  	19.94  	81                   	
D7  	22.48  	77.5                 	
D8  	19.82  	78.5                 	
D9  	29.37  	82.5                 	
D10 	25.76  	80.5                 	
D11 	24.44  	79.5                 	
D12 	20.99  	78.5                 	
E1  	18.66  	82                   	
E2  	27.06  	80                   	
E3  	26.02  	80                   	
E4  	20.37  	77                   	
E5  	18.53  	81.5                 	
E6  	20.36  	81.5                 	
E7  	22.45  	77.5                 	
E8  	19.91  	78.5                 	
E9  	29.29  	82.5                 	
E10 	25.38  	81                   	
E11 	24.74  	79.5                 	
E12 	21.35  	78.5                 	
F1  	18.09  	82                   	
F2  	26.54  	80                   	
F3  	24.74  	80                   	
F4  	19.69  	77                   	
F5  	17.91  	81.5                 	
F6  	19.82  	81                   	
F7  	21.96  	77.5                 	
F8  	19.88  	78.5                 	
F9  	28.44  	82.5                 	
F10 	25.65  	81                   	
F11 	24.17  	79.5                 	
F12 	20.91  	78.5                 	
G1  	18.9   	82                   	
G2  	26.57  	79.5                 	
G3  	26.53  	79.5                 	
G4  	20.08  	77                   	
G5  	18.79  	81.5                 	
G6  	20.21  	81                   	
G7  	22.68  	77.5                 	
G8  	20.52  	78                   	
G9  	29.57  	82                   	
G10 	26.5   	80.5                 	
G11 	24.88  	79.5                 	
G12 	21.9   	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	59.5                 	
H3  	No Cq  	59                   	
H4  	No Cq  	76                   	
H5  	No Cq  	55                   	
H6  	No Cq  	59                   	
H7  	No Cq  	76.5                 	
H8  	No Cq  	78                   	
H9  	No Cq  	55                   	
H10 	No Cq  	68                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
