Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.4   	82.5                 	
A2  	26.95  	80                   	
A3  	25.17  	80                   	
A4  	19.64  	77.5                 	
A5  	17.8   	81.5                 	
A6  	19.73  	81                   	
A7  	22.41  	77.5                 	
A8  	19.65  	78.5                 	
A9  	27.67  	82.5                 	
A10 	25.09  	81                   	
A11 	24.19  	79.5                 	
A12 	20.68  	79                   	
B1  	19.02  	82.5                 	
B2  	26.99  	80                   	
B3  	26.65  	80                   	
B4  	21.31  	77.5                 	
B5  	18.75  	81.5                 	
B6  	21.28  	81.5                 	
B7  	23.53  	77.5                 	
B8  	20.63  	78.5                 	
B9  	29.52  	82.5                 	
B10 	25.68  	81                   	
B11 	25.66  	79.5                 	
B12 	21.84  	79                   	
C1  	18.6   	82.5                 	
C2  	26.62  	80                   	
C3  	24.57  	80                   	
C4  	19.86  	77.5                 	
C5  	18.09  	81.5                 	
C6  	20.48  	81.5                 	
C7  	22.62  	77.5                 	
C8  	19.77  	78.5                 	
C9  	28.25  	82.5                 	
C10 	25.34  	81                   	
C11 	24.79  	79.5                 	
C12 	21.53  	79                   	
D1  	18.77  	82.5                 	
D2  	26.27  	80                   	
D3  	24.95  	80                   	
D4  	19.66  	77.5                 	
D5  	18.62  	81.5                 	
D6  	19.64  	81.5                 	
D7  	22.65  	77.5                 	
D8  	20.39  	78.5                 	
D9  	26.92  	82.5                 	
D10 	25.29  	81                   	
D11 	24.78  	79.5                 	
D12 	20.93  	79                   	
E1  	17.98  	82.5                 	
E2  	24.77  	80                   	
E3  	24.6   	80                   	
E4  	19.56  	77.5                 	
E5  	17.85  	81.5                 	
E6  	19.03  	81                   	
E7  	22.22  	77.5                 	
E8  	19.73  	78.5                 	
E9  	28.91  	82.5                 	
E10 	24.73  	81                   	
E11 	24.05  	79.5                 	
E12 	20     	79                   	
F1  	18.69  	82.5                 	
F2  	26.43  	80                   	
F3  	23.88  	80                   	
F4  	19.89  	77.5                 	
F5  	18.54  	81.5                 	
F6  	19.78  	81.5                 	
F7  	22.52  	78                   	
F8  	19.85  	78.5                 	
F9  	28.38  	82.5                 	
F10 	24.92  	81                   	
F11 	24.58  	80                   	
F12 	20.64  	79                   	
G1  	18.63  	82.5                 	
G2  	26.72  	80                   	
G3  	26.57  	80                   	
G4  	19.79  	77.5                 	
G5  	18.08  	81.5                 	
G6  	19.84  	81.5                 	
G7  	22.42  	78                   	
G8  	19.84  	78.5                 	
G9  	28.93  	82.5                 	
G10 	25.9   	81                   	
G11 	24.31  	80                   	
G12 	20.9   	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	77                   	
H3  	No Cq  	95                   	
H4  	No Cq  	78.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	77.5                 	
H8  	No Cq  	77                   	
H9  	No Cq  	55                   	
H10 	No Cq  	81                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
