Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	17.82  	82.5                 	
A2  	25.03  	80                   	
A3  	23.35  	80                   	
A4  	19.35  	77.5                 	
A5  	17.48  	81.5                 	
A6  	19.37  	81                   	
A7  	21.56  	77.5                 	
A8  	19.45  	78.5                 	
A9  	26.25  	82.5                 	
A10 	24.24  	81                   	
A11 	23.63  	79.5                 	
A12 	19.74  	79                   	
B1  	18.93  	82.5                 	
B2  	27.04  	80                   	
B3  	25.32  	80                   	
B4  	20.28  	77.5                 	
B5  	18.82  	81.5                 	
B6  	20.35  	81                   	
B7  	22.58  	77.5                 	
B8  	20.3   	78.5                 	
B9  	30.29  	82.5                 	
B10 	26.12  	81                   	
B11 	24.78  	79.5                 	
B12 	20.78  	79                   	
C1  	18.97  	82.5                 	
C2  	26.19  	80                   	
C3  	26.68  	80                   	
C4  	20.5   	77.5                 	
C5  	18.78  	81.5                 	
C6  	20.38  	81.5                 	
C7  	22.79  	77.5                 	
C8  	20.64  	78.5                 	
C9  	31.18  	82.5                 	
C10 	26.62  	81                   	
C11 	24.95  	79.5                 	
C12 	21.71  	79                   	
D1  	18.96  	82.5                 	
D2  	27.63  	80                   	
D3  	27.77  	80                   	
D4  	20.7   	77.5                 	
D5  	18.73  	81.5                 	
D6  	20.66  	81                   	
D7  	23.22  	77.5                 	
D8  	20.65  	78.5                 	
D9  	32.36  	82.5                 	
D10 	27.18  	81                   	
D11 	25.59  	79.5                 	
D12 	21.93  	79                   	
E1  	18.83  	82.5                 	
E2  	27.61  	80                   	
E3  	26.3   	80                   	
E4  	20.39  	77.5                 	
E5  	18.59  	81.5                 	
E6  	19.8   	81                   	
E7  	22.62  	78                   	
E8  	20.36  	78.5                 	
E9  	30.64  	82.5                 	
E10 	25.66  	81                   	
E11 	24.81  	79.5                 	
E12 	21.48  	79                   	
F1  	18.92  	82.5                 	
F2  	26.78  	80                   	
F3  	21.92  	80                   	
F4  	19.51  	77.5                 	
F5  	18.84  	81.5                 	
F6  	19.98  	81                   	
F7  	22.74  	78                   	
F8  	20.63  	78.5                 	
F9  	27.62  	82.5                 	
F10 	25.4   	81                   	
F11 	25.46  	80                   	
F12 	21.65  	79                   	
G1  	18.93  	82.5                 	
G2  	26.32  	80                   	
G3  	22.58  	80                   	
G4  	19.7   	77.5                 	
G5  	18.83  	81.5                 	
G6  	19.93  	81                   	
G7  	22.68  	78                   	
G8  	20.57  	78.5                 	
G9  	26.98  	82.5                 	
G10 	25.33  	81                   	
G11 	24.88  	80                   	
G12 	21.58  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	79.5                 	
H3  	No Cq  	80                   	
H4  	No Cq  	78                   	
H5  	No Cq  	57                   	
H6  	No Cq  	58                   	
H7  	No Cq  	78.5                 	
H8  	No Cq  	79                   	
H9  	No Cq  	57.5                 	
H10 	No Cq  	81                   	
H11 	No Cq  	58                   	
H12 	No Cq  	55                   	
