Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	17.94  	82.5                 	
A2  	26.25  	80                   	
A3  	25.59  	80                   	
A4  	19.67  	77.5                 	
A5  	18.36  	81.5                 	
A6  	19.77  	81                   	
A7  	22.39  	77.5                 	
A8  	19.66  	78.5                 	
A9  	29.59  	82.5                 	
A10 	25.38  	81                   	
A11 	24.56  	79.5                 	
A12 	20.77  	79                   	
B1  	19.2   	82.5                 	
B2  	26.55  	80                   	
B3  	26.67  	80                   	
B4  	20.73  	77.5                 	
B5  	18.91  	81.5                 	
B6  	19.98  	81.5                 	
B7  	22.71  	78                   	
B8  	20.41  	78.5                 	
B9  	29.52  	82.5                 	
B10 	26.15  	81                   	
B11 	25     	79.5                 	
B12 	21.45  	79                   	
C1  	18.77  	82.5                 	
C2  	25.82  	80                   	
C3  	25.27  	80                   	
C4  	19.91  	77.5                 	
C5  	18.66  	81.5                 	
C6  	19.76  	81                   	
C7  	22.63  	78                   	
C8  	19.96  	78.5                 	
C9  	27.52  	82.5                 	
C10 	25.78  	81                   	
C11 	24.93  	79.5                 	
C12 	20.99  	79                   	
D1  	19.7   	82.5                 	
D2  	25.85  	80                   	
D3  	26.59  	80                   	
D4  	20.73  	77.5                 	
D5  	19.51  	81.5                 	
D6  	20.05  	81                   	
D7  	22.83  	78                   	
D8  	20.52  	78.5                 	
D9  	28.87  	82.5                 	
D10 	26.61  	81                   	
D11 	25.68  	79.5                 	
D12 	21.55  	79                   	
E1  	18.22  	82.5                 	
E2  	24.88  	80                   	
E3  	24.52  	80                   	
E4  	19.68  	77.5                 	
E5  	18.45  	81.5                 	
E6  	19.66  	81                   	
E7  	21.85  	78                   	
E8  	19.76  	78.5                 	
E9  	25.64  	82.5                 	
E10 	24.95  	81                   	
E11 	24.21  	80                   	
E12 	20.83  	79                   	
F1  	18.42  	82.5                 	
F2  	25.39  	80                   	
F3  	25.93  	80                   	
F4  	19.77  	77.5                 	
F5  	18.58  	81.5                 	
F6  	19.57  	81.5                 	
F7  	21.9   	78                   	
F8  	19.72  	78.5                 	
F9  	28.51  	82.5                 	
F10 	25.89  	81                   	
F11 	24.75  	80                   	
F12 	20.93  	79                   	
G1  	18.99  	82.5                 	
G2  	26     	80                   	
G3  	24.76  	80                   	
G4  	19.81  	77.5                 	
G5  	18.81  	81.5                 	
G6  	19.9   	81                   	
G7  	22.69  	78                   	
G8  	19.99  	78.5                 	
G9  	29.57  	82.5                 	
G10 	25.61  	81                   	
G11 	24.66  	80                   	
G12 	21.21  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80                   	
H3  	No Cq  	55                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	83                   	
H9  	39.51  	57.5                 	
H10 	No Cq  	81                   	
H11 	No Cq  	58                   	
H12 	No Cq  	55                   	
