Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.9   	82                   	
A2  	27.72  	80                   	
A3  	25.86  	79.5                 	
A4  	20.69  	77                   	
A5  	18.88  	81.5                 	
A6  	20.7   	81                   	
A7  	22.82  	77.5                 	
A8  	20.75  	78                   	
A9  	29.98  	82.5                 	
A10 	25.82  	80.5                 	
A11 	25.03  	79.5                 	
A12 	21.8   	78.5                 	
B1  	19.11  	82                   	
B2  	25.81  	80                   	
B3  	25.64  	80                   	
B4  	20.74  	77                   	
B5  	18.95  	81.5                 	
B6  	20.8   	81.5                 	
B7  	22.93  	77.5                 	
B8  	20.59  	78.5                 	
B9  	28.14  	82.5                 	
B10 	26.74  	80.5                 	
B11 	25.07  	79.5                 	
B12 	21.7   	78.5                 	
C1  	18.88  	82                   	
C2  	24.59  	80                   	
C3  	17.99  	80                   	
C4  	18.76  	77                   	
C5  	18.73  	81.5                 	
C6  	19.01  	81                   	
C7  	22.57  	77.5                 	
C8  	20.43  	78.5                 	
C9  	20.91  	82.5                 	
C10 	22.71  	81                   	
C11 	24.69  	79.5                 	
C12 	20.28  	78.5                 	
D1  	19.7   	82                   	
D2  	25.47  	80                   	
D3  	19.11  	80                   	
D4  	19.8   	77                   	
D5  	19.62  	81.5                 	
D6  	20.63  	81.5                 	
D7  	23.36  	77.5                 	
D8  	20.79  	78.5                 	
D9  	21.9   	82.5                 	
D10 	23.39  	81                   	
D11 	25.53  	79.5                 	
D12 	21.21  	78.5                 	
E1  	18.84  	82                   	
E2  	25.48  	80                   	
E3  	22.79  	80                   	
E4  	19.86  	77.5                 	
E5  	18.83  	81.5                 	
E6  	19.87  	81.5                 	
E7  	22.61  	78                   	
E8  	20.44  	78.5                 	
E9  	27.42  	82.5                 	
E10 	25.55  	81                   	
E11 	24.78  	79.5                 	
E12 	21.12  	78.5                 	
F1  	18.7   	82                   	
F2  	25.56  	80                   	
F3  	23.96  	80                   	
F4  	19.52  	77.5                 	
F5  	18.53  	81.5                 	
F6  	19.7   	81                   	
F7  	21.72  	78                   	
F8  	19.77  	78.5                 	
F9  	27.91  	82.5                 	
F10 	25.02  	80.5                 	
F11 	24.26  	79.5                 	
F12 	20.74  	78.5                 	
G1  	18.94  	82                   	
G2  	26.61  	79.5                 	
G3  	26.53  	79.5                 	
G4  	20.68  	77                   	
G5  	18.84  	81.5                 	
G6  	20.77  	81                   	
G7  	22.82  	77.5                 	
G8  	20.26  	78                   	
G9  	29.09  	82                   	
G10 	26.97  	80.5                 	
G11 	24.88  	79.5                 	
G12 	21.55  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	64.5                 	
H3  	No Cq  	61                   	
H4  	No Cq  	66                   	
H5  	No Cq  	55                   	
H6  	No Cq  	58                   	
H7  	No Cq  	76.5                 	
H8  	37.99  	77.5                 	
H9  	38.07  	65                   	
H10 	No Cq  	95                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
