Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.73  	82.5                 	
A2  	25.23  	80                   	
A3  	25.95  	80                   	
A4  	20.49  	77                   	
A5  	18.5   	81.5                 	
A6  	20.5   	81.5                 	
A7  	22.53  	77.5                 	
A8  	20.4   	78                   	
A9  	32.25  	82.5                 	
A10 	25.99  	81                   	
A11 	24.81  	79.5                 	
A12 	21.32  	79                   	
B1  	17.86  	82.5                 	
B2  	24.61  	80                   	
B3  	27.41  	80                   	
B4  	20.22  	77.5                 	
B5  	17.76  	81.5                 	
B6  	19.48  	81.5                 	
B7  	21.51  	77.5                 	
B8  	19.39  	78                   	
B9  	29.66  	82.5                 	
B10 	25.58  	81                   	
B11 	24.05  	79.5                 	
B12 	20.43  	79                   	
C1  	20.86  	82                   	
C2  	27.59  	80                   	
C3  	26.67  	80                   	
C4  	21.82  	77.5                 	
C5  	20.61  	81.5                 	
C6  	21.82  	81                   	
C7  	24.47  	77.5                 	
C8  	22.26  	78.5                 	
C9  	32.42  	82.5                 	
C10 	27.72  	81                   	
C11 	26.86  	80                   	
C12 	22.82  	79                   	
D1  	18.79  	82                   	
D2  	25.25  	80                   	
D3  	25.79  	80                   	
D4  	19.82  	77.5                 	
D5  	18.7   	81.5                 	
D6  	19.52  	81.5                 	
D7  	22.5   	77.5                 	
D8  	19.93  	78.5                 	
D9  	30     	82.5                 	
D10 	25.78  	81                   	
D11 	24.95  	79.5                 	
D12 	20.81  	79                   	
E1  	19.78  	82                   	
E2  	26.51  	80                   	
E3  	24.51  	80                   	
E4  	19.76  	77.5                 	
E5  	19.57  	81.5                 	
E6  	20.73  	81                   	
E7  	22.54  	78                   	
E8  	20.17  	78.5                 	
E9  	28.37  	82.5                 	
E10 	25.75  	81                   	
E11 	25.62  	79.5                 	
E12 	21.78  	79                   	
F1  	20.98  	82                   	
F2  	28.74  	80                   	
F3  	28.49  	80                   	
F4  	22.3   	77.5                 	
F5  	20.91  	81.5                 	
F6  	21.81  	81                   	
F7  	24.29  	78                   	
F8  	21.63  	78.5                 	
F9  	31.62  	82.5                 	
F10 	27.46  	81                   	
F11 	26.96  	80                   	
F12 	22.92  	79                   	
G1  	20.83  	82                   	
G2  	28.63  	79.5                 	
G3  	26.62  	79.5                 	
G4  	21.53  	77                   	
G5  	21.15  	81.5                 	
G6  	21.96  	81.5                 	
G7  	23.68  	77.5                 	
G8  	21.68  	78                   	
G9  	29.39  	82.5                 	
G10 	27.67  	81                   	
G11 	27.03  	79.5                 	
G12 	23.06  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	80.5                 	
H3  	No Cq  	80.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	78                   	
H8  	No Cq  	78                   	
H9  	No Cq  	57.5                 	
H10 	No Cq  	80.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
