Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.82  	82.5                 	
A2  	26.64  	80                   	
A3  	25.15  	80                   	
A4  	20.46  	77.5                 	
A5  	18.77  	81.5                 	
A6  	20.69  	81.5                 	
A7  	22.61  	77.5                 	
A8  	20.41  	78.5                 	
A9  	29.56  	82.5                 	
A10 	25.51  	81                   	
A11 	25.23  	79.5                 	
A12 	21.51  	79                   	
B1  	18.75  	82.5                 	
B2  	23.74  	80                   	
B3  	16.82  	80                   	
B4  	17.92  	77.5                 	
B5  	18.57  	81.5                 	
B6  	18.02  	81                   	
B7  	21.77  	77.5                 	
B8  	19.74  	78.5                 	
B9  	19.75  	82.5                 	
B10 	21.74  	81                   	
B11 	23.95  	79.5                 	
B12 	19.79  	79                   	
C1  	19.75  	82.5                 	
C2  	23.92  	80                   	
C3  	18.73  	80                   	
C4  	19.68  	77.5                 	
C5  	19.64  	81.5                 	
C6  	18.92  	81.5                 	
C7  	22.75  	78                   	
C8  	20.71  	78.5                 	
C9  	21.89  	82.5                 	
C10 	23.07  	81                   	
C11 	25.27  	79.5                 	
C12 	20.89  	79                   	
D1  	18.85  	82.5                 	
D2  	23.95  	80                   	
D3  	17.01  	80                   	
D4  	17.98  	77.5                 	
D5  	18.67  	81.5                 	
D6  	18.63  	81                   	
D7  	21.82  	78                   	
D8  	20.01  	78.5                 	
D9  	19.77  	82.5                 	
D10 	21.85  	81                   	
D11 	24.43  	80                   	
D12 	20.01  	79                   	
E1  	18.7   	82.5                 	
E2  	23.69  	80                   	
E3  	16.7   	80                   	
E4  	17.92  	77.5                 	
E5  	18.57  	81.5                 	
E6  	18.1   	81.5                 	
E7  	21.62  	78                   	
E8  	19.9   	78.5                 	
E9  	19.32  	82.5                 	
E10 	21.68  	81                   	
E11 	24.13  	79.5                 	
E12 	19.81  	79                   	
F1  	19.75  	82.5                 	
F2  	25.97  	80                   	
F3  	25.65  	80                   	
F4  	20.48  	77.5                 	
F5  	18.97  	81.5                 	
F6  	20.11  	81                   	
F7  	22.91  	78                   	
F8  	20.7   	78.5                 	
F9  	28.7   	82.5                 	
F10 	26.48  	81                   	
F11 	25.49  	79.5                 	
F12 	21.72  	79                   	
G1  	19.08  	82.5                 	
G2  	25.1   	80                   	
G3  	25.86  	80                   	
G4  	19.92  	77.5                 	
G5  	18.88  	81.5                 	
G6  	19.86  	81.5                 	
G7  	22.56  	78                   	
G8  	19.89  	78.5                 	
G9  	29.67  	82.5                 	
G10 	25.66  	81                   	
G11 	24.83  	79.5                 	
G12 	21.15  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80.5                 	
H3  	No Cq  	80                   	
H4  	No Cq  	79                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	78                   	
H8  	No Cq  	78                   	
H9  	36.17  	83                   	
H10 	No Cq  	81                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
