Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.15  	82                   	
A2  	29.07  	80                   	
A3  	29.24  	80                   	
A4  	20.93  	77                   	
A5  	19.09  	81.5                 	
A6  	20.76  	81                   	
A7  	22.78  	77.5                 	
A8  	20.82  	78                   	
A9  	30.37  	82                   	
A10 	27.01  	80.5                 	
A11 	24.92  	79.5                 	
A12 	22.63  	78.5                 	
B1  	20     	82                   	
B2  	31.13  	80                   	
B3  	28.93  	79.5                 	
B4  	21.37  	77                   	
B5  	19.87  	81.5                 	
B6  	21.01  	81.5                 	
B7  	23.6   	77.5                 	
B8  	20.81  	78                   	
B9  	30.67  	82                   	
B10 	27.25  	80.5                 	
B11 	25.2   	79.5                 	
B12 	23.02  	78.5                 	
C1  	18.98  	82                   	
C2  	23.58  	80                   	
C3  	18.9   	80                   	
C4  	18.64  	77                   	
C5  	18.66  	81.5                 	
C6  	18.87  	81                   	
C7  	22.44  	78                   	
C8  	20.4   	78.5                 	
C9  	22.72  	82.5                 	
C10 	23.2   	81                   	
C11 	24.7   	79.5                 	
C12 	20.61  	78.5                 	
D1  	19.89  	82                   	
D2  	28.37  	80                   	
D3  	20.51  	80                   	
D4  	19.54  	77                   	
D5  	19.75  	81.5                 	
D6  	19.8   	81                   	
D7  	23.26  	78                   	
D8  	21.27  	78.5                 	
D9  	20.5   	82.5                 	
D10 	22.81  	81                   	
D11 	25.33  	79.5                 	
D12 	22.43  	78.5                 	
E1  	19.59  	82                   	
E2  	24.77  	80                   	
E3  	20.83  	80                   	
E4  	19.37  	77                   	
E5  	19.4   	81.5                 	
E6  	19.62  	81                   	
E7  	22.8   	77.5                 	
E8  	20.54  	78.5                 	
E9  	23.69  	82.5                 	
E10 	23.65  	81                   	
E11 	24.96  	79.5                 	
E12 	20.94  	78.5                 	
F1  	19.89  	82                   	
F2  	24.88  	80                   	
F3  	19.5   	80                   	
F4  	18.82  	77                   	
F5  	19.51  	81.5                 	
F6  	19.83  	81                   	
F7  	23.28  	77.5                 	
F8  	20.96  	78.5                 	
F9  	21.64  	82.5                 	
F10 	23.09  	81                   	
F11 	25.19  	79.5                 	
F12 	21.71  	78.5                 	
G1  	19.26  	82                   	
G2  	26.19  	80                   	
G3  	29.26  	80                   	
G4  	21.09  	77                   	
G5  	18.84  	81.5                 	
G6  	20.82  	81.5                 	
G7  	22.74  	77.5                 	
G8  	20.38  	78.5                 	
G9  	30.86  	82.5                 	
G10 	26.93  	81                   	
G11 	24.93  	79.5                 	
G12 	21.96  	78.5                 	
H1  	No Cq  	57                   	
H2  	No Cq  	79.5                 	
H3  	No Cq  	62.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	57                   	
H7  	No Cq  	77                   	
H8  	39.5   	77                   	
H9  	No Cq  	55                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
