Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.47  	82                   	
A2  	29.54  	79.5                 	
A3  	28.63  	80                   	
A4  	20.8   	77                   	
A5  	19.35  	81.5                 	
A6  	20.89  	81.5                 	
A7  	23.14  	77.5                 	
A8  	20.76  	78                   	
A9  	30.77  	82                   	
A10 	26.73  	81                   	
A11 	24.9   	79.5                 	
A12 	22.31  	78.5                 	
B1  	19.96  	82                   	
B2  	39.3   	79.5                 	
B3  	28.96  	80                   	
B4  	21.3   	77                   	
B5  	19.84  	81.5                 	
B6  	21.08  	81.5                 	
B7  	23.61  	77.5                 	
B8  	20.9   	78                   	
B9  	30.36  	82                   	
B10 	27.3   	81                   	
B11 	25.6   	79.5                 	
B12 	22.97  	78.5                 	
C1  	18.94  	82                   	
C2  	23.65  	80                   	
C3  	19     	80                   	
C4  	18.53  	77.5                 	
C5  	18.6   	81.5                 	
C6  	18.91  	81                   	
C7  	22.49  	77.5                 	
C8  	20.42  	78.5                 	
C9  	22.86  	82.5                 	
C10 	22.93  	81                   	
C11 	24.58  	79.5                 	
C12 	20.53  	78.5                 	
D1  	19.78  	82                   	
D2  	28.7   	80                   	
D3  	20.65  	80                   	
D4  	19.39  	77.5                 	
D5  	19.74  	81.5                 	
D6  	19.85  	81                   	
D7  	23.26  	77.5                 	
D8  	20.97  	78                   	
D9  	20.54  	82.5                 	
D10 	22.83  	81                   	
D11 	24.99  	79.5                 	
D12 	22.44  	78.5                 	
E1  	19.69  	82                   	
E2  	25.29  	80                   	
E3  	21.26  	80                   	
E4  	19.19  	77.5                 	
E5  	19.33  	81.5                 	
E6  	19.36  	81                   	
E7  	22.54  	78                   	
E8  	20.59  	78.5                 	
E9  	23.86  	82.5                 	
E10 	23.5   	81                   	
E11 	24.84  	79.5                 	
E12 	20.99  	79                   	
F1  	19.78  	82                   	
F2  	24.83  	80                   	
F3  	19.46  	80                   	
F4  	18.75  	77.5                 	
F5  	19.45  	81.5                 	
F6  	19.65  	81                   	
F7  	22.87  	78                   	
F8  	20.88  	78.5                 	
F9  	21.14  	82.5                 	
F10 	22.93  	81                   	
F11 	25.1   	79.5                 	
F12 	21.61  	78.5                 	
G1  	19.61  	82                   	
G2  	26.67  	79.5                 	
G3  	28.28  	79.5                 	
G4  	21.4   	77                   	
G5  	18.83  	81.5                 	
G6  	20.8   	81.5                 	
G7  	22.62  	77.5                 	
G8  	20.28  	78                   	
G9  	30.35  	82.5                 	
G10 	26.71  	80.5                 	
G11 	24.9   	79.5                 	
G12 	21.94  	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	66.5                 	
H3  	No Cq  	64.5                 	
H4  	35.6   	60                   	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	77.5                 	
H9  	No Cq  	83                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
