Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.88  	82                   	
A2  	27.27  	80                   	
A3  	26.2   	80                   	
A4  	20.65  	77.5                 	
A5  	18.8   	81.5                 	
A6  	20.58  	81                   	
A7  	22.68  	77.5                 	
A8  	20.66  	78.5                 	
A9  	27.8   	82.5                 	
A10 	25.87  	81                   	
A11 	24.89  	79.5                 	
A12 	21.82  	78.5                 	
B1  	18.84  	82                   	
B2  	26.73  	80                   	
B3  	26.22  	80                   	
B4  	19.92  	77.5                 	
B5  	18.5   	81.5                 	
B6  	20.59  	81                   	
B7  	22.62  	77.5                 	
B8  	20.51  	78.5                 	
B9  	29.25  	82.5                 	
B10 	25.54  	81                   	
B11 	24.8   	79.5                 	
B12 	21.6   	78.5                 	
C1  	19.65  	82                   	
C2  	27.1   	80                   	
C3  	27.66  	80                   	
C4  	20.69  	77.5                 	
C5  	18.87  	81.5                 	
C6  	21.41  	81                   	
C7  	22.71  	77.5                 	
C8  	20.67  	78.5                 	
C9  	31.6   	82.5                 	
C10 	27.91  	81                   	
C11 	24.93  	79.5                 	
C12 	21.85  	79                   	
D1  	18.82  	82                   	
D2  	27.24  	80                   	
D3  	25.41  	80                   	
D4  	20.38  	77.5                 	
D5  	18.62  	81.5                 	
D6  	20.66  	81                   	
D7  	22.65  	78                   	
D8  	20.5   	78.5                 	
D9  	29.83  	82.5                 	
D10 	25.67  	81                   	
D11 	24.83  	79.5                 	
D12 	21.57  	79                   	
E1  	19.8   	82                   	
E2  	26.68  	80                   	
E3  	24.85  	80                   	
E4  	20.36  	77.5                 	
E5  	19.5   	81.5                 	
E6  	20.38  	81                   	
E7  	23.31  	78                   	
E8  	20.78  	78.5                 	
E9  	29.32  	82.5                 	
E10 	26.21  	81                   	
E11 	25.49  	79.5                 	
E12 	21.69  	78.5                 	
F1  	19.79  	82                   	
F2  	25.53  	80                   	
F3  	25.23  	80                   	
F4  	19.84  	77.5                 	
F5  	19.52  	81.5                 	
F6  	20.3   	81.5                 	
F7  	23.29  	78                   	
F8  	20.88  	78.5                 	
F9  	27.54  	82.5                 	
F10 	25.86  	81                   	
F11 	25.23  	79.5                 	
F12 	21.18  	78.5                 	
G1  	20.61  	82                   	
G2  	27.83  	80                   	
G3  	27.41  	80                   	
G4  	21.49  	77.5                 	
G5  	20.01  	81.5                 	
G6  	21.49  	81.5                 	
G7  	23.99  	77.5                 	
G8  	21.74  	78.5                 	
G9  	30.65  	82.5                 	
G10 	27.23  	81                   	
G11 	26.47  	79.5                 	
G12 	22.67  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	66                   	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57                   	
H7  	No Cq  	77                   	
H8  	38.63  	76.5                 	
H9  	No Cq  	73.5                 	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
