Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.68  	82.5                 	
A2  	26.06  	80                   	
A3  	25.32  	80                   	
A4  	19.59  	77.5                 	
A5  	18.41  	81.5                 	
A6  	20.28  	81.5                 	
A7  	22.63  	77.5                 	
A8  	19.89  	78.5                 	
A9  	27.48  	82.5                 	
A10 	25.53  	81                   	
A11 	24.63  	79.5                 	
A12 	20.93  	79                   	
B1  	19.72  	82.5                 	
B2  	26.64  	80                   	
B3  	27.61  	80                   	
B4  	20.61  	77.5                 	
B5  	19.42  	81.5                 	
B6  	20.48  	81                   	
B7  	23.33  	77.5                 	
B8  	20.68  	78.5                 	
B9  	30.54  	82.5                 	
B10 	26.44  	81                   	
B11 	25.53  	79.5                 	
B12 	21.84  	79                   	
C1  	19.07  	82.5                 	
C2  	26.71  	80                   	
C3  	24.51  	80                   	
C4  	19.93  	77.5                 	
C5  	18.83  	81.5                 	
C6  	20.6   	81                   	
C7  	22.84  	77.5                 	
C8  	20.58  	78.5                 	
C9  	28.99  	82.5                 	
C10 	25.5   	81                   	
C11 	25.14  	80                   	
C12 	21.57  	79                   	
D1  	19.83  	82.5                 	
D2  	23.77  	80                   	
D3  	19.54  	80                   	
D4  	19.67  	77.5                 	
D5  	19.56  	81.5                 	
D6  	20     	81                   	
D7  	23.61  	77.5                 	
D8  	21.38  	78.5                 	
D9  	21.74  	82.5                 	
D10 	23.65  	81                   	
D11 	25.71  	80                   	
D12 	21.56  	79                   	
E1  	19.06  	82.5                 	
E2  	25.23  	80                   	
E3  	18.97  	80                   	
E4  	18.93  	77.5                 	
E5  	18.77  	81.5                 	
E6  	19.67  	81                   	
E7  	22.74  	78                   	
E8  	20.62  	78.5                 	
E9  	22.89  	82.5                 	
E10 	23.44  	81                   	
E11 	24.82  	80                   	
E12 	20.98  	79                   	
F1  	18.74  	82.5                 	
F2  	25.51  	80                   	
F3  	24.84  	80                   	
F4  	19.66  	77.5                 	
F5  	18.45  	81.5                 	
F6  	19.88  	81                   	
F7  	22.54  	78                   	
F8  	19.84  	78.5                 	
F9  	27.14  	82.5                 	
F10 	26.35  	81                   	
F11 	24.87  	80                   	
F12 	20.96  	79                   	
G1  	19.85  	82.5                 	
G2  	25.81  	80                   	
G3  	24.62  	80                   	
G4  	20.56  	77.5                 	
G5  	19.48  	81.5                 	
G6  	20.75  	81                   	
G7  	23.63  	78                   	
G8  	20.96  	78.5                 	
G9  	28.91  	82.5                 	
G10 	26.7   	81                   	
G11 	25.8   	80                   	
G12 	21.89  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	80                   	
H3  	No Cq  	95                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57                   	
H6  	No Cq  	57                   	
H7  	No Cq  	77.5                 	
H8  	No Cq  	78.5                 	
H9  	No Cq  	57                   	
H10 	No Cq  	80                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
