Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.69  	82                   	
A2  	26     	80                   	
A3  	25.34  	80                   	
A4  	19.58  	77                   	
A5  	18.44  	81.5                 	
A6  	19.95  	81.5                 	
A7  	22.48  	77.5                 	
A8  	19.82  	78.5                 	
A9  	27.72  	82.5                 	
A10 	25.42  	81                   	
A11 	24.48  	79.5                 	
A12 	20.81  	79                   	
B1  	19.68  	82                   	
B2  	27.23  	80                   	
B3  	27.31  	80                   	
B4  	20.59  	77.5                 	
B5  	18.91  	81.5                 	
B6  	20.47  	81                   	
B7  	22.93  	77.5                 	
B8  	20.74  	78.5                 	
B9  	29.93  	82.5                 	
B10 	26.53  	81                   	
B11 	24.89  	79.5                 	
B12 	21.7   	79                   	
C1  	19     	82.5                 	
C2  	26.69  	80                   	
C3  	24.51  	80                   	
C4  	19.9   	77.5                 	
C5  	18.86  	81.5                 	
C6  	20.48  	81                   	
C7  	22.81  	78                   	
C8  	20.56  	78.5                 	
C9  	28.28  	82.5                 	
C10 	25.69  	81                   	
C11 	24.93  	79.5                 	
C12 	21.57  	79                   	
D1  	19.87  	82.5                 	
D2  	23.83  	80                   	
D3  	19.53  	80                   	
D4  	19.63  	77.5                 	
D5  	19.51  	81.5                 	
D6  	19.83  	81                   	
D7  	23.23  	78                   	
D8  	20.97  	78.5                 	
D9  	21.77  	82.5                 	
D10 	23.68  	81                   	
D11 	25.57  	80                   	
D12 	21.09  	79                   	
E1  	19.25  	82.5                 	
E2  	24.84  	80                   	
E3  	18.98  	80                   	
E4  	18.89  	77.5                 	
E5  	18.73  	81.5                 	
E6  	19.07  	81                   	
E7  	22.62  	78                   	
E8  	20.63  	78.5                 	
E9  	22.9   	82.5                 	
E10 	23.03  	81                   	
E11 	24.83  	80                   	
E12 	20.89  	79                   	
F1  	18.73  	82                   	
F2  	25.64  	80                   	
F3  	25.15  	80                   	
F4  	19.71  	77.5                 	
F5  	17.96  	81.5                 	
F6  	19.81  	81                   	
F7  	22.58  	78                   	
F8  	19.85  	78.5                 	
F9  	27.42  	82.5                 	
F10 	26.04  	81                   	
F11 	24.41  	80                   	
F12 	20.92  	79                   	
G1  	19.77  	82.5                 	
G2  	26.71  	80                   	
G3  	24.52  	80                   	
G4  	20.58  	77.5                 	
G5  	19.08  	81.5                 	
G6  	20.75  	81                   	
G7  	23.56  	78                   	
G8  	20.84  	78.5                 	
G9  	29.95  	82.5                 	
G10 	26.54  	81                   	
G11 	25.67  	80                   	
G12 	21.75  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	95                   	
H3  	No Cq  	58                   	
H4  	No Cq  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	58.5                 	
H8  	No Cq  	78.5                 	
H9  	39.15  	57.5                 	
H10 	No Cq  	95                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
