Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.87  	82.5                 	
A2  	25.71  	80                   	
A3  	25.89  	80                   	
A4  	19.73  	77.5                 	
A5  	18.61  	81.5                 	
A6  	19.98  	81                   	
A7  	22.69  	77.5                 	
A8  	19.9   	78.5                 	
A9  	28.68  	82.5                 	
A10 	25.2   	81                   	
A11 	24.75  	79.5                 	
A12 	20.72  	79                   	
B1  	19.03  	82.5                 	
B2  	24.51  	80                   	
B3  	17.04  	80                   	
B4  	18.13  	77.5                 	
B5  	18.73  	81.5                 	
B6  	18.58  	81.5                 	
B7  	22.46  	77.5                 	
B8  	20.43  	78.5                 	
B9  	19.17  	82.5                 	
B10 	21.94  	81                   	
B11 	24.26  	79.5                 	
B12 	19.95  	79                   	
C1  	19.12  	82.5                 	
C2  	24.43  	80                   	
C3  	17.02  	80                   	
C4  	18.12  	77.5                 	
C5  	18.79  	81.5                 	
C6  	18.84  	81.5                 	
C7  	22.51  	78                   	
C8  	20.62  	78.5                 	
C9  	19.79  	82.5                 	
C10 	22.09  	80.5                 	
C11 	24.8   	79.5                 	
C12 	19.97  	79                   	
D1  	19.23  	82.5                 	
D2  	23.87  	80                   	
D3  	18.74  	80                   	
D4  	19.04  	77.5                 	
D5  	18.92  	81.5                 	
D6  	19.02  	81.5                 	
D7  	22.81  	78                   	
D8  	20.8   	78.5                 	
D9  	20.96  	82.5                 	
D10 	23.48  	81                   	
D11 	24.93  	79.5                 	
D12 	20.8   	79                   	
E1  	20.2   	82.5                 	
E2  	24.88  	80                   	
E3  	18.77  	80                   	
E4  	19.88  	77.5                 	
E5  	19.78  	81.5                 	
E6  	20.19  	81.5                 	
E7  	23.65  	78                   	
E8  	21.11  	78.5                 	
E9  	21.9   	82.5                 	
E10 	23.88  	81                   	
E11 	25.99  	80                   	
E12 	21.21  	79                   	
F1  	19.43  	82.5                 	
F2  	26.96  	80                   	
F3  	28.24  	80                   	
F4  	20.73  	77.5                 	
F5  	18.94  	81.5                 	
F6  	20.87  	81                   	
F7  	23.51  	78                   	
F8  	20.66  	78.5                 	
F9  	30.42  	82.5                 	
F10 	27.86  	81                   	
F11 	25.68  	80                   	
F12 	21.86  	79                   	
G1  	20.95  	82.5                 	
G2  	28.91  	80                   	
G3  	27.92  	80                   	
G4  	22.63  	77.5                 	
G5  	20.85  	81.5                 	
G6  	22.9   	81.5                 	
G7  	24.89  	78                   	
G8  	22.09  	78.5                 	
G9  	36.81  	80.5                 	
G10 	28.27  	81                   	
G11 	27.69  	80                   	
G12 	23.41  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	90                   	
H3  	No Cq  	81                   	
H4  	38.76  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57                   	
H7  	No Cq  	78                   	
H8  	No Cq  	57.5                 	
H9  	34.18  	79.5                 	
H10 	No Cq  	81                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
