Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.95  	82                   	
A2  	27.8   	80                   	
A3  	26.31  	80                   	
A4  	20.77  	77.5                 	
A5  	18.74  	81.5                 	
A6  	20.67  	81                   	
A7  	22.78  	77.5                 	
A8  	20.67  	78.5                 	
A9  	27.57  	82.5                 	
A10 	26.53  	81                   	
A11 	24.93  	79.5                 	
A12 	21.96  	78.5                 	
B1  	18.8   	82                   	
B2  	26.75  	80                   	
B3  	25.92  	80                   	
B4  	19.87  	77.5                 	
B5  	18.59  	81.5                 	
B6  	20.69  	81                   	
B7  	22.71  	77.5                 	
B8  	19.98  	78.5                 	
B9  	29.86  	82.5                 	
B10 	25.75  	81                   	
B11 	24.81  	79.5                 	
B12 	21.63  	78.5                 	
C1  	19.64  	82                   	
C2  	27.33  	80                   	
C3  	28.03  	80                   	
C4  	20.82  	77.5                 	
C5  	19.35  	81.5                 	
C6  	21.33  	81                   	
C7  	22.75  	77.5                 	
C8  	20.58  	78.5                 	
C9  	30.47  	82.5                 	
C10 	28.05  	81                   	
C11 	25.14  	79.5                 	
C12 	21.91  	78.5                 	
D1  	18.83  	82                   	
D2  	27.61  	80                   	
D3  	25.43  	80                   	
D4  	20.45  	77.5                 	
D5  	18.58  	81.5                 	
D6  	20.59  	81                   	
D7  	22.72  	78                   	
D8  	20.52  	78.5                 	
D9  	30.54  	82.5                 	
D10 	26.33  	81                   	
D11 	24.69  	79.5                 	
D12 	21.67  	78.5                 	
E1  	19.8   	82                   	
E2  	26.55  	80                   	
E3  	24.77  	80                   	
E4  	20.39  	77.5                 	
E5  	19.53  	81.5                 	
E6  	20.28  	81                   	
E7  	22.79  	78                   	
E8  	20.69  	78.5                 	
E9  	28.53  	82.5                 	
E10 	25.92  	81                   	
E11 	25.18  	79.5                 	
E12 	21.72  	78.5                 	
F1  	19.92  	82                   	
F2  	25.74  	80                   	
F3  	24.94  	80                   	
F4  	20.06  	77.5                 	
F5  	19.62  	81.5                 	
F6  	20.05  	81.5                 	
F7  	23.38  	78                   	
F8  	20.69  	78.5                 	
F9  	27.66  	82.5                 	
F10 	25.79  	81                   	
F11 	25.24  	79.5                 	
F12 	21.38  	78.5                 	
G1  	20.72  	82                   	
G2  	27.6   	80                   	
G3  	27.42  	80                   	
G4  	21.54  	77.5                 	
G5  	20.52  	81.5                 	
G6  	21.61  	81.5                 	
G7  	24.01  	77.5                 	
G8  	21.62  	78.5                 	
G9  	31.12  	82.5                 	
G10 	27.2   	81                   	
G11 	26.8   	79.5                 	
G12 	22.77  	78.5                 	
H1  	38.13  	57.5                 	
H2  	No Cq  	79                   	
H3  	No Cq  	65.5                 	
H4  	38.32  	65                   	
H5  	No Cq  	55                   	
H6  	No Cq  	57                   	
H7  	No Cq  	76.5                 	
H8  	No Cq  	83                   	
H9  	No Cq  	55                   	
H10 	No Cq  	72                   	
H11 	No Cq  	58                   	
H12 	No Cq  	58                   	
