Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.52  	82                   	
A2  	26.42  	80                   	
A3  	26.04  	80                   	
A4  	20.61  	77                   	
A5  	18.55  	81.5                 	
A6  	20.51  	81.5                 	
A7  	22.46  	77.5                 	
A8  	19.66  	78.5                 	
A9  	29.43  	82.5                 	
A10 	25.4   	80.5                 	
A11 	24.84  	79.5                 	
A12 	20.8   	79                   	
B1  	19.12  	82                   	
B2  	25.38  	80                   	
B3  	23.43  	80                   	
B4  	19.63  	77                   	
B5  	19.43  	81.5                 	
B6  	19.56  	81.5                 	
B7  	22.61  	77.5                 	
B8  	20.4   	78                   	
B9  	26.64  	82                   	
B10 	24.88  	81                   	
B11 	25.5   	79.5                 	
B12 	20.66  	79                   	
C1  	18.76  	82.5                 	
C2  	25.45  	80                   	
C3  	19.56  	80                   	
C4  	19.33  	77.5                 	
C5  	18.74  	81.5                 	
C6  	19.52  	81.5                 	
C7  	22.38  	77.5                 	
C8  	19.89  	78.5                 	
C9  	26.6   	82.5                 	
C10 	23.5   	81                   	
C11 	24.69  	79.5                 	
C12 	20.69  	79                   	
D1  	18.87  	82                   	
D2  	26.17  	80                   	
D3  	24.65  	80                   	
D4  	19.88  	77.5                 	
D5  	18.84  	81.5                 	
D6  	20.46  	81                   	
D7  	22.55  	77.5                 	
D8  	19.88  	78.5                 	
D9  	28.64  	82.5                 	
D10 	25.77  	81                   	
D11 	25.18  	79.5                 	
D12 	20.85  	79                   	
E1  	18.78  	82                   	
E2  	26.3   	80                   	
E3  	23.77  	80                   	
E4  	19.76  	77.5                 	
E5  	18.65  	81.5                 	
E6  	19.99  	81                   	
E7  	22.47  	77.5                 	
E8  	19.92  	78.5                 	
E9  	29.01  	82.5                 	
E10 	25.54  	81                   	
E11 	24.84  	79.5                 	
E12 	21.14  	79                   	
F1  	18.92  	82.5                 	
F2  	26.61  	80                   	
F3  	23.4   	80                   	
F4  	19.53  	77.5                 	
F5  	18.66  	81.5                 	
F6  	19.92  	81                   	
F7  	22.55  	77.5                 	
F8  	19.95  	78.5                 	
F9  	27.85  	82.5                 	
F10 	25.01  	81                   	
F11 	24.88  	79.5                 	
F12 	21.02  	79                   	
G1  	19.87  	82.5                 	
G2  	25.64  	80                   	
G3  	24.85  	80                   	
G4  	20.63  	77.5                 	
G5  	19.57  	81.5                 	
G6  	20.78  	81.5                 	
G7  	23.29  	77.5                 	
G8  	20.72  	78.5                 	
G9  	No Cq  	58.5                 	
G10 	26.56  	81                   	
G11 	25.61  	79.5                 	
G12 	21.77  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	80.5                 	
H3  	No Cq  	95                   	
H4  	34     	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	77                   	
H8  	No Cq  	95                   	
H9  	No Cq  	57.5                 	
H10 	No Cq  	80.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
