Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.92  	82                   	
A2  	24.67  	80                   	
A3  	17     	80                   	
A4  	18.65  	77                   	
A5  	18.84  	81.5                 	
A6  	18.99  	81.5                 	
A7  	22.46  	77.5                 	
A8  	20.68  	78.5                 	
A9  	19.75  	82                   	
A10 	21.81  	81                   	
A11 	24.91  	79.5                 	
A12 	20.84  	78.5                 	
B1  	22.63  	82                   	
B2  	28.73  	80                   	
B3  	20.47  	80                   	
B4  	21.65  	77.5                 	
B5  	22.47  	81.5                 	
B6  	22.69  	81                   	
B7  	25.47  	77.5                 	
B8  	23.23  	78                   	
B9  	21.98  	82.5                 	
B10 	25.03  	81                   	
B11 	28.64  	79.5                 	
B12 	22.98  	78.5                 	
C1  	18.94  	82                   	
C2  	27.43  	80                   	
C3  	27.25  	80                   	
C4  	20.83  	77                   	
C5  	18.79  	81.5                 	
C6  	20.76  	81                   	
C7  	22.45  	77.5                 	
C8  	19.92  	78.5                 	
C9  	36.05  	79.5                 	
C10 	25.9   	80.5                 	
C11 	24.67  	79.5                 	
C12 	21.81  	78.5                 	
D1  	18.6   	82                   	
D2  	26.75  	80                   	
D3  	25.68  	80                   	
D4  	19.91  	77                   	
D5  	18.63  	81.5                 	
D6  	20.03  	81                   	
D7  	22.37  	77.5                 	
D8  	19.9   	78                   	
D9  	38.51  	57.5                 	
D10 	25.53  	81                   	
D11 	24.72  	79.5                 	
D12 	21.12  	78.5                 	
E1  	18.81  	82                   	
E2  	26.64  	80                   	
E3  	28.71  	80                   	
E4  	20.4   	77.5                 	
E5  	18.69  	81.5                 	
E6  	19.88  	81.5                 	
E7  	22.44  	78                   	
E8  	19.79  	78.5                 	
E9  	29.53  	82.5                 	
E10 	26.4   	81                   	
E11 	24.69  	79.5                 	
E12 	21.13  	79                   	
F1  	19.84  	82                   	
F2  	27.73  	80                   	
F3  	26.4   	80                   	
F4  	20.75  	77.5                 	
F5  	19.61  	81.5                 	
F6  	20.91  	81.5                 	
F7  	22.83  	78                   	
F8  	20.71  	78.5                 	
F9  	31.68  	82                   	
F10 	25.83  	81                   	
F11 	25.28  	79.5                 	
F12 	21.87  	79                   	
G1  	18.18  	82                   	
G2  	26.47  	80                   	
G3  	26.52  	80                   	
G4  	20.56  	77                   	
G5  	18.21  	81.5                 	
G6  	19.93  	81.5                 	
G7  	22.06  	77.5                 	
G8  	19.91  	78                   	
G9  	29.67  	82.5                 	
G10 	25.01  	80.5                 	
G11 	24.54  	79.5                 	
G12 	21.53  	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79                   	
H3  	No Cq  	67                   	
H4  	No Cq  	76.5                 	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	77                   	
H8  	No Cq  	76.5                 	
H9  	36.07  	78.5                 	
H10 	No Cq  	95                   	
H11 	No Cq  	58                   	
H12 	No Cq  	55                   	
