Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.65  	82                   	
A2  	26.55  	80                   	
A3  	27.97  	80                   	
A4  	20.68  	77.5                 	
A5  	19.52  	81.5                 	
A6  	20.77  	81.5                 	
A7  	23.43  	77.5                 	
A8  	20.87  	78.5                 	
A9  	30.5   	82                   	
A10 	26.51  	81                   	
A11 	25.65  	79.5                 	
A12 	21.62  	78.5                 	
B1  	18.9   	82                   	
B2  	26.54  	80                   	
B3  	26.51  	80                   	
B4  	20.47  	77                   	
B5  	18.72  	81.5                 	
B6  	20.49  	81                   	
B7  	22.68  	77.5                 	
B8  	20.47  	78.5                 	
B9  	30.04  	82.5                 	
B10 	26.99  	80.5                 	
B11 	24.86  	79.5                 	
B12 	20.85  	78.5                 	
C1  	18.66  	82                   	
C2  	26.23  	79.5                 	
C3  	27.7   	80                   	
C4  	20.23  	77.5                 	
C5  	18.33  	81.5                 	
C6  	19.6   	81                   	
C7  	22.33  	78                   	
C8  	19.64  	78.5                 	
C9  	30.59  	82.5                 	
C10 	25.5   	81                   	
C11 	24     	79.5                 	
C12 	20.67  	79                   	
D1  	18.55  	82                   	
D2  	25.51  	80                   	
D3  	26.53  	80                   	
D4  	19.75  	77.5                 	
D5  	18.34  	81.5                 	
D6  	20.2   	81.5                 	
D7  	22.56  	78                   	
D8  	19.83  	78.5                 	
D9  	31.03  	82.5                 	
D10 	26.1   	81                   	
D11 	24.53  	79.5                 	
D12 	20.51  	79                   	
E1  	18.99  	82                   	
E2  	25.68  	80                   	
E3  	27.36  	80                   	
E4  	20.64  	77.5                 	
E5  	18.69  	81.5                 	
E6  	20.4   	81                   	
E7  	22.67  	78                   	
E8  	20.49  	78.5                 	
E9  	30.24  	82.5                 	
E10 	26.23  	81                   	
E11 	24.73  	79.5                 	
E12 	20.7   	79                   	
F1  	19.62  	82                   	
F2  	26.28  	80                   	
F3  	26.31  	80                   	
F4  	20.61  	77.5                 	
F5  	19.35  	81.5                 	
F6  	20.63  	81                   	
F7  	23.34  	77.5                 	
F8  	20.95  	78.5                 	
F9  	30.27  	82.5                 	
F10 	25.58  	80.5                 	
F11 	25.06  	79.5                 	
F12 	21.52  	79                   	
G1  	18.73  	82                   	
G2  	25.44  	80                   	
G3  	25.55  	80                   	
G4  	19.84  	77                   	
G5  	18.69  	81.5                 	
G6  	19.81  	81                   	
G7  	22.29  	77.5                 	
G8  	20.21  	78.5                 	
G9  	28.18  	82.5                 	
G10 	25.63  	81                   	
G11 	24.64  	79.5                 	
G12 	20.7   	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79.5                 	
H3  	No Cq  	60                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	59                   	
H10 	No Cq  	71.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
