Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.88  	82                   	
A2  	26.64  	80                   	
A3  	27.46  	80                   	
A4  	20.8   	77.5                 	
A5  	19.67  	81.5                 	
A6  	20.93  	81.5                 	
A7  	23.58  	77.5                 	
A8  	20.95  	78.5                 	
A9  	30.6   	82.5                 	
A10 	26.47  	81                   	
A11 	25.7   	79.5                 	
A12 	21.79  	78.5                 	
B1  	19.52  	82                   	
B2  	26.63  	80                   	
B3  	26.55  	80                   	
B4  	20.46  	77.5                 	
B5  	18.8   	81.5                 	
B6  	20.65  	81                   	
B7  	22.96  	77.5                 	
B8  	20.76  	78.5                 	
B9  	29.64  	82.5                 	
B10 	26.53  	81                   	
B11 	24.92  	79.5                 	
B12 	21.08  	78.5                 	
C1  	18.79  	82                   	
C2  	26.25  	80                   	
C3  	27.51  	80                   	
C4  	20.35  	77.5                 	
C5  	18.51  	81.5                 	
C6  	19.82  	81                   	
C7  	22.41  	77.5                 	
C8  	19.73  	78.5                 	
C9  	30.63  	82.5                 	
C10 	25.74  	81                   	
C11 	24.59  	79.5                 	
C12 	20.76  	79                   	
D1  	18.63  	82.5                 	
D2  	25.6   	80                   	
D3  	26.55  	80                   	
D4  	19.83  	77.5                 	
D5  	18.41  	81.5                 	
D6  	20.47  	81.5                 	
D7  	22.52  	77.5                 	
D8  	20.36  	78.5                 	
D9  	29.53  	82.5                 	
D10 	25.77  	81                   	
D11 	24.44  	79.5                 	
D12 	20.59  	79                   	
E1  	19.48  	82.5                 	
E2  	26.18  	80                   	
E3  	27.61  	80                   	
E4  	20.69  	77.5                 	
E5  	18.87  	81.5                 	
E6  	20.55  	81                   	
E7  	22.72  	77.5                 	
E8  	20.61  	78.5                 	
E9  	30.19  	82.5                 	
E10 	26.96  	81                   	
E11 	24.86  	79.5                 	
E12 	20.83  	78.5                 	
F1  	19.85  	82                   	
F2  	26.45  	80                   	
F3  	26.41  	80                   	
F4  	20.85  	77.5                 	
F5  	19.56  	81.5                 	
F6  	21.22  	81                   	
F7  	23.37  	77.5                 	
F8  	20.82  	78.5                 	
F9  	29.78  	82.5                 	
F10 	26.44  	80.5                 	
F11 	25.77  	79.5                 	
F12 	21.65  	79                   	
G1  	18.96  	82                   	
G2  	25.93  	80                   	
G3  	25.46  	80                   	
G4  	19.97  	77.5                 	
G5  	18.73  	81.5                 	
G6  	19.93  	81                   	
G7  	22.56  	77.5                 	
G8  	20.48  	78                   	
G9  	27.81  	82.5                 	
G10 	25.65  	81                   	
G11 	24.88  	79.5                 	
G12 	20.88  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	55                   	
H3  	No Cq  	62.5                 	
H4  	No Cq  	95                   	
H5  	37.97  	75                   	
H6  	No Cq  	55                   	
H7  	No Cq  	78.5                 	
H8  	38.81  	78.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	81                   	
H11 	No Cq  	58.5                 	
H12 	No Cq  	57.5                 	
