Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.56  	82.5                 	
A2  	27.15  	80                   	
A3  	25.32  	80                   	
A4  	20.42  	77.5                 	
A5  	19.33  	81.5                 	
A6  	21.26  	81.5                 	
A7  	23.18  	77.5                 	
A8  	20.56  	78.5                 	
A9  	30.62  	82.5                 	
A10 	25.29  	81                   	
A11 	25.62  	79.5                 	
A12 	21.38  	79                   	
B1  	19.05  	82.5                 	
B2  	26.16  	80                   	
B3  	27.67  	80                   	
B4  	19.76  	77.5                 	
B5  	18.83  	81.5                 	
B6  	19.86  	81                   	
B7  	22.77  	77.5                 	
B8  	20.37  	78.5                 	
B9  	30.89  	82.5                 	
B10 	25.61  	81                   	
B11 	24.94  	80                   	
B12 	20.89  	79                   	
C1  	19.96  	82.5                 	
C2  	26.78  	80                   	
C3  	26.62  	80                   	
C4  	20.81  	77.5                 	
C5  	19.68  	81.5                 	
C6  	21.55  	81                   	
C7  	23.59  	77.5                 	
C8  	20.92  	78.5                 	
C9  	29.94  	82.5                 	
C10 	26.4   	81                   	
C11 	26.04  	80                   	
C12 	21.81  	79                   	
D1  	19.05  	82.5                 	
D2  	25.87  	80                   	
D3  	25.91  	80                   	
D4  	20.39  	77.5                 	
D5  	18.84  	81.5                 	
D6  	20.63  	81                   	
D7  	22.92  	78                   	
D8  	20.6   	78.5                 	
D9  	29.52  	82.5                 	
D10 	25.94  	81                   	
D11 	25.53  	79.5                 	
D12 	21.68  	79                   	
E1  	25.13  	82.5                 	
E2  	31.79  	80                   	
E3  	28.85  	80                   	
E4  	25.77  	77.5                 	
E5  	24.89  	81.5                 	
E6  	26.69  	81.5                 	
E7  	28.18  	78                   	
E8  	26.11  	78.5                 	
E9  	No Cq  	58.5                 	
E10 	31.54  	80                   	
E11 	31.32  	80                   	
E12 	26.07  	79                   	
F1  	18.87  	82.5                 	
F2  	24.49  	80                   	
F3  	20.66  	80                   	
F4  	18.8   	77.5                 	
F5  	18.17  	81.5                 	
F6  	18.81  	81.5                 	
F7  	22.57  	78                   	
F8  	19.98  	78.5                 	
F9  	24.71  	82.5                 	
F10 	23.68  	81                   	
F11 	24.52  	80                   	
F12 	20.01  	79                   	
G1  	19.82  	82.5                 	
G2  	24.98  	80                   	
G3  	20.72  	80                   	
G4  	19.15  	77.5                 	
G5  	19.11  	81.5                 	
G6  	19.76  	81.5                 	
G7  	22.88  	78                   	
G8  	20.7   	78.5                 	
G9  	25.01  	82.5                 	
G10 	23.08  	81                   	
G11 	25.23  	80                   	
G12 	20.77  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	80.5                 	
H3  	No Cq  	80.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	78                   	
H8  	No Cq  	78                   	
H9  	No Cq  	55                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
