Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.56  	82.5                 	
A2  	27.18  	80                   	
A3  	26.22  	80                   	
A4  	20.9   	77                   	
A5  	19.38  	81.5                 	
A6  	21.28  	81                   	
A7  	23.28  	77.5                 	
A8  	20.65  	78.5                 	
A9  	29.37  	82.5                 	
A10 	26.33  	81                   	
A11 	25.57  	79.5                 	
A12 	21.7   	79                   	
B1  	18.89  	82.5                 	
B2  	25.89  	80                   	
B3  	24.87  	80                   	
B4  	20.5   	77.5                 	
B5  	18.67  	81.5                 	
B6  	20.56  	81                   	
B7  	22.6   	78                   	
B8  	20.38  	78.5                 	
B9  	29.58  	82.5                 	
B10 	25.78  	81                   	
B11 	24.93  	79.5                 	
B12 	20.81  	79                   	
C1  	18.96  	82.5                 	
C2  	26.43  	80                   	
C3  	24.59  	80                   	
C4  	20.62  	77.5                 	
C5  	18.7   	81.5                 	
C6  	20.87  	81.5                 	
C7  	22.68  	78                   	
C8  	20.76  	78.5                 	
C9  	29.75  	82.5                 	
C10 	25.1   	81                   	
C11 	25.23  	79.5                 	
C12 	20.93  	79                   	
D1  	19.16  	82.5                 	
D2  	25.53  	80                   	
D3  	23.56  	80                   	
D4  	19.76  	77.5                 	
D5  	18.9   	81.5                 	
D6  	19.98  	81                   	
D7  	22.67  	78                   	
D8  	20.63  	78.5                 	
D9  	28.99  	82.5                 	
D10 	25.79  	81                   	
D11 	25.12  	79.5                 	
D12 	21.06  	79                   	
E1  	20.79  	82.5                 	
E2  	26.57  	80                   	
E3  	24.45  	80                   	
E4  	20.71  	77.5                 	
E5  	19.88  	81.5                 	
E6  	21     	81.5                 	
E7  	23.66  	78                   	
E8  	21.59  	78.5                 	
E9  	28.79  	82.5                 	
E10 	26.79  	81                   	
E11 	26.26  	80                   	
E12 	22.08  	79                   	
F1  	19.92  	82.5                 	
F2  	26.99  	80                   	
F3  	25.08  	80                   	
F4  	20.77  	77.5                 	
F5  	19.16  	81.5                 	
F6  	20.65  	81                   	
F7  	23.48  	78                   	
F8  	20.8   	78.5                 	
F9  	29.44  	82.5                 	
F10 	26.51  	81                   	
F11 	25.46  	80                   	
F12 	21.77  	79                   	
G1  	18.88  	82.5                 	
G2  	25.49  	80                   	
G3  	25.88  	80                   	
G4  	19.77  	77.5                 	
G5  	18.66  	81.5                 	
G6  	19.69  	81                   	
G7  	22.61  	78                   	
G8  	19.96  	78.5                 	
G9  	28.97  	82.5                 	
G10 	24.88  	81                   	
G11 	24.46  	80                   	
G12 	20.73  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	80                   	
H3  	No Cq  	79                   	
H4  	36.78  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	57.5                 	
H8  	No Cq  	79                   	
H9  	No Cq  	55                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	55                   	
