Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.64  	82                   	
A2  	26.55  	80                   	
A3  	26.45  	80                   	
A4  	20.62  	77.5                 	
A5  	19.24  	81.5                 	
A6  	20.82  	81.5                 	
A7  	23.33  	77.5                 	
A8  	20.63  	78.5                 	
A9  	31.44  	82.5                 	
A10 	26.44  	81                   	
A11 	25.27  	79.5                 	
A12 	21.93  	78.5                 	
B1  	19.6   	82                   	
B2  	27.41  	80                   	
B3  	26.54  	80                   	
B4  	20.41  	77.5                 	
B5  	19.26  	81.5                 	
B6  	20.98  	81                   	
B7  	23.63  	77.5                 	
B8  	20.72  	78.5                 	
B9  	28.77  	82.5                 	
B10 	27.09  	81                   	
B11 	25.59  	79.5                 	
B12 	21.87  	78.5                 	
C1  	20.82  	82                   	
C2  	28.25  	80                   	
C3  	28.12  	80                   	
C4  	21.64  	77.5                 	
C5  	20.62  	81.5                 	
C6  	22.28  	81.5                 	
C7  	24.25  	77.5                 	
C8  	21.92  	78.5                 	
C9  	32.24  	82.5                 	
C10 	27.53  	81                   	
C11 	26.84  	79.5                 	
C12 	22.71  	79                   	
D1  	19.52  	82                   	
D2  	26.56  	80                   	
D3  	27.36  	80                   	
D4  	20.67  	77.5                 	
D5  	18.82  	81.5                 	
D6  	20.69  	81.5                 	
D7  	22.58  	78                   	
D8  	20.61  	78.5                 	
D9  	29.43  	82.5                 	
D10 	26.12  	80.5                 	
D11 	24.94  	79.5                 	
D12 	21.51  	79                   	
E1  	20.46  	82                   	
E2  	27.69  	80                   	
E3  	27.32  	80                   	
E4  	21.45  	77.5                 	
E5  	20.21  	81.5                 	
E6  	21.54  	81.5                 	
E7  	23.56  	78                   	
E8  	21.48  	78.5                 	
E9  	30.24  	82.5                 	
E10 	26.67  	81                   	
E11 	25.9   	79.5                 	
E12 	21.88  	78.5                 	
F1  	19.76  	82                   	
F2  	26.7   	80                   	
F3  	27.62  	80                   	
F4  	20.72  	77.5                 	
F5  	19.05  	81.5                 	
F6  	20.69  	81.5                 	
F7  	22.75  	78                   	
F8  	20.72  	78.5                 	
F9  	30.31  	82.5                 	
F10 	26.7   	81                   	
F11 	25.11  	79.5                 	
F12 	21.83  	78.5                 	
G1  	19.69  	82                   	
G2  	26.67  	80                   	
G3  	26.57  	80                   	
G4  	20.47  	77.5                 	
G5  	19.25  	81.5                 	
G6  	20.79  	81                   	
G7  	23.54  	77.5                 	
G8  	20.88  	78.5                 	
G9  	30.5   	82.5                 	
G10 	25.93  	81                   	
G11 	25.54  	79.5                 	
G12 	21.76  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	67.5                 	
H3  	No Cq  	68                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	78.5                 	
H8  	39.06  	78                   	
H9  	No Cq  	71                   	
H10 	No Cq  	77                   	
H11 	No Cq  	58                   	
H12 	No Cq  	57                   	
