Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.58  	82.5                 	
A2  	26.44  	80                   	
A3  	26.1   	80                   	
A4  	20.68  	77.5                 	
A5  	19.43  	81.5                 	
A6  	20.76  	81                   	
A7  	23.21  	77.5                 	
A8  	20.43  	78.5                 	
A9  	29.21  	82.5                 	
A10 	26.24  	81                   	
A11 	25.32  	79.5                 	
A12 	21.71  	79                   	
B1  	18.83  	82.5                 	
B2  	25.5   	80                   	
B3  	24.68  	80                   	
B4  	20.39  	77.5                 	
B5  	18.64  	81.5                 	
B6  	20.68  	81                   	
B7  	22.59  	77.5                 	
B8  	20.39  	78.5                 	
B9  	29.43  	82.5                 	
B10 	26.35  	81                   	
B11 	25.02  	79.5                 	
B12 	20.78  	79                   	
C1  	18.95  	82.5                 	
C2  	26.28  	80                   	
C3  	24.73  	80                   	
C4  	20.57  	77.5                 	
C5  	18.67  	81.5                 	
C6  	20.68  	81.5                 	
C7  	22.68  	78                   	
C8  	20.61  	78.5                 	
C9  	28.8   	82.5                 	
C10 	25.65  	81                   	
C11 	25.43  	79.5                 	
C12 	20.91  	79                   	
D1  	19     	82.5                 	
D2  	25.44  	80                   	
D3  	23.49  	80                   	
D4  	19.64  	77.5                 	
D5  	18.82  	81.5                 	
D6  	19.88  	81                   	
D7  	22.6   	78                   	
D8  	20.62  	78.5                 	
D9  	29.25  	82.5                 	
D10 	25.59  	81                   	
D11 	24.82  	80                   	
D12 	21.05  	79                   	
E1  	20.64  	82.5                 	
E2  	26.48  	80                   	
E3  	23.93  	80                   	
E4  	20.68  	77.5                 	
E5  	19.95  	81.5                 	
E6  	20.91  	81.5                 	
E7  	23.63  	78                   	
E8  	21.69  	78.5                 	
E9  	28.14  	82.5                 	
E10 	26.82  	81                   	
E11 	25.96  	80                   	
E12 	21.95  	79                   	
F1  	19.8   	82.5                 	
F2  	26.43  	80                   	
F3  	24.83  	80                   	
F4  	20.63  	77.5                 	
F5  	19.54  	81.5                 	
F6  	20.54  	81                   	
F7  	23.07  	78                   	
F8  	20.61  	78.5                 	
F9  	28.8   	82.5                 	
F10 	26.59  	81                   	
F11 	25.19  	80                   	
F12 	21.68  	79                   	
G1  	18.83  	82.5                 	
G2  	25.38  	80                   	
G3  	25.81  	80                   	
G4  	19.81  	77.5                 	
G5  	18.56  	81.5                 	
G6  	19.61  	81                   	
G7  	22.53  	78                   	
G8  	19.77  	78.5                 	
G9  	27.93  	82.5                 	
G10 	24.84  	81                   	
G11 	24.65  	80                   	
G12 	20.68  	79                   	
H1  	No Cq  	55                   	
H2  	33.02  	79                   	
H3  	No Cq  	93                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	58                   	
H7  	No Cq  	77.5                 	
H8  	No Cq  	79                   	
H9  	No Cq  	55                   	
H10 	No Cq  	81                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
