Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.69  	82                   	
A2  	26.31  	80                   	
A3  	26.23  	79.5                 	
A4  	20.48  	77                   	
A5  	19.52  	81.5                 	
A6  	20.47  	80.5                 	
A7  	23.35  	77.5                 	
A8  	20.58  	78                   	
A9  	27.73  	82                   	
A10 	26.37  	80.5                 	
A11 	25.53  	79.5                 	
A12 	21.55  	79                   	
B1  	20.87  	82                   	
B2  	28.39  	80                   	
B3  	27.98  	80                   	
B4  	22.76  	77                   	
B5  	21.3   	81.5                 	
B6  	21.81  	81                   	
B7  	24.52  	77.5                 	
B8  	22.44  	78                   	
B9  	28.7   	82.5                 	
B10 	28.21  	81                   	
B11 	26.63  	79.5                 	
B12 	23.66  	78.5                 	
C1  	20.62  	82                   	
C2  	26.38  	80                   	
C3  	23.87  	80                   	
C4  	21.36  	77.5                 	
C5  	20.4   	81.5                 	
C6  	21.51  	81.5                 	
C7  	23.96  	77.5                 	
C8  	21.72  	78.5                 	
C9  	28.52  	82.5                 	
C10 	26.9   	81                   	
C11 	26.52  	79.5                 	
C12 	21.85  	78.5                 	
D1  	19.06  	82                   	
D2  	25.74  	79.5                 	
D3  	24.86  	79.5                 	
D4  	19.81  	77                   	
D5  	18.74  	81.5                 	
D6  	20.64  	81.5                 	
D7  	22.77  	77.5                 	
D8  	20.6   	78.5                 	
D9  	27.37  	82.5                 	
D10 	26.69  	81                   	
D11 	25.15  	79.5                 	
D12 	21.64  	78.5                 	
E1  	18.88  	82                   	
E2  	25.32  	80                   	
E3  	24.41  	80                   	
E4  	19.7   	77.5                 	
E5  	18.71  	81.5                 	
E6  	20.47  	81.5                 	
E7  	22.59  	77.5                 	
E8  	19.98  	78.5                 	
E9  	27.86  	82.5                 	
E10 	25.38  	81                   	
E11 	24.59  	79.5                 	
E12 	20.87  	79                   	
F1  	18.91  	82                   	
F2  	26.61  	80                   	
F3  	24.87  	80                   	
F4  	19.89  	77.5                 	
F5  	18.65  	81.5                 	
F6  	20.43  	81                   	
F7  	22.74  	77.5                 	
F8  	20.65  	78.5                 	
F9  	28.47  	82.5                 	
F10 	25.57  	81                   	
F11 	24.88  	79.5                 	
F12 	21.5   	79                   	
G1  	18.87  	82                   	
G2  	26.49  	80                   	
G3  	24.6   	79.5                 	
G4  	19.84  	77                   	
G5  	18.58  	81.5                 	
G6  	20.05  	81                   	
G7  	22.56  	77.5                 	
G8  	20.51  	78.5                 	
G9  	31.31  	82.5                 	
G10 	26.37  	81                   	
G11 	24.47  	79.5                 	
G12 	20.97  	79                   	
H1  	No Cq  	55                   	
H2  	No Cq  	79.5                 	
H3  	No Cq  	95                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	95                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57                   	
