Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.04  	82                   	
A2  	23.6   	80                   	
A3  	18.95  	80                   	
A4  	18.81  	77                   	
A5  	18.81  	81.5                 	
A6  	19.77  	81                   	
A7  	22.7   	77.5                 	
A8  	20.66  	78                   	
A9  	21.88  	82                   	
A10 	22.67  	80.5                 	
A11 	24.74  	79.5                 	
A12 	20.5   	78.5                 	
B1  	18.98  	82                   	
B2  	24.35  	80                   	
B3  	20.21  	80                   	
B4  	18.84  	77                   	
B5  	18.74  	81.5                 	
B6  	19.21  	81.5                 	
B7  	22.15  	77.5                 	
B8  	20.01  	78                   	
B9  	25.42  	82.5                 	
B10 	23.52  	80.5                 	
B11 	24.28  	79.5                 	
B12 	20.8   	78.5                 	
C1  	18.96  	82                   	
C2  	23.88  	80                   	
C3  	17.98  	80                   	
C4  	18.6   	77.5                 	
C5  	18.75  	81.5                 	
C6  	19.04  	81.5                 	
C7  	22.5   	77.5                 	
C8  	20.55  	78.5                 	
C9  	19.79  	82.5                 	
C10 	21.99  	81                   	
C11 	24.33  	79.5                 	
C12 	20.63  	78.5                 	
D1  	18.32  	82                   	
D2  	23.07  	80                   	
D3  	19.03  	80                   	
D4  	18.55  	77.5                 	
D5  	18.04  	81.5                 	
D6  	18.71  	81.5                 	
D7  	21.75  	77.5                 	
D8  	19.82  	78.5                 	
D9  	21.99  	82.5                 	
D10 	22.24  	81                   	
D11 	23.93  	79.5                 	
D12 	19.88  	79                   	
E1  	18.83  	82                   	
E2  	25.43  	80                   	
E3  	18.93  	80                   	
E4  	18.75  	77.5                 	
E5  	18.68  	81.5                 	
E6  	19.56  	81                   	
E7  	22.32  	77.5                 	
E8  	20.36  	78.5                 	
E9  	25.96  	82.5                 	
E10 	23.38  	81                   	
E11 	24.43  	79.5                 	
E12 	20.72  	78.5                 	
F1  	19.52  	82                   	
F2  	24.8   	80                   	
F3  	23.86  	80                   	
F4  	19.8   	77.5                 	
F5  	18.94  	81.5                 	
F6  	19.75  	81.5                 	
F7  	22.91  	77.5                 	
F8  	20.78  	78.5                 	
F9  	26.94  	82.5                 	
F10 	25.76  	81                   	
F11 	25.2   	79.5                 	
F12 	21     	78.5                 	
G1  	19.72  	82                   	
G2  	26.49  	80                   	
G3  	21.89  	80                   	
G4  	19.77  	77                   	
G5  	19.12  	81.5                 	
G6  	20.63  	81.5                 	
G7  	23.03  	77.5                 	
G8  	20.9   	78                   	
G9  	25.64  	82                   	
G10 	24.94  	81                   	
G11 	25.24  	79.5                 	
G12 	21.66  	78.5                 	
H1  	No Cq  	55                   	
H2  	No Cq  	95                   	
H3  	No Cq  	55                   	
H4  	No Cq  	77                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	58                   	
H7  	No Cq  	77.5                 	
H8  	No Cq  	78.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	80                   	
H11 	No Cq  	58.5                 	
H12 	No Cq  	57                   	
