Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.75  	82                   	
A2  	26.3   	80                   	
A3  	20.51  	77                   	
A4  	26.45  	80                   	
A5  	19.48  	81.5                 	
A6  	20.65  	81                   	
A7  	23.42  	77.5                 	
A8  	20.71  	78.5                 	
A9  	28.29  	82.5                 	
A10 	26.41  	80.5                 	
A11 	25.41  	79.5                 	
A12 	21.66  	79                   	
B1  	21.01  	82                   	
B2  	28.64  	79.5                 	
B3  	22.67  	77                   	
B4  	28.15  	80                   	
B5  	21.47  	81.5                 	
B6  	21.79  	81.5                 	
B7  	24.66  	77.5                 	
B8  	22.65  	78.5                 	
B9  	28.48  	82.5                 	
B10 	27.67  	81                   	
B11 	26.94  	79.5                 	
B12 	23.89  	78.5                 	
C1  	20.78  	82                   	
C2  	26.58  	80                   	
C3  	21.39  	77.5                 	
C4  	24.33  	80                   	
C5  	20.51  	81.5                 	
C6  	21.55  	81.5                 	
C7  	24.29  	77.5                 	
C8  	21.81  	78.5                 	
C9  	27.83  	82.5                 	
C10 	26.67  	81                   	
C11 	26.73  	79.5                 	
C12 	21.98  	79                   	
D1  	19.49  	82                   	
D2  	26.15  	80                   	
D3  	20.02  	77                   	
D4  	24.98  	80                   	
D5  	18.81  	81.5                 	
D6  	20.7   	81.5                 	
D7  	22.83  	77.5                 	
D8  	20.72  	78.5                 	
D9  	27.81  	82.5                 	
D10 	26.49  	80.5                 	
D11 	25.34  	79.5                 	
D12 	21.71  	78.5                 	
E1  	18.93  	82                   	
E2  	25.45  	80                   	
E3  	19.78  	77                   	
E4  	24.38  	80                   	
E5  	18.58  	81.5                 	
E6  	20.07  	81.5                 	
E7  	22.62  	77.5                 	
E8  	20.01  	78.5                 	
E9  	27.93  	82.5                 	
E10 	25.56  	81                   	
E11 	24.72  	79.5                 	
E12 	21.05  	78.5                 	
F1  	18.94  	82                   	
F2  	26.85  	80                   	
F3  	19.93  	77.5                 	
F4  	24.86  	80                   	
F5  	18.79  	81.5                 	
F6  	20.6   	81                   	
F7  	22.74  	77.5                 	
F8  	20.67  	78.5                 	
F9  	28.3   	82.5                 	
F10 	25.61  	81                   	
F11 	24.85  	79.5                 	
F12 	21.66  	79                   	
G1  	18.87  	82.5                 	
G2  	26.35  	80                   	
G3  	19.87  	77                   	
G4  	24.84  	80                   	
G5  	18.67  	81.5                 	
G6  	20.2   	81                   	
G7  	22.7   	77.5                 	
G8  	20.54  	78                   	
G9  	31.67  	82.5                 	
G10 	26.49  	81                   	
G11 	24.92  	79.5                 	
G12 	20.99  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79.5                 	
H3  	No Cq  	77                   	
H4  	No Cq  	80                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77.5                 	
H8  	No Cq  	78                   	
H9  	No Cq  	58                   	
H10 	No Cq  	80                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
