Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.24  	82                   	
A2  	23.88  	80                   	
A3  	20.69  	80                   	
A4  	18.83  	77.5                 	
A5  	18.13  	81.5                 	
A6  	18.79  	81                   	
A7  	21.84  	77.5                 	
A8  	19.86  	78.5                 	
A9  	24.92  	82.5                 	
A10 	23.07  	81                   	
A11 	24.16  	79.5                 	
A12 	20.11  	78.5                 	
B1  	19.11  	82                   	
B2  	24.94  	80                   	
B3  	20.7   	80                   	
B4  	19.45  	77                   	
B5  	18.91  	81.5                 	
B6  	19.54  	81                   	
B7  	22.61  	77.5                 	
B8  	20.5   	78.5                 	
B9  	23.98  	82.5                 	
B10 	23.59  	81                   	
B11 	24.9   	79.5                 	
B12 	20.68  	78.5                 	
C1  	18.96  	82                   	
C2  	26.39  	80                   	
C3  	25.45  	80                   	
C4  	20.31  	77.5                 	
C5  	18.83  	81.5                 	
C6  	20.65  	81.5                 	
C7  	22.75  	78                   	
C8  	20.47  	78.5                 	
C9  	30.44  	82.5                 	
C10 	25.93  	81                   	
C11 	24.99  	79.5                 	
C12 	21.5   	78.5                 	
D1  	18.85  	82                   	
D2  	26.66  	80                   	
D3  	25.35  	80                   	
D4  	20.34  	77.5                 	
D5  	18.64  	81.5                 	
D6  	20.56  	81.5                 	
D7  	22.54  	78                   	
D8  	20.53  	78.5                 	
D9  	29.46  	82.5                 	
D10 	25.89  	81                   	
D11 	24.89  	79.5                 	
D12 	21.66  	79                   	
E1  	18     	82                   	
E2  	26.38  	80                   	
E3  	25.35  	80                   	
E4  	19.72  	77.5                 	
E5  	17.92  	81.5                 	
E6  	19.76  	81.5                 	
E7  	21.77  	78                   	
E8  	19.59  	78.5                 	
E9  	31.29  	82.5                 	
E10 	24.82  	81                   	
E11 	24.39  	79.5                 	
E12 	20.68  	79                   	
F1  	18.89  	82                   	
F2  	26.78  	80                   	
F3  	24.84  	80                   	
F4  	20.05  	77.5                 	
F5  	18.59  	81.5                 	
F6  	20.62  	81.5                 	
F7  	22.6   	78                   	
F8  	20.49  	78.5                 	
F9  	30.1   	82.5                 	
F10 	25.91  	81                   	
F11 	24.77  	79.5                 	
F12 	21.03  	79                   	
G1  	18.47  	82                   	
G2  	25.47  	80                   	
G3  	24.91  	80                   	
G4  	19.8   	77                   	
G5  	18.57  	81.5                 	
G6  	20.48  	81.5                 	
G7  	22.5   	77.5                 	
G8  	19.91  	78.5                 	
G9  	28.65  	82.5                 	
G10 	25.68  	81                   	
G11 	24.53  	79.5                 	
G12 	21.05  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79.5                 	
H3  	No Cq  	61                   	
H4  	No Cq  	76.5                 	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57                   	
H7  	No Cq  	78.5                 	
H8  	38.29  	79                   	
H9  	38.66  	55                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	58.5                 	
