Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.78  	82                   	
A2  	24.35  	80                   	
A3  	21.03  	80                   	
A4  	19     	77                   	
A5  	18.59  	81.5                 	
A6  	18.99  	81                   	
A7  	22.13  	77.5                 	
A8  	20.26  	78.5                 	
A9  	25.59  	82.5                 	
A10 	23.54  	81                   	
A11 	24.7   	79.5                 	
A12 	20.63  	78.5                 	
B1  	19.29  	82                   	
B2  	25.08  	80                   	
B3  	20.94  	80                   	
B4  	19.98  	77                   	
B5  	19.16  	81.5                 	
B6  	19.94  	81                   	
B7  	22.86  	77.5                 	
B8  	20.42  	78.5                 	
B9  	24.19  	82.5                 	
B10 	23.91  	81                   	
B11 	25.26  	79.5                 	
B12 	20.98  	78.5                 	
C1  	19.41  	82                   	
C2  	26.68  	80                   	
C3  	25.78  	80                   	
C4  	20.16  	77.5                 	
C5  	19.04  	81.5                 	
C6  	20.86  	81.5                 	
C7  	22.94  	78                   	
C8  	20.8   	78.5                 	
C9  	32.57  	82.5                 	
C10 	25.99  	81                   	
C11 	25.25  	79.5                 	
C12 	22.05  	79                   	
D1  	19.12  	82                   	
D2  	26.9   	80                   	
D3  	25.13  	80                   	
D4  	20.19  	77.5                 	
D5  	18.95  	81.5                 	
D6  	20.8   	81.5                 	
D7  	22.91  	78                   	
D8  	20.78  	78.5                 	
D9  	29.88  	82.5                 	
D10 	26.13  	81                   	
D11 	25.29  	79.5                 	
D12 	22     	79                   	
E1  	18.34  	82                   	
E2  	26.61  	80                   	
E3  	25.68  	80                   	
E4  	19.98  	77.5                 	
E5  	18.13  	81.5                 	
E6  	19.95  	81.5                 	
E7  	22.05  	78                   	
E8  	19.9   	78.5                 	
E9  	31.84  	82.5                 	
E10 	24.92  	81                   	
E11 	24.6   	79.5                 	
E12 	20.99  	79                   	
F1  	18.89  	82                   	
F2  	26.88  	80                   	
F3  	25.19  	80                   	
F4  	20.12  	77.5                 	
F5  	18.82  	81.5                 	
F6  	20.73  	81.5                 	
F7  	22.72  	77.5                 	
F8  	20.37  	78.5                 	
F9  	30.24  	82.5                 	
F10 	26.06  	81                   	
F11 	25.14  	79.5                 	
F12 	21.65  	79                   	
G1  	18.91  	82                   	
G2  	25.97  	80                   	
G3  	25.14  	80                   	
G4  	20.15  	77                   	
G5  	18.74  	81.5                 	
G6  	20.43  	81.5                 	
G7  	22.63  	77.5                 	
G8  	20.19  	78.5                 	
G9  	29.03  	82.5                 	
G10 	25.89  	81                   	
G11 	24.61  	79.5                 	
G12 	21.35  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	79.5                 	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	77                   	
H8  	No Cq  	79                   	
H9  	No Cq  	57                   	
H10 	No Cq  	80.5                 	
H11 	No Cq  	55                   	
H12 	No Cq  	57.5                 	
