Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.63  	82                   	
A2  	26.13  	80                   	
A3  	26.47  	80                   	
A4  	20.34  	77                   	
A5  	18.49  	81.5                 	
A6  	19.93  	81.5                 	
A7  	21.83  	77.5                 	
A8  	19.93  	78.5                 	
A9  	29.8   	82.5                 	
A10 	25.01  	81                   	
A11 	24.05  	79.5                 	
A12 	20.84  	78.5                 	
B1  	18.85  	82                   	
B2  	27.55  	80                   	
B3  	25.63  	80                   	
B4  	20.37  	77                   	
B5  	18.78  	81.5                 	
B6  	19.88  	81                   	
B7  	22.51  	77.5                 	
B8  	19.94  	78.5                 	
B9  	30.48  	82.5                 	
B10 	26.16  	81                   	
B11 	24.66  	79.5                 	
B12 	21.01  	78.5                 	
C1  	18.61  	82                   	
C2  	24.26  	80                   	
C3  	20.51  	80                   	
C4  	18.82  	77.5                 	
C5  	18.55  	81.5                 	
C6  	18.85  	81.5                 	
C7  	21.83  	78                   	
C8  	19.91  	78.5                 	
C9  	25.69  	82.5                 	
C10 	24.35  	81                   	
C11 	24.45  	79.5                 	
C12 	20.48  	79                   	
D1  	18.71  	82                   	
D2  	25.3   	80                   	
D3  	19.94  	80                   	
D4  	18.69  	77.5                 	
D5  	18.61  	81.5                 	
D6  	19.57  	81.5                 	
D7  	21.7   	78                   	
D8  	19.8   	78.5                 	
D9  	25.4   	82.5                 	
D10 	23.77  	81                   	
D11 	24.05  	79.5                 	
D12 	20.55  	79                   	
E1  	18.65  	82                   	
E2  	24.34  	80                   	
E3  	17.82  	80                   	
E4  	18.44  	77.5                 	
E5  	18.52  	81.5                 	
E6  	18.71  	81.5                 	
E7  	22.32  	78                   	
E8  	19.82  	78.5                 	
E9  	20.17  	82.5                 	
E10 	21.87  	81                   	
E11 	24.01  	79.5                 	
E12 	20.48  	79                   	
F1  	18.91  	82                   	
F2  	24.63  	80                   	
F3  	18.8   	80                   	
F4  	19.44  	77.5                 	
F5  	18.74  	81.5                 	
F6  	19.57  	81.5                 	
F7  	22.46  	78                   	
F8  	20.67  	78.5                 	
F9  	22     	82.5                 	
F10 	22.8   	81                   	
F11 	24.67  	79.5                 	
F12 	20.78  	79                   	
G1  	18.52  	82                   	
G2  	24.37  	80                   	
G3  	25.12  	80                   	
G4  	19.79  	77.5                 	
G5  	18.31  	81.5                 	
G6  	18.8   	81                   	
G7  	21.77  	77.5                 	
G8  	19.65  	78.5                 	
G9  	29.16  	82.5                 	
G10 	25.47  	81                   	
G11 	24.65  	79.5                 	
G12 	20     	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80.5                 	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77.5                 	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	58                   	
H10 	No Cq  	81                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57                   	
