Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.58  	82.5                 	
A2  	26.08  	80                   	
A3  	29.27  	80                   	
A4  	21.28  	77.5                 	
A5  	18.51  	81.5                 	
A6  	20.63  	81                   	
A7  	22.42  	77.5                 	
A8  	19.77  	78.5                 	
A9  	28.88  	82.5                 	
A10 	26.37  	81                   	
A11 	24.53  	79.5                 	
A12 	21.62  	79                   	
B1  	18     	82.5                 	
B2  	25.44  	80                   	
B3  	24.78  	80                   	
B4  	19.49  	77.5                 	
B5  	17.82  	81.5                 	
B6  	19.66  	81                   	
B7  	21.78  	77.5                 	
B8  	19.55  	78.5                 	
B9  	28.36  	82.5                 	
B10 	24.61  	81                   	
B11 	23.99  	79.5                 	
B12 	20.57  	79                   	
C1  	18.8   	82.5                 	
C2  	26.24  	80                   	
C3  	24.7   	80                   	
C4  	19.94  	77.5                 	
C5  	18.6   	81.5                 	
C6  	19.72  	81                   	
C7  	22.49  	78                   	
C8  	19.84  	78.5                 	
C9  	28.07  	82.5                 	
C10 	25.34  	81                   	
C11 	24.87  	79.5                 	
C12 	20.78  	79                   	
D1  	18.26  	82.5                 	
D2  	25.79  	80                   	
D3  	25.97  	80                   	
D4  	19.75  	77.5                 	
D5  	18.12  	81.5                 	
D6  	19.67  	81                   	
D7  	21.83  	78                   	
D8  	19.71  	78.5                 	
D9  	29.88  	82.5                 	
D10 	26.51  	81                   	
D11 	24.72  	79.5                 	
D12 	20.92  	79                   	
E1  	18.82  	82.5                 	
E2  	26.26  	80                   	
E3  	25.98  	80                   	
E4  	19.97  	77.5                 	
E5  	18.62  	81.5                 	
E6  	19.93  	81.5                 	
E7  	22.5   	78                   	
E8  	19.93  	78.5                 	
E9  	29.38  	82.5                 	
E10 	25.73  	81                   	
E11 	24.95  	80                   	
E12 	20.96  	79                   	
F1  	19.05  	82.5                 	
F2  	25.47  	80                   	
F3  	23.91  	80                   	
F4  	19.82  	77.5                 	
F5  	18.82  	81.5                 	
F6  	20.17  	81.5                 	
F7  	22.81  	78                   	
F8  	20.13  	78.5                 	
F9  	26.42  	82.5                 	
F10 	25.61  	81                   	
F11 	25.14  	80                   	
F12 	21.19  	79                   	
G1  	18.92  	82.5                 	
G2  	25.98  	80                   	
G3  	23.92  	80                   	
G4  	19.76  	77.5                 	
G5  	18.92  	81.5                 	
G6  	19.85  	81.5                 	
G7  	22.61  	78                   	
G8  	19.97  	78.5                 	
G9  	29.17  	82.5                 	
G10 	25.9   	81                   	
G11 	24.86  	80                   	
G12 	21.16  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	77                   	
H3  	No Cq  	79.5                 	
H4  	No Cq  	77                   	
H5  	No Cq  	57                   	
H6  	No Cq  	57                   	
H7  	No Cq  	57                   	
H8  	No Cq  	55                   	
H9  	No Cq  	57.5                 	
H10 	No Cq  	81                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	58                   	
