Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.73  	82                   	
A2  	25.9   	80                   	
A3  	26.13  	80                   	
A4  	20.44  	77                   	
A5  	18.61  	81.5                 	
A6  	20.01  	81.5                 	
A7  	22.28  	77.5                 	
A8  	20.08  	78.5                 	
A9  	30.52  	82.5                 	
A10 	25.38  	81                   	
A11 	24.13  	79.5                 	
A12 	21.12  	78.5                 	
B1  	18.95  	82                   	
B2  	27.36  	80                   	
B3  	25.73  	80                   	
B4  	20.47  	77                   	
B5  	18.82  	81.5                 	
B6  	20     	81                   	
B7  	22.49  	77.5                 	
B8  	20.51  	78.5                 	
B9  	30.5   	82.5                 	
B10 	26.3   	81                   	
B11 	24.79  	79.5                 	
B12 	21.66  	78.5                 	
C1  	18.7   	82                   	
C2  	24.42  	80                   	
C3  	20.59  	80                   	
C4  	18.79  	77.5                 	
C5  	18.48  	81.5                 	
C6  	19.03  	81.5                 	
C7  	22.21  	78                   	
C8  	19.82  	78.5                 	
C9  	25.45  	82.5                 	
C10 	24.43  	81                   	
C11 	24.52  	79.5                 	
C12 	20.65  	78.5                 	
D1  	18.78  	82                   	
D2  	25.49  	80                   	
D3  	19.95  	80                   	
D4  	18.75  	77.5                 	
D5  	18.57  	81.5                 	
D6  	19.61  	81.5                 	
D7  	21.71  	78                   	
D8  	19.77  	78.5                 	
D9  	25.59  	82.5                 	
D10 	23.73  	81                   	
D11 	24.03  	79.5                 	
D12 	20.68  	79                   	
E1  	18.77  	82                   	
E2  	24.42  	80                   	
E3  	17.91  	80                   	
E4  	18.48  	77.5                 	
E5  	18.52  	81.5                 	
E6  	18.78  	81                   	
E7  	22.11  	78                   	
E8  	19.9   	78.5                 	
E9  	20.61  	82.5                 	
E10 	21.91  	81                   	
E11 	24.05  	79.5                 	
E12 	20.66  	79                   	
F1  	19.04  	82                   	
F2  	24.51  	80                   	
F3  	18.82  	80                   	
F4  	19.5   	77.5                 	
F5  	18.84  	81.5                 	
F6  	19.51  	81.5                 	
F7  	22.61  	77.5                 	
F8  	20.71  	78.5                 	
F9  	22.53  	82.5                 	
F10 	22.73  	81                   	
F11 	24.85  	79.5                 	
F12 	20.85  	79                   	
G1  	18.03  	82                   	
G2  	24.17  	80                   	
G3  	25.2   	80                   	
G4  	19.75  	77.5                 	
G5  	18.48  	81.5                 	
G6  	18.81  	81                   	
G7  	21.88  	77.5                 	
G8  	19.78  	78.5                 	
G9  	28.46  	82.5                 	
G10 	25.4   	81                   	
G11 	24.71  	79.5                 	
G12 	20.11  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	55                   	
H3  	No Cq  	55                   	
H4  	No Cq  	76.5                 	
H5  	No Cq  	58                   	
H6  	No Cq  	55                   	
H7  	No Cq  	78.5                 	
H8  	38.31  	78.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	80                   	
H11 	No Cq  	55                   	
H12 	No Cq  	58                   	
