Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.91  	82                   	
A2  	27.48  	79.5                 	
A3  	28.5   	79.5                 	
A4  	20.82  	77                   	
A5  	18.77  	81.5                 	
A6  	20.71  	81                   	
A7  	22.63  	77.5                 	
A8  	20.14  	78.5                 	
A9  	29.94  	82                   	
A10 	27.05  	80.5                 	
A11 	24.79  	79.5                 	
A12 	21.79  	78.5                 	
B1  	22.71  	82                   	
B2  	29.67  	80                   	
B3  	29.9   	79.5                 	
B4  	23.69  	77                   	
B5  	22.59  	81.5                 	
B6  	25.22  	81                   	
B7  	25.59  	77.5                 	
B8  	23.32  	78                   	
B9  	32.91  	80.5                 	
B10 	30.98  	80                   	
B11 	29.12  	79.5                 	
B12 	24.16  	78.5                 	
C1  	18.47  	82                   	
C2  	25.69  	80                   	
C3  	26.27  	80                   	
C4  	20.5   	77                   	
C5  	18.47  	81.5                 	
C6  	19.8   	81                   	
C7  	22.22  	77.5                 	
C8  	19.63  	78.5                 	
C9  	28.91  	82.5                 	
C10 	25.58  	81                   	
C11 	24.82  	79.5                 	
C12 	20.79  	78.5                 	
D1  	18.84  	82                   	
D2  	28.19  	80                   	
D3  	25.59  	80                   	
D4  	20.6   	77.5                 	
D5  	18.75  	81.5                 	
D6  	20.68  	81.5                 	
D7  	22.4   	78                   	
D8  	20.57  	78.5                 	
D9  	29.55  	82.5                 	
D10 	25.68  	81                   	
D11 	24.86  	79.5                 	
D12 	21.91  	78.5                 	
E1  	18.99  	82                   	
E2  	27.16  	80                   	
E3  	27.23  	80                   	
E4  	20.72  	77.5                 	
E5  	18.91  	81.5                 	
E6  	20.58  	81.5                 	
E7  	22.55  	78                   	
E8  	20.51  	78.5                 	
E9  	30.2   	82.5                 	
E10 	26.46  	81                   	
E11 	25.07  	79.5                 	
E12 	21.78  	78.5                 	
F1  	19.22  	82                   	
F2  	26.94  	80                   	
F3  	26.94  	80                   	
F4  	21.43  	77.5                 	
F5  	19.07  	81.5                 	
F6  	20.73  	81.5                 	
F7  	22.76  	77.5                 	
F8  	20.35  	78.5                 	
F9  	28.59  	82.5                 	
F10 	26.78  	81                   	
F11 	25.24  	79.5                 	
F12 	21.83  	78.5                 	
G1  	18.98  	82                   	
G2  	28.39  	80                   	
G3  	28.56  	80                   	
G4  	20.76  	77                   	
G5  	18.93  	81.5                 	
G6  	20.58  	81.5                 	
G7  	22.51  	77.5                 	
G8  	20.46  	78                   	
G9  	29.88  	82.5                 	
G10 	26.76  	81                   	
G11 	24.86  	79.5                 	
G12 	21.7   	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80                   	
H3  	No Cq  	61.5                 	
H4  	No Cq  	95                   	
H5  	No Cq  	57                   	
H6  	No Cq  	59                   	
H7  	No Cq  	77.5                 	
H8  	38.39  	78.5                 	
H9  	No Cq  	55                   	
H10 	No Cq  	75.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
