Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.57  	82                   	
A2  	26     	80                   	
A3  	28.68  	80                   	
A4  	21.34  	77                   	
A5  	18.45  	81.5                 	
A6  	20.74  	81                   	
A7  	22.39  	77.5                 	
A8  	19.69  	78.5                 	
A9  	30.12  	82                   	
A10 	26.74  	80.5                 	
A11 	24.39  	79.5                 	
A12 	21.67  	79                   	
B1  	17.94  	82                   	
B2  	25.49  	80                   	
B3  	24.81  	80                   	
B4  	19.38  	77.5                 	
B5  	17.69  	81.5                 	
B6  	19.56  	81                   	
B7  	21.7   	77.5                 	
B8  	19.41  	78.5                 	
B9  	28.35  	82.5                 	
B10 	24.6   	80.5                 	
B11 	24.28  	79.5                 	
B12 	20.54  	79                   	
C1  	18.7   	82                   	
C2  	25.67  	80                   	
C3  	24.62  	80                   	
C4  	19.84  	77                   	
C5  	18.51  	81.5                 	
C6  	19.69  	81                   	
C7  	22.44  	77.5                 	
C8  	19.65  	78.5                 	
C9  	28.48  	82.5                 	
C10 	25.45  	81                   	
C11 	24.76  	79.5                 	
C12 	20.66  	79                   	
D1  	18.32  	82                   	
D2  	25.61  	80                   	
D3  	26.39  	80                   	
D4  	19.84  	77.5                 	
D5  	18.54  	81.5                 	
D6  	19.68  	81                   	
D7  	21.92  	77.5                 	
D8  	19.72  	78.5                 	
D9  	29.5   	82.5                 	
D10 	26.43  	81                   	
D11 	24.19  	79.5                 	
D12 	20.82  	79                   	
E1  	18.89  	82                   	
E2  	26.07  	80                   	
E3  	26.34  	80                   	
E4  	19.95  	77.5                 	
E5  	18.67  	81.5                 	
E6  	19.93  	81.5                 	
E7  	22.53  	78                   	
E8  	19.86  	78.5                 	
E9  	28.76  	82.5                 	
E10 	25.51  	81                   	
E11 	24.67  	79.5                 	
E12 	20.91  	79                   	
F1  	19.08  	82                   	
F2  	25.47  	80                   	
F3  	23.99  	80                   	
F4  	19.75  	77.5                 	
F5  	18.8   	81.5                 	
F6  	20.46  	81.5                 	
F7  	22.68  	78                   	
F8  	20.49  	78.5                 	
F9  	26.49  	82.5                 	
F10 	25.54  	81                   	
F11 	25.13  	79.5                 	
F12 	21.14  	79                   	
G1  	18.91  	82                   	
G2  	25.84  	80                   	
G3  	24.05  	80                   	
G4  	19.77  	77                   	
G5  	18.89  	81.5                 	
G6  	19.86  	81.5                 	
G7  	22.6   	77.5                 	
G8  	20.01  	78.5                 	
G9  	28.52  	82.5                 	
G10 	25.53  	81                   	
G11 	24.95  	79.5                 	
G12 	21.12  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79                   	
H3  	No Cq  	79.5                 	
H4  	No Cq  	95                   	
H5  	No Cq  	55                   	
H6  	No Cq  	57.5                 	
H7  	No Cq  	57.5                 	
H8  	No Cq  	77                   	
H9  	No Cq  	57.5                 	
H10 	No Cq  	80.5                 	
H11 	No Cq  	58                   	
H12 	No Cq  	57.5                 	
