Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.85  	82                   	
A2  	25.38  	80                   	
A3  	18.07  	80                   	
A4  	19.61  	77                   	
A5  	19.49  	81.5                 	
A6  	19.79  	81                   	
A7  	22.98  	77.5                 	
A8  	21.25  	78.5                 	
A9  	20.58  	82.5                 	
A10 	22.85  	81                   	
A11 	25.29  	79.5                 	
A12 	20.83  	78.5                 	
B1  	20.76  	82                   	
B2  	26.7   	80                   	
B3  	18.94  	80                   	
B4  	19.77  	77                   	
B5  	20.39  	81.5                 	
B6  	20.78  	81.5                 	
B7  	23.86  	77.5                 	
B8  	21.83  	78.5                 	
B9  	20.94  	82.5                 	
B10 	23.69  	81                   	
B11 	26.53  	79.5                 	
B12 	21.03  	78.5                 	
C1  	18.8   	82                   	
C2  	24.71  	80                   	
C3  	16.76  	80                   	
C4  	17.88  	77.5                 	
C5  	18.46  	81.5                 	
C6  	18.9   	81                   	
C7  	22.31  	78                   	
C8  	20.19  	78.5                 	
C9  	19.16  	82.5                 	
C10 	21.51  	81                   	
C11 	24     	79.5                 	
C12 	19.94  	79                   	
D1  	19     	82                   	
D2  	24.77  	80                   	
D3  	17.87  	80                   	
D4  	19     	77.5                 	
D5  	18.87  	81.5                 	
D6  	18.96  	81.5                 	
D7  	22.54  	78                   	
D8  	20.7   	78.5                 	
D9  	19.74  	82.5                 	
D10 	21.95  	81                   	
D11 	24.92  	79.5                 	
D12 	20.15  	79                   	
E1  	18.81  	82                   	
E2  	27.35  	80                   	
E3  	26.88  	80                   	
E4  	20.45  	77.5                 	
E5  	18.66  	81.5                 	
E6  	20.61  	81                   	
E7  	22.71  	77.5                 	
E8  	20.64  	78.5                 	
E9  	30.16  	82.5                 	
E10 	26.04  	81                   	
E11 	24.85  	79.5                 	
E12 	21.59  	79                   	
F1  	19.03  	82                   	
F2  	27.5   	80                   	
F3  	24.66  	80                   	
F4  	20.53  	77.5                 	
F5  	18.71  	81.5                 	
F6  	20.46  	81.5                 	
F7  	22.55  	77.5                 	
F8  	20.67  	78.5                 	
F9  	28.88  	82.5                 	
F10 	26.36  	80.5                 	
F11 	25.09  	79.5                 	
F12 	21.59  	79                   	
G1  	18.39  	82                   	
G2  	26.67  	80                   	
G3  	25.67  	80                   	
G4  	19.9   	77                   	
G5  	17.92  	81.5                 	
G6  	20.04  	81.5                 	
G7  	22.36  	77.5                 	
G8  	20.11  	78.5                 	
G9  	27.85  	82.5                 	
G10 	26.05  	81                   	
G11 	24.77  	79.5                 	
G12 	20.89  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	80.5                 	
H3  	No Cq  	59                   	
H4  	38.08  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	57                   	
H7  	No Cq  	55                   	
H8  	No Cq  	78                   	
H9  	No Cq  	75                   	
H10 	No Cq  	79.5                 	
H11 	No Cq  	57                   	
H12 	No Cq  	58                   	
