Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.7   	82                   	
A2  	25.26  	80                   	
A3  	17.99  	80                   	
A4  	19.59  	77                   	
A5  	19.19  	81.5                 	
A6  	19.89  	81                   	
A7  	22.86  	77.5                 	
A8  	21.01  	78.5                 	
A9  	20.63  	82.5                 	
A10 	22.9   	81                   	
A11 	25.97  	79.5                 	
A12 	20.88  	78.5                 	
B1  	20.7   	82                   	
B2  	26.6   	80                   	
B3  	18.9   	80                   	
B4  	19.62  	77.5                 	
B5  	20.45  	81.5                 	
B6  	20.69  	81.5                 	
B7  	23.75  	77.5                 	
B8  	21.68  	78.5                 	
B9  	20.98  	82.5                 	
B10 	23.55  	81                   	
B11 	26.63  	79.5                 	
B12 	21.2   	78.5                 	
C1  	18.81  	82                   	
C2  	24.68  	80                   	
C3  	16.83  	80                   	
C4  	17.83  	77.5                 	
C5  	18.47  	81.5                 	
C6  	18.84  	81                   	
C7  	21.82  	77.5                 	
C8  	20.35  	78.5                 	
C9  	19.09  	82.5                 	
C10 	21.5   	81                   	
C11 	24.6   	79.5                 	
C12 	19.88  	79                   	
D1  	18.95  	82.5                 	
D2  	24.68  	80                   	
D3  	17.86  	80                   	
D4  	18.74  	77.5                 	
D5  	18.86  	81.5                 	
D6  	18.95  	81                   	
D7  	22.6   	78                   	
D8  	20.67  	78.5                 	
D9  	19.72  	82.5                 	
D10 	22.12  	81                   	
D11 	24.99  	79.5                 	
D12 	20.25  	79                   	
E1  	18.83  	82                   	
E2  	28.35  	80                   	
E3  	26.21  	80                   	
E4  	20.42  	77.5                 	
E5  	18.63  	81.5                 	
E6  	20.55  	81                   	
E7  	22.88  	77.5                 	
E8  	20.66  	78.5                 	
E9  	30.19  	82.5                 	
E10 	25.73  	81                   	
E11 	25.07  	79.5                 	
E12 	21.71  	79                   	
F1  	19.05  	82                   	
F2  	27.32  	80                   	
F3  	24.66  	80                   	
F4  	20.54  	77.5                 	
F5  	18.79  	81.5                 	
F6  	20.56  	81.5                 	
F7  	22.75  	77.5                 	
F8  	20.47  	78.5                 	
F9  	29.48  	82.5                 	
F10 	25.87  	80.5                 	
F11 	25.27  	79.5                 	
F12 	21.76  	78.5                 	
G1  	18.59  	82                   	
G2  	26.93  	79.5                 	
G3  	25.71  	80                   	
G4  	19.93  	77.5                 	
G5  	17.98  	81.5                 	
G6  	20.05  	81.5                 	
G7  	22.41  	77.5                 	
G8  	20.01  	78.5                 	
G9  	27.84  	82.5                 	
G10 	26.26  	81                   	
G11 	24.79  	79.5                 	
G12 	20.93  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	61.5                 	
H3  	No Cq  	66                   	
H4  	No Cq  	77                   	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	78                   	
H8  	39.05  	78                   	
H9  	39     	78.5                 	
H10 	No Cq  	80.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57                   	
