Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.31  	82.5                 	
A2  	28.76  	80                   	
A3  	25.57  	80                   	
A4  	20.88  	77.5                 	
A5  	18.94  	81.5                 	
A6  	21.59  	81                   	
A7  	23.55  	77.5                 	
A8  	20.97  	78.5                 	
A9  	29.68  	82.5                 	
A10 	26.55  	81                   	
A11 	25.78  	79.5                 	
A12 	21.81  	79                   	
B1  	19.04  	82.5                 	
B2  	27.79  	80                   	
B3  	27.43  	80                   	
B4  	20.91  	77.5                 	
B5  	18.95  	81.5                 	
B6  	20.98  	81                   	
B7  	23.2   	77.5                 	
B8  	20.21  	78.5                 	
B9  	30.1   	82.5                 	
B10 	27.13  	81                   	
B11 	25.85  	79.5                 	
B12 	21.36  	79                   	
C1  	19.86  	82.5                 	
C2  	27.29  	80                   	
C3  	26.62  	80                   	
C4  	20.96  	77.5                 	
C5  	19.26  	81.5                 	
C6  	21.03  	81.5                 	
C7  	23.31  	78                   	
C8  	20.96  	78.5                 	
C9  	31.81  	82.5                 	
C10 	26.93  	81                   	
C11 	26.19  	79.5                 	
C12 	22.05  	79                   	
D1  	19.1   	82.5                 	
D2  	26.8   	80                   	
D3  	26.72  	80                   	
D4  	20.65  	77.5                 	
D5  	18.79  	81.5                 	
D6  	20.36  	81                   	
D7  	22.83  	78                   	
D8  	20.15  	78.5                 	
D9  	31.62  	82.5                 	
D10 	26.93  	81                   	
D11 	25.48  	80                   	
D12 	21.21  	79                   	
E1  	19.1   	82.5                 	
E2  	27.83  	80                   	
E3  	25.82  	80                   	
E4  	20.19  	77.5                 	
E5  	18.71  	81.5                 	
E6  	20.8   	81                   	
E7  	22.94  	78                   	
E8  	20.26  	78.5                 	
E9  	29.99  	82.5                 	
E10 	26.24  	81                   	
E11 	25.26  	80                   	
E12 	21.5   	79                   	
F1  	19.06  	82.5                 	
F2  	27.98  	80                   	
F3  	26.01  	80                   	
F4  	20.77  	77.5                 	
F5  	18.93  	81.5                 	
F6  	20.97  	81.5                 	
F7  	23.3   	78                   	
F8  	20.85  	78.5                 	
F9  	30.11  	82.5                 	
F10 	26.33  	80.5                 	
F11 	25.84  	80                   	
F12 	22.14  	79                   	
G1  	19.5   	82.5                 	
G2  	27.81  	80                   	
G3  	25.52  	80                   	
G4  	20.87  	77.5                 	
G5  	18.98  	81.5                 	
G6  	21.42  	81.5                 	
G7  	23.86  	78                   	
G8  	20.85  	78.5                 	
G9  	31.08  	82.5                 	
G10 	26.65  	81                   	
G11 	26.13  	80                   	
G12 	21.98  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	79.5                 	
H3  	No Cq  	80                   	
H4  	No Cq  	78                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	78.5                 	
H9  	No Cq  	57.5                 	
H10 	No Cq  	80.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	57.5                 	
