Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	17.88  	82                   	
A2  	24.54  	80                   	
A3  	24.79  	80                   	
A4  	18.78  	77                   	
A5  	17.9   	81.5                 	
A6  	18.61  	81.5                 	
A7  	21.57  	77.5                 	
A8  	19.64  	78.5                 	
A9  	27.56  	82.5                 	
A10 	24.54  	81                   	
A11 	23.95  	79.5                 	
A12 	20.24  	78.5                 	
B1  	19.67  	82                   	
B2  	25.67  	80                   	
B3  	21.5   	80                   	
B4  	19.6   	77.5                 	
B5  	19.49  	81.5                 	
B6  	19.89  	81                   	
B7  	22.85  	77.5                 	
B8  	20.74  	78.5                 	
B9  	24.92  	82.5                 	
B10 	24.63  	81                   	
B11 	25.07  	79.5                 	
B12 	21.67  	78.5                 	
C1  	18.73  	82                   	
C2  	24.43  	80                   	
C3  	23.89  	80                   	
C4  	18.94  	77.5                 	
C5  	18.61  	81.5                 	
C6  	18.82  	81.5                 	
C7  	21.72  	77.5                 	
C8  	19.86  	78.5                 	
C9  	28.19  	82.5                 	
C10 	24.77  	81                   	
C11 	24.35  	79.5                 	
C12 	20.65  	78.5                 	
D1  	18.7   	82                   	
D2  	24.7   	80                   	
D3  	20.68  	80                   	
D4  	18.72  	77.5                 	
D5  	18.61  	81.5                 	
D6  	19.51  	81                   	
D7  	22.22  	78                   	
D8  	19.86  	78.5                 	
D9  	25.41  	82.5                 	
D10 	23.82  	81                   	
D11 	24.65  	79.5                 	
D12 	20.78  	78.5                 	
E1  	18.77  	82                   	
E2  	26.35  	80                   	
E3  	26.24  	80                   	
E4  	20.5   	77.5                 	
E5  	18.53  	81.5                 	
E6  	20.26  	81.5                 	
E7  	22.35  	78                   	
E8  	19.89  	78.5                 	
E9  	29.32  	82.5                 	
E10 	24.82  	80.5                 	
E11 	24.56  	79.5                 	
E12 	21.65  	79                   	
F1  	18.9   	82                   	
F2  	27.33  	80                   	
F3  	26.76  	80                   	
F4  	20.87  	77.5                 	
F5  	18.79  	81.5                 	
F6  	20.56  	81.5                 	
F7  	22.75  	78                   	
F8  	20.85  	78.5                 	
F9  	29.49  	82.5                 	
F10 	25.7   	80.5                 	
F11 	25.01  	79.5                 	
F12 	22.11  	78.5                 	
G1  	18.7   	82                   	
G2  	26.48  	80                   	
G3  	25.37  	80                   	
G4  	19.53  	77                   	
G5  	18.51  	81.5                 	
G6  	19.85  	81.5                 	
G7  	22.51  	77.5                 	
G8  	19.91  	78.5                 	
G9  	27.93  	82.5                 	
G10 	25.75  	80.5                 	
G11 	24.53  	79.5                 	
G12 	21.15  	79                   	
H1  	No Cq  	57.5                 	
H2  	No Cq  	60.5                 	
H3  	No Cq  	62                   	
H4  	No Cq  	78                   	
H5  	No Cq  	55                   	
H6  	No Cq  	55                   	
H7  	No Cq  	95                   	
H8  	No Cq  	75.5                 	
H9  	No Cq  	57.5                 	
H10 	No Cq  	72.5                 	
H11 	No Cq  	57.5                 	
H12 	No Cq  	58                   	
