Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.64  	82                   	
A2  	25.67  	80                   	
A3  	25.72  	80                   	
A4  	19.71  	77                   	
A5  	18.55  	81.5                 	
A6  	19.9   	81.5                 	
A7  	22.36  	77.5                 	
A8  	19.77  	78.5                 	
A9  	27.8   	82.5                 	
A10 	25.41  	81                   	
A11 	24.58  	79.5                 	
A12 	20.93  	79                   	
B1  	18.79  	82                   	
B2  	24.98  	80                   	
B3  	26.73  	80                   	
B4  	19.73  	77.5                 	
B5  	17.96  	81.5                 	
B6  	19.76  	81.5                 	
B7  	22.08  	77.5                 	
B8  	19.74  	78.5                 	
B9  	28.31  	82.5                 	
B10 	25.38  	81                   	
B11 	24.08  	79.5                 	
B12 	20.92  	79                   	
C1  	No Cq  	57.5                 	
C2  	No Cq  	78                   	
C3  	No Cq  	79.5                 	
C4  	No Cq  	82.5                 	
C5  	No Cq  	55                   	
C6  	No Cq  	57.5                 	
C7  	No Cq  	82.5                 	
C8  	No Cq  	78                   	
C9  	No Cq  	79.5                 	
C10 	No Cq  	95                   	
C11 	No Cq  	58                   	
C12 	No Cq  	57.5                 	
D1  	19.77  	82                   	
D2  	23.02  	78                   	
D3  	25.3   	80                   	
D4  	19.71  	82.5                 	
D5  	23.56  	78                   	
D6  	25.87  	80                   	
D7  	19     	82.5                 	
D8  	22.75  	78                   	
D9  	24.84  	79.5                 	
E1  	19.29  	82.5                 	
E2  	22.95  	78                   	
E3  	24.99  	80                   	
E4  	19.93  	82.5                 	
E5  	23.48  	78                   	
E6  	25.83  	80                   	
E7  	19.75  	82.5                 	
E8  	23.52  	78                   	
E9  	25.95  	79.5                 	
F1  	19.45  	82.5                 	
F2  	23.61  	78                   	
F3  	25.09  	80                   	
F4  	18.95  	82.5                 	
F5  	22.55  	78                   	
F6  	24.78  	80                   	
F7  	19     	82.5                 	
F8  	22.95  	78                   	
F9  	25.27  	80                   	
G1  	19.45  	82.5                 	
G2  	23.18  	78                   	
G3  	25.29  	80                   	
G4  	19.39  	82.5                 	
G5  	22.88  	78                   	
G6  	25.08  	80                   	
G7  	19.09  	82                   	
G8  	22.99  	78                   	
G9  	25.07  	80                   	
H1  	18.99  	82.5                 	
H2  	22.85  	78                   	
H3  	24.83  	80                   	
H4  	20.44  	82.5                 	
H5  	23.68  	78                   	
H6  	26     	80                   	
H7  	21.7   	82                   	
H8  	24.92  	78                   	
H9  	27.6   	79.5                 	
