Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.77  	82                   	
A2  	26.38  	80                   	
A3  	25.77  	80                   	
A4  	19.79  	77                   	
A5  	18.69  	81.5                 	
A6  	20.04  	81                   	
A7  	22.56  	77.5                 	
A8  	19.77  	78.5                 	
A9  	27.97  	82.5                 	
A10 	25.58  	81                   	
A11 	24.32  	79.5                 	
A12 	20.97  	79                   	
B1  	18.85  	82                   	
B2  	25.08  	80                   	
B3  	26.75  	80                   	
B4  	19.79  	77                   	
B5  	18.66  	81.5                 	
B6  	19.9   	81                   	
B7  	22.66  	77.5                 	
B8  	19.9   	78                   	
B9  	28.61  	82.5                 	
B10 	25.06  	81                   	
B11 	24.43  	79.5                 	
B12 	21.05  	79                   	
C1  	No Cq  	55                   	
C2  	No Cq  	78                   	
C3  	No Cq  	79                   	
C4  	No Cq  	82                   	
C5  	No Cq  	57.5                 	
C6  	No Cq  	80                   	
C7  	No Cq  	81.5                 	
C8  	No Cq  	77.5                 	
C9  	No Cq  	79                   	
C10 	No Cq  	95                   	
C11 	No Cq  	57.5                 	
C12 	No Cq  	57.5                 	
D1  	19.05  	81.5                 	
D2  	22.92  	77.5                 	
D3  	25.2   	79.5                 	
D4  	18.78  	81.5                 	
D5  	22.84  	77.5                 	
D6  	25.04  	79.5                 	
D7  	19.89  	81.5                 	
D8  	23.84  	77.5                 	
D9  	26.08  	79.5                 	
E1  	19.13  	81.5                 	
E2  	23.3   	77.5                 	
E3  	25.47  	79.5                 	
E4  	18.92  	81.5                 	
E5  	22.82  	77.5                 	
E6  	24.99  	79.5                 	
E7  	19.39  	81.5                 	
E8  	23.6   	77.5                 	
E9  	26.51  	79.5                 	
F1  	18.67  	81.5                 	
F2  	22.98  	77.5                 	
F3  	24.58  	79.5                 	
F4  	18.1   	81.5                 	
F5  	22.73  	77.5                 	
F6  	24.65  	79.5                 	
F7  	18.92  	81.5                 	
F8  	23.5   	77.5                 	
F9  	25.12  	79.5                 	
G1  	19.35  	81.5                 	
G2  	23.08  	77.5                 	
G3  	25.02  	79.5                 	
G4  	19.27  	81.5                 	
G5  	23.54  	77.5                 	
G6  	26.06  	79.5                 	
G7  	19.39  	81.5                 	
G8  	23.73  	77.5                 	
G9  	25.69  	79.5                 	
H1  	19.1   	81.5                 	
H2  	23.06  	77.5                 	
H3  	25.15  	79.5                 	
H4  	18.4   	81.5                 	
H5  	23.07  	77.5                 	
H6  	25.21  	79.5                 	
