Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	18.69  	82                   	
A2  	26.32  	80                   	
A3  	24.33  	80                   	
A4  	20.23  	77                   	
A5  	18.5   	81.5                 	
A6  	20.56  	81.5                 	
A7  	22.49  	77.5                 	
A8  	20.57  	78                   	
A9  	30.06  	82                   	
A10 	25.28  	80.5                 	
A11 	24.68  	79.5                 	
A12 	20.71  	78.5                 	
B1  	19.02  	82                   	
B2  	26.54  	80                   	
B3  	24.64  	80                   	
B4  	20.42  	77                   	
B5  	18.81  	81.5                 	
B6  	20.18  	81                   	
B7  	22.73  	77.5                 	
B8  	20.5   	78                   	
B9  	29.47  	82.5                 	
B10 	25.47  	81                   	
B11 	25     	79.5                 	
B12 	20.79  	78.5                 	
C1  	18.98  	82                   	
C2  	27.16  	80                   	
C3  	26.82  	80                   	
C4  	20.71  	77                   	
C5  	18.81  	81.5                 	
C6  	20.53  	81                   	
C7  	23.34  	77.5                 	
C8  	20.66  	78                   	
C9  	30.49  	82.5                 	
C10 	25.7   	81                   	
C11 	25.27  	79.5                 	
C12 	21.24  	79                   	
D1  	19.67  	82                   	
D2  	27.31  	80                   	
D3  	25.99  	80                   	
D4  	20.86  	77                   	
D5  	19.37  	81.5                 	
D6  	21.05  	81                   	
D7  	23.52  	77.5                 	
D8  	20.92  	78                   	
D9  	32.67  	82                   	
D10 	26.86  	81                   	
D11 	25.86  	79.5                 	
D12 	21.74  	78.5                 	
E1  	19.78  	82                   	
E2  	27.33  	80                   	
E3  	25.39  	80                   	
E4  	20.96  	77                   	
E5  	19.5   	81.5                 	
E6  	21.48  	81.5                 	
E7  	23.57  	77.5                 	
E8  	21.23  	78                   	
E9  	30.37  	82.5                 	
E10 	26.07  	81                   	
E11 	25.78  	79.5                 	
E12 	21.73  	78.5                 	
F1  	19.29  	82                   	
F2  	27.38  	80                   	
F3  	25.09  	80                   	
F4  	20.93  	77.5                 	
F5  	18.78  	81.5                 	
F6  	21.17  	81.5                 	
F7  	23.46  	77.5                 	
F8  	20.93  	78.5                 	
F9  	28.5   	82.5                 	
F10 	25.85  	81                   	
F11 	25.91  	79.5                 	
F12 	21.61  	79                   	
G1  	19.17  	82.5                 	
G2  	26.77  	80                   	
G3  	27.06  	79.5                 	
G4  	21.01  	77                   	
G5  	18.91  	81.5                 	
G6  	21.03  	81                   	
G7  	22.8   	77.5                 	
G8  	20.83  	78.5                 	
G9  	32.51  	82.5                 	
G10 	26.56  	81                   	
G11 	25.11  	79.5                 	
G12 	21.52  	79                   	
H1  	No Cq  	57                   	
H2  	No Cq  	79.5                 	
H3  	No Cq  	80                   	
H4  	No Cq  	77.5                 	
H5  	No Cq  	57.5                 	
H6  	No Cq  	55                   	
H7  	No Cq  	55                   	
H8  	No Cq  	79                   	
H9  	No Cq  	57.5                 	
H10 	No Cq  	81                   	
H11 	No Cq  	57.5                 	
H12 	No Cq  	55                   	
