Well	Cq (∆R)	Tm Product 1 (-R'(T))	
A1  	19.66  	82                   	
A2  	26.27  	80                   	
A3  	27.32  	80                   	
A4  	20.68  	77.5                 	
A5  	18.81  	81.5                 	
A6  	20.77  	81                   	
A7  	23.37  	77.5                 	
A8  	20.87  	78                   	
A9  	31.53  	82.5                 	
A10 	25.61  	81                   	
A11 	25.55  	79.5                 	
A12 	21.66  	78.5                 	
B1  	20.83  	82                   	
B2  	27.68  	80                   	
B3  	29.75  	80                   	
B4  	22.33  	77                   	
B5  	20.54  	81.5                 	
B6  	22.48  	81                   	
B7  	24.44  	77.5                 	
B8  	21.87  	78                   	
B9  	30.59  	82.5                 	
B10 	27.69  	81                   	
B11 	26.76  	79.5                 	
B12 	22.81  	78.5                 	
C1  	18.86  	82                   	
C2  	26.11  	80                   	
C3  	26.32  	80                   	
C4  	20.36  	77                   	
C5  	18.35  	81.5                 	
C6  	20.49  	81.5                 	
C7  	22.47  	77.5                 	
C8  	20.6   	78.5                 	
C9  	28.89  	82.5                 	
C10 	26.59  	81                   	
C11 	24.92  	79.5                 	
C12 	20.93  	78.5                 	
D1  	18.8   	82                   	
D2  	25.65  	80                   	
D3  	25.68  	80                   	
D4  	20.27  	77.5                 	
D5  	18.54  	81.5                 	
D6  	20.51  	81                   	
D7  	22.67  	77.5                 	
D8  	20.44  	78.5                 	
D9  	29.55  	82.5                 	
D10 	26.25  	81                   	
D11 	24.86  	79.5                 	
D12 	20.84  	78.5                 	
E1  	18.95  	82                   	
E2  	27.24  	80                   	
E3  	26.2   	80                   	
E4  	21.06  	77.5                 	
E5  	18.69  	81.5                 	
E6  	20.67  	81.5                 	
E7  	23.03  	77.5                 	
E8  	21.31  	78.5                 	
E9  	28.34  	82.5                 	
E10 	25.79  	80.5                 	
E11 	24.95  	79.5                 	
E12 	21.59  	78.5                 	
F1  	22.92  	82                   	
F2  	29.66  	80                   	
F3  	29.19  	80                   	
F4  	24.3   	77.5                 	
F5  	22.65  	81.5                 	
F6  	24.24  	81.5                 	
F7  	26.37  	77.5                 	
F8  	23.74  	78                   	
F9  	No Cq  	57                   	
F10 	29.55  	80.5                 	
F11 	29.35  	79.5                 	
F12 	24.11  	78.5                 	
G1  	18.86  	82                   	
G2  	26.37  	80                   	
G3  	25.45  	80                   	
G4  	20.61  	77.5                 	
G5  	18.47  	81.5                 	
G6  	20.82  	81.5                 	
G7  	22.63  	77.5                 	
G8  	20.66  	78                   	
G9  	28.69  	82.5                 	
G10 	25.66  	81                   	
G11 	24.55  	79.5                 	
G12 	21.1   	78.5                 	
H1  	No Cq  	57.5                 	
H2  	No Cq  	65                   	
H3  	No Cq  	79                   	
H4  	No Cq  	76                   	
H5  	No Cq  	57.5                 	
H6  	No Cq  	57                   	
H7  	No Cq  	77                   	
H8  	No Cq  	77.5                 	
H9  	No Cq  	95                   	
H10 	No Cq  	85                   	
H11 	No Cq  	58.5                 	
H12 	No Cq  	55                   	
